_,Starting chaos monkey,2024-11-06 19:52:54_923
site_2,Changing s vlan for K11YSQ5WYZKLL4YO from site_2,2024-11-06 19:52:58_439
site_3,Changing c vlan for BH0CURAHQW6D4F3U from site_3,2024-11-06 19:53:00_757
site_3,Changing state of mqtt from site_3,2024-11-06 19:53:04_359
site_3,Changing gemport for 1H9G9E40GJFVDFHY from site_3,2024-11-06 19:53:08_551
site_4,Changing vlan type for 8ASFFS8FWE12MMUN from site_4,2024-11-06 19:53:14_082
site_5,Changing s vlan for 3GKOAF7ZT1YD9OCF from site_5,2024-11-06 19:53:20_019
site_2,Changing state of web-proxy from site_2,2024-11-06 19:53:30_635
site_2,Changing gemport for F2TEL2V2SQT0UZ6U from site_2,2024-11-06 19:53:33_868
site_4,Changing state of ntp6 from site_4,2024-11-06 19:53:34_797
site_4,Changing c vlan for 8ASFFS8FWE12MMUN from site_4,2024-11-06 19:53:38_754
site_5,Unregistering OVL3Q6T0R5Q0P1TR from site_5,2024-11-06 19:53:43_325
site_2,Changing state of sftp-client from site_2,2024-11-06 19:53:52_001
site_1,Changing gemport for 6TAXTRKMI9VHBZ4A from site_1,2024-11-06 19:54:00_601
site_3,Changing s vlan for 3MFCLVEMRHLCBQ77 from site_3,2024-11-06 19:54:05_912
site_2,Unregistering EKNXQV1ONQPO2YCW from site_2,2024-11-06 19:54:16_451
site_4,Changing vlan type for VYMCNR3MKNNB3SG5 from site_4,2024-11-06 19:54:22_791
site_2,Changing s vlan for 2XUAPZBQOD8RRH6M from site_2,2024-11-06 19:54:27_428
site_6,Changing snmp profile for L38ZL0YFWY3WJYFM from site_6,2024-11-06 19:54:28_241
site_5,Changing snmp profile for ZOPBJGZE10LG8VFS from site_5,2024-11-06 19:54:34_171
site_5,Changing s vlan for 9YNHYQN915JMR93J from site_5,2024-11-06 19:54:39_712
site_3,Changing snmp profile for 34DO3FHKIN246PIJ from site_3,2024-11-06 19:54:43_937
