site,event,timestamp
site_2,unregistered 8FDDAADTFVOKT5OP,2024-07-23 10:35:00,217
site_2,unregistered 8FDDAADTFVOKT5OP,2024-07-23 10:35:08,613
site_1,unregistered MLGVVYNMFK1SP76J,2024-07-23 10:35:11,486
site_2,registered 8FDDAADTFVOKT5OP,2024-07-23 10:35:14,432
site_1,unregistered MLGVVYNMFK1SP76J,2024-07-23 10:35:17,015
site_2,unregistered USJ0U17VUI42OMYL,2024-07-23 10:35:17,162
site_1,unregistered MLGVVYNMFK1SP76J,2024-07-23 10:35:23,051
site_1,unregistered H63ZMS5MDTZV86P0,2024-07-23 10:35:23,051
site_2,unregistered USJ0U17VUI42OMYL,2024-07-23 10:35:25,985
site_1,registered MLGVVYNMFK1SP76J,2024-07-23 10:35:26,167
site_1,unregistered H63ZMS5MDTZV86P0,2024-07-23 10:35:28,880
site_2,registered USJ0U17VUI42OMYL,2024-07-23 10:35:31,587
site_1,registered H63ZMS5MDTZV86P0,2024-07-23 10:35:37,633
site_1,unregistered 6IU7D61026MRUD59,2024-07-23 10:35:46,110
site_1,unregistered 6IU7D61026MRUD59,2024-07-23 10:35:51,643
site_1,unregistered C40QPUTUIH7O41ZD,2024-07-23 10:35:57,276
site_1,registered 6IU7D61026MRUD59,2024-07-23 10:36:00,145
site_1,unregistered C40QPUTUIH7O41ZD,2024-07-23 10:36:02,793
site_1,unregistered KG2ARP8YD6G8Z3MX,2024-07-23 10:36:02,793
site_1,unregistered KG2ARP8YD6G8Z3MX,2024-07-23 10:36:08,438
site_1,registered C40QPUTUIH7O41ZD,2024-07-23 10:36:11,348
site_1,registered KG2ARP8YD6G8Z3MX,2024-07-23 10:36:16,817
site_2,unregistered E616VITVSTI0HFQ1,2024-07-23 10:36:25,244
site_2,unregistered E616VITVSTI0HFQ1,2024-07-23 10:36:33,497
site_2,registered E616VITVSTI0HFQ1,2024-07-23 10:36:39,360
site_2,unregistered PGVAZRPGX0PXZOI1,2024-07-23 10:37:15,326
site_2,unregistered PGVAZRPGX0PXZOI1,2024-07-23 10:37:23,878
site_2,registered PGVAZRPGX0PXZOI1,2024-07-23 10:37:29,473
site_1,unregistered NMRRHS1G84ZHYFBY,2024-07-23 10:37:32,234
site_1,unregistered NMRRHS1G84ZHYFBY,2024-07-23 10:37:37,761
site_1,unregistered NMRRHS1G84ZHYFBY,2024-07-23 10:37:43,388
site_1,registered NMRRHS1G84ZHYFBY,2024-07-23 10:37:46,244
site_1,unregistered 1FW5X3UTBSOTVDHZ,2024-07-23 10:38:17,007
site_2,unregistered 4ISW3O6SKUNF24NH,2024-07-23 10:38:22,077
site_1,unregistered 1FW5X3UTBSOTVDHZ,2024-07-23 10:38:22,614
site_2,unregistered 4ISW3O6SKUNF24NH,2024-07-23 10:38:30,492
site_1,registered 1FW5X3UTBSOTVDHZ,2024-07-23 10:38:30,926
site_2,registered 4ISW3O6SKUNF24NH,2024-07-23 10:38:36,125
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 10:38:39,392
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 10:38:44,933
site_2,unregistered 56GL6ISRFQZYMHMI,2024-07-23 10:38:47,205
site_1,registered 9WBTJ3AQKKCKZ73O,2024-07-23 10:38:53,464
site_2,unregistered 56GL6ISRFQZYMHMI,2024-07-23 10:38:55,517
site_2,registered 56GL6ISRFQZYMHMI,2024-07-23 10:39:01,343
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-23 10:39:12,845
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-23 10:39:18,396
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-23 10:39:23,952
site_1,registered AIOTYRVT6XWDF8XM,2024-07-23 10:39:26,869
site_2,unregistered VVP22SPHAJDVEZDV,2024-07-23 10:40:02,108
site_1,unregistered 3UMRZJG1SVHS4UD4,2024-07-23 10:40:03,029
