_,Starting chaos monkey,2024-11-06 20:58:25_359
site_3,Changing s vlan for V8PBMJ4KERI6GZC8 from site_3,2024-11-06 20:58:44_072
site_5,Changing s vlan for DSD6UG28RGB7JUG6 from site_5,2024-11-06 20:58:53_142
site_1,Changing state of sftp-client from site_1,2024-11-06 20:58:59_683
site_6,Changing s vlan for BN309D2RC49NR79V from site_6,2024-11-06 20:59:04_231
site_3,Changing s vlan for 1JA66YA9RC9YXJM0 from site_3,2024-11-06 20:59:06_629
site_4,Changing gemport for KLONOL96UQPP312U from site_4,2024-11-06 20:59:07_749
site_6,Changing snmp profile for DV638SF4FHS1NK44 from site_6,2024-11-06 20:59:13_129
site_5,Changing state of mqtt from site_5,2024-11-06 20:59:15_396
site_6,Changing gemport for ZNVYMWQ8R4KEOSRQ from site_6,2024-11-06 20:59:20_991
site_4,Changing c vlan for 3GKOAF7ZT1YD9OCF from site_4,2024-11-06 20:59:25_719
site_2,Changing vlan type for SRG8I8KS3V03HKG6 from site_2,2024-11-06 20:59:28_698
site_2,Changing state of mqtt from site_2,2024-11-06 20:59:34_587
site_3,Changing gemport for Y17KNLHTA4AQ9PF5 from site_3,2024-11-06 20:59:35_189
site_4,Changing snmp profile for FDOOR30KFJ9RGKEB from site_4,2024-11-06 20:59:36_379
site_3,Changing s vlan for ESCG3I27BJHK671G from site_3,2024-11-06 20:59:37_670
site_1,Changing state of mqtt from site_1,2024-11-06 20:59:39_160
site_3,Changing c vlan for VKB8IRQLK3BCRBJ0 from site_3,2024-11-06 20:59:42_866
site_6,Changing snmp profile for MO5APDHQUSPXDUCK from site_6,2024-11-06 20:59:44_792
site_5,Changing vlan type for RX4GRHMR7K4NR5IU from site_5,2024-11-06 20:59:46_583
site_6,Changing state of radius from site_6,2024-11-06 20:59:56_927
site_3,Changing vlan type for BPKXBIQ8BH0ZH1IJ from site_3,2024-11-06 21:00:05_506
site_1,Changing state of snmpv6 from site_1,2024-11-06 21:00:10_027
site_2,Unregistering NKMOUK7JSMJZNAOQ from site_2,2024-11-06 21:00:10_674
site_4,Unregistering AS2AT4XOSD43CKFV from site_4,2024-11-06 21:00:32_255
site_1,Changing gemport for PHO3PFUX98152DSS from site_1,2024-11-06 21:00:36_180
site_4,Changing state of dhcpv6-relay from site_4,2024-11-06 21:00:42_226
site_2,Changing s vlan for ETNEDM56XGJ5BFME from site_2,2024-11-06 21:00:44_990
site_2,Changing vlan type for TNPCTYKUCZROKN01 from site_2,2024-11-06 21:00:48_519
site_6,Changing snmp profile for DIRF87KMCDSFK8Y7 from site_6,2024-11-06 21:01:02_356
site_5,Changing vlan type for ABKJ9KEDWMN7FEX8 from site_5,2024-11-06 21:01:08_599
site_6,Unregistering IM5SJO3JX02LQ8QC from site_6,2024-11-06 21:01:12_936
site_4,Changing s vlan for D7F90VXRVQHZGKWI from site_4,2024-11-06 21:01:28_445
site_5,Changing s vlan for DFNS5G7X6XW2U1G3 from site_5,2024-11-06 21:01:37_109
site_4,Changing s vlan for 1JA66YA9RC9YXJM0 from site_4,2024-11-06 21:01:43_454
site_2,Changing c vlan for PXYX2QYK2CPBU8H9 from site_2,2024-11-06 21:01:49_805
site_4,Changing vlan type for BH0CURAHQW6D4F3U from site_4,2024-11-06 21:01:56_072
site_3,Unregistering QMRIUEU9APOWAI4V from site_3,2024-11-06 21:02:10_502
site_3,Changing s vlan for OMNV53CT3BYRAT08 from site_3,2024-11-06 21:02:17_525
site_3,Changing vlan type for EKAKQTI4OQXDWUKR from site_3,2024-11-06 21:02:20_855
site_3,Changing gemport for 9YNHYQN915JMR93J from site_3,2024-11-06 21:02:25_984
site_6,Changing c vlan for VYMCNR3MKNNB3SG5 from site_6,2024-11-06 21:02:29_524
site_5,Changing snmp profile for PXYX2QYK2CPBU8H9 from site_5,2024-11-06 21:02:34_689
site_5,Changing c vlan for QMRIUEU9APOWAI4V from site_5,2024-11-06 21:02:36_536
site_2,Changing c vlan for Q7L79O61P5GDYI79 from site_2,2024-11-06 21:02:41_053
site_4,Changing gemport for ELLNDOT8PGYLI496 from site_4,2024-11-06 21:02:44_817
site_2,Changing state of dhcpv6-relay from site_2,2024-11-06 21:03:02_375
site_5,Changing gemport for ESCG3I27BJHK671G from site_5,2024-11-06 21:03:06_640
site_2,Changing c vlan for 573QEOO7KIIAI2X2 from site_2,2024-11-06 21:03:10_852
site_1,Changing snmp profile for 28YFP37KA8HZ5E5W from site_1,2024-11-06 21:03:21_186
site_3,Changing c vlan for QMRIUEU9APOWAI4V from site_3,2024-11-06 21:03:25_779
site_4,Changing s vlan for HDCPREU297Y5TL4D from site_4,2024-11-06 21:03:36_338
site_5,Changing vlan type for GBX4HREANADGN8WG from site_5,2024-11-06 21:03:37_805
site_4,Changing vlan type for NOS0O08FRENOELUX from site_4,2024-11-06 21:03:43_134
site_1,Changing snmp profile for LKF3A5AIBFVX4MID from site_1,2024-11-06 21:03:44_312
site_3,Changing gemport for HDCPREU297Y5TL4D from site_3,2024-11-06 21:03:46_625
site_1,Changing c vlan for P9XT6XJDNZY72TAO from site_1,2024-11-06 21:03:50_076
site_5,Changing gemport for H9OEEDVW8L0Y2GCJ from site_5,2024-11-06 21:03:59_112
site_2,Changing c vlan for LKF3A5AIBFVX4MID from site_2,2024-11-06 21:04:02_226
site_4,Changing state of sftp-client from site_4,2024-11-06 21:04:06_243
site_3,Changing c vlan for 1MXL3CIUXTF6SL4F from site_3,2024-11-06 21:04:07_954
site_4,Changing state of mqtt from site_4,2024-11-06 21:04:08_885
site_5,Unregistering HIJBP5A1FUE41NVR from site_5,2024-11-06 21:04:09_800
site_4,Changing snmp profile for YHLWJ11XXUILVDT9 from site_4,2024-11-06 21:04:13_975
site_6,Changing vlan type for JU08LX2KFXT58PMM from site_6,2024-11-06 21:04:15_029
site_4,Changing gemport for NCD5I04Y9BDOUT89 from site_4,2024-11-06 21:04:18_305
site_1,Unregistering Y7RCDNHOSPO5LXPR from site_1,2024-11-06 21:04:23_689
site_5,Unregistering BB85HGGYS8EPQ3FF from site_5,2024-11-06 21:04:26_742
site_3,Unregistering UZ01DS0MMIR5F88S from site_3,2024-11-06 21:04:32_667
site_3,Unregistering SGMIC4W7281HZIUC from site_3,2024-11-06 21:04:39_397
site_4,Changing gemport for UL6TIQKVK57P9O6E from site_4,2024-11-06 21:04:41_576
site_3,Changing gemport for W394TJVJ5IQ5XJGH from site_3,2024-11-06 21:04:44_589
site_2,Changing s vlan for 4DEHN0FAU11PIRKA from site_2,2024-11-06 21:04:59_710
site_1,Changing snmp profile for OVL3Q6T0R5Q0P1TR from site_1,2024-11-06 21:05:01_515
site_2,Changing vlan type for 642LYDWPBGETNHQU from site_2,2024-11-06 21:05:04_079
site_2,Changing vlan type for 8AYJTLOM2JNS3JH6 from site_2,2024-11-06 21:05:07_840
site_5,Unregistering SRG8I8KS3V03HKG6 from site_5,2024-11-06 21:05:20_511
site_5,Changing s vlan for VQA79GQOC8R98O9K from site_5,2024-11-06 21:05:23_799
site_2,Changing s vlan for LKF3A5AIBFVX4MID from site_2,2024-11-06 21:05:27_202
site_5,Changing s vlan for ABKJ9KEDWMN7FEX8 from site_5,2024-11-06 21:05:28_110
site_5,Changing vlan type for QS3PYY5SU7OC31X2 from site_5,2024-11-06 21:05:29_792
site_3,Unregistering EKNXQV1ONQPO2YCW from site_3,2024-11-06 21:05:32_268
site_1,Changing state of mqtt from site_1,2024-11-06 21:05:32_832
site_3,Changing c vlan for 2ND9Q2V6GK0W46N2 from site_3,2024-11-06 21:05:38_047
site_3,Changing gemport for ZNVYMWQ8R4KEOSRQ from site_3,2024-11-06 21:05:50_044
site_2,Changing gemport for MO5APDHQUSPXDUCK from site_2,2024-11-06 21:05:53_585
