site,event,timestamp
site_5,unregistered H27BDKA9LXDM7LCZ,2024-07-25 09:51:45,255
site_2,unregistered 9L4I3GMBUXVIL21F,2024-07-25 09:51:56,130
site_5,unregistered H27BDKA9LXDM7LCZ,2024-07-25 09:51:57,468
site_5,registered H27BDKA9LXDM7LCZ,2024-07-25 09:52:00,321
site_2,unregistered 9L4I3GMBUXVIL21F,2024-07-25 09:52:05,253
site_2,registered 9L4I3GMBUXVIL21F,2024-07-25 09:52:11,029
site_2,unregistered MBA5YVK967XU9O9L,2024-07-25 09:52:13,710
site_2,unregistered MBA5YVK967XU9O9L,2024-07-25 09:52:22,294
site_2,registered MBA5YVK967XU9O9L,2024-07-25 09:52:27,968
site_5,unregistered 8FASMKBCERZ85J87,2024-07-25 09:52:32,889
site_5,unregistered 8FASMKBCERZ85J87,2024-07-25 09:52:44,397
site_5,registered 8FASMKBCERZ85J87,2024-07-25 09:52:47,161
site_5,unregistered QV5QEEDFNS3ODSVI,2024-07-25 09:53:19,575
site_5,registered QV5QEEDFNS3ODSVI,2024-07-25 09:53:33,781
site_6,OLT not responding,2024-07-25 09:54:16,357
site_6,OLT up,2024-07-25 09:54:17,281
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-25 09:54:55,211
site_1,unregistered W81OTG85LTDNIZKM,2024-07-25 09:55:00,969
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-25 09:55:00,969
site_1,unregistered W81OTG85LTDNIZKM,2024-07-25 09:55:06,641
site_1,registered 3Y1Z0XRJK25SFXPX,2024-07-25 09:55:09,306
site_1,registered W81OTG85LTDNIZKM,2024-07-25 09:55:15,229
site_1,unregistered UWDFIXTCKU2JYZA8,2024-07-25 09:55:18,481
site_1,unregistered UWDFIXTCKU2JYZA8,2024-07-25 09:55:24,320
site_1,registered UWDFIXTCKU2JYZA8,2024-07-25 09:55:32,686
site_6,unregistered YLX19UIPYHY8M7RZ,2024-07-25 09:55:38,910
site_6,unregistered YLX19UIPYHY8M7RZ,2024-07-25 09:55:44,469
site_2,unregistered 5DMAIKPWL5XQ4WKN,2024-07-25 09:55:49,156
site_6,unregistered YLX19UIPYHY8M7RZ,2024-07-25 09:55:50,017
site_6,registered YLX19UIPYHY8M7RZ,2024-07-25 09:55:53,211
site_2,unregistered 5DMAIKPWL5XQ4WKN,2024-07-25 09:55:57,692
site_2,registered 5DMAIKPWL5XQ4WKN,2024-07-25 09:56:03,229
site_5,unregistered ABBPW2S0470DCFTG,2024-07-25 09:56:12,501
