site,event,timestamp
site_3,OLT not responding,2024-07-23 13:16:35,535
site_3,OLT up,2024-07-23 13:16:36,057
site_3,unregistered IF8NLWHKHLIDT3ZU,2024-07-23 13:16:55,123
site_3,unregistered IF8NLWHKHLIDT3ZU,2024-07-23 13:17:00,730
site_3,registered IF8NLWHKHLIDT3ZU,2024-07-23 13:17:09,516
site_2,unregistered 5QY0YDPLJHN5DNDR,2024-07-23 13:18:11,504
site_2,unregistered 5QY0YDPLJHN5DNDR,2024-07-23 13:18:19,918
site_2,registered 5QY0YDPLJHN5DNDR,2024-07-23 13:18:25,754
site_2,unregistered NQEOCN2RSBQVKUK2,2024-07-23 13:18:53,857
site_2,unregistered NQEOCN2RSBQVKUK2,2024-07-23 13:19:02,181
site_2,registered NQEOCN2RSBQVKUK2,2024-07-23 13:19:07,952
site_2,unregistered 1KEWP163WGHKGY1B,2024-07-23 13:20:01,891
site_2,unregistered 1KEWP163WGHKGY1B,2024-07-23 13:20:10,288
site_2,registered 1KEWP163WGHKGY1B,2024-07-23 13:20:16,015
site_2,unregistered W2RH4WIN1PJ1MH1O,2024-07-23 13:20:18,723
site_2,unregistered W2RH4WIN1PJ1MH1O,2024-07-23 13:20:27,132
site_2,registered W2RH4WIN1PJ1MH1O,2024-07-23 13:20:32,848
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 13:20:37,483
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 13:20:43,002
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 13:20:48,628
site_1,registered H3YMLKPTK5L85A7N,2024-07-23 13:20:51,622
site_2,unregistered JXFD0XSPVRVMR22S,2024-07-23 13:21:08,885
site_2,unregistered JXFD0XSPVRVMR22S,2024-07-23 13:21:17,353
site_2,registered JXFD0XSPVRVMR22S,2024-07-23 13:21:23,009
site_2,OLT not responding,2024-07-23 13:21:31,831
site_2,OLT up,2024-07-23 13:21:42,285
site_3,unregistered KXSYCFTCFNDKL1O1,2024-07-23 13:22:15,866
site_3,unregistered KXSYCFTCFNDKL1O1,2024-07-23 13:22:21,524
site_3,registered KXSYCFTCFNDKL1O1,2024-07-23 13:22:29,927
site_3,unregistered 0HZ1BY6NDT1RIDGX,2024-07-23 13:22:44,252
site_3,unregistered 0HZ1BY6NDT1RIDGX,2024-07-23 13:22:49,770
site_3,unregistered PWMAZ8WB4IQEN1C2,2024-07-23 13:22:49,770
site_3,unregistered 0HZ1BY6NDT1RIDGX,2024-07-23 13:22:55,384
site_3,unregistered PWMAZ8WB4IQEN1C2,2024-07-23 13:22:55,384
site_3,registered 0HZ1BY6NDT1RIDGX,2024-07-23 13:22:58,332
site_3,unregistered HS0Y7XW4C5IRIKFC,2024-07-23 13:23:00,991
site_3,registered PWMAZ8WB4IQEN1C2,2024-07-23 13:23:03,951
site_3,unregistered HS0Y7XW4C5IRIKFC,2024-07-23 13:23:06,578
