_,Starting chaos monkey,2024-10-27 15:08:13_107
site_1,Changing state of ipdr from site_1,2024-10-27 15:08:27_245
site_1,Changing gemport for A8U0PRYZ70L8A69S from site_1,2024-10-27 15:08:53_357
site_1,Changing snmp profile for 87D7YFO9MYDUOMQK from site_1,2024-10-27 15:09:00_944
site_1,Changing gemport for 6I2GL381MRA17R0E from site_1,2024-10-27 15:09:36_982
site_1,Changing s vlan for VBW50PLC59PMX25D from site_1,2024-10-27 15:10:54_365
site_1,Unregistering UFHM654DKASP9V2V from site_1,2024-10-27 15:11:54_478
site_1,Changing state of telnetv6 from site_1,2024-10-27 15:12:30_176
site_1,Unregistering X77UTF92HMJFXKMK from site_1,2024-10-27 15:12:41_958
site_1,Changing c vlan for UPXQTML059R43DLS from site_1,2024-10-27 15:12:53_127
site_1,Changing vlan type for P1BMAYU75LZT9QGF from site_1,2024-10-27 15:12:59_889
site_1,Changing state of radius from site_1,2024-10-27 15:13:33_238
site_1,Changing vlan type for 51YDRHI3QHP9LPWL from site_1,2024-10-27 15:13:50_818
site_1,Changing gemport for WOCVQFKCT29SDETI from site_1,2024-10-27 15:13:53_709
site_1,Changing s vlan for R6HBAJZAIRWQZOWH from site_1,2024-10-27 15:14:09_218
site_1,Changing vlan type for SHM2K4PFBR7QH6KO from site_1,2024-10-27 15:14:25_281
site_1,Changing gemport for E5PSLIVCHTJRQJ0Y from site_1,2024-10-27 15:14:49_232
site_1,Changing gemport for HCUH6TM04KSF9NOR from site_1,2024-10-27 15:15:01_830
site_1,Changing vlan type for 8B3VVUSCMNQ4DXB2 from site_1,2024-10-27 15:15:05_366
site_1,Changing state of sshv6 from site_1,2024-10-27 15:15:39_382
site_1,Changing s vlan for 8B3VVUSCMNQ4DXB2 from site_1,2024-10-27 15:15:57_568
site_1,Changing gemport for OWCZBDTTECBGAXZH from site_1,2024-10-27 15:16:53_410
site_1,Changing gemport for MALSDNW67S8ZRJ81 from site_1,2024-10-27 15:17:24_963
site_1,Changing s vlan for FGNGP7LGKJRCOA1Y from site_1,2024-10-27 15:17:28_101
site_1,Unregistering ZUFTOPCWFB4GXCQL from site_1,2024-10-27 15:19:37_851
site_1,Changing vlan type for I9TL68S2J7XNF2L6 from site_1,2024-10-27 15:20:22_969
site_1,Changing snmp profile for 8B3VVUSCMNQ4DXB2 from site_1,2024-10-27 15:21:31_923
site_1,Changing c vlan for TERO92NKTU3A6P25 from site_1,2024-10-27 15:21:53_509
site_1,Changing gemport for XTFD7Q7VXJO4HPW4 from site_1,2024-10-27 15:22:23_361
site_1,Unregistering PRPZ8Q5N4XI0ZE7K from site_1,2024-10-27 15:23:29_672
