site,event,timestamp
site_1,unregistered A81IV6WL9GVGG4HF,2024-07-24 15:56:32,747
site_1,unregistered A81IV6WL9GVGG4HF,2024-07-24 15:56:38,374
site_1,unregistered A81IV6WL9GVGG4HF,2024-07-24 15:56:43,967
site_1,registered A81IV6WL9GVGG4HF,2024-07-24 15:56:46,927
site_5,unregistered GIHB0F7H8UKL3D6Q,2024-07-24 15:57:50,765
site_5,unregistered GIHB0F7H8UKL3D6Q,2024-07-24 15:58:03,283
site_5,registered GIHB0F7H8UKL3D6Q,2024-07-24 15:58:05,657
site_2,unregistered QK6R7SSRA5F8GFLV,2024-07-24 15:58:15,650
site_4,unregistered DGP16UMMJQWPNRPN,2024-07-24 15:58:20,609
site_2,unregistered QK6R7SSRA5F8GFLV,2024-07-24 15:58:24,709
site_1,unregistered ES2IWFSTXTGBY16T,2024-07-24 15:58:26,489
site_4,unregistered DGP16UMMJQWPNRPN,2024-07-24 15:58:26,514
site_2,registered QK6R7SSRA5F8GFLV,2024-07-24 15:58:30,398
site_1,unregistered ES2IWFSTXTGBY16T,2024-07-24 15:58:32,105
site_4,registered DGP16UMMJQWPNRPN,2024-07-24 15:58:35,098
site_1,registered ES2IWFSTXTGBY16T,2024-07-24 15:58:40,584
site_1,unregistered FC7H3D9V4YW30O8W,2024-07-24 15:58:54,983
site_1,unregistered FC7H3D9V4YW30O8W,2024-07-24 15:59:00,560
site_1,registered FC7H3D9V4YW30O8W,2024-07-24 15:59:09,079
site_1,unregistered ES2IWFSTXTGBY16T,2024-07-24 15:59:34,449
site_1,unregistered ES2IWFSTXTGBY16T,2024-07-24 15:59:40,105
site_1,registered ES2IWFSTXTGBY16T,2024-07-24 15:59:48,576
site_3,unregistered 4OHV888VVG9V4R9L,2024-07-24 16:00:13,815
site_3,unregistered 7LYIK53H86XPDSW3,2024-07-24 16:00:19,435
site_3,unregistered 4OHV888VVG9V4R9L,2024-07-24 16:00:19,435
site_3,unregistered 7LYIK53H86XPDSW3,2024-07-24 16:00:25,350
site_3,registered 4OHV888VVG9V4R9L,2024-07-24 16:00:28,426
site_3,unregistered 7LYIK53H86XPDSW3,2024-07-24 16:00:31,071
site_3,registered 7LYIK53H86XPDSW3,2024-07-24 16:00:33,974
site_4,unregistered F5XQX9JZ86MVTEVO,2024-07-24 16:00:42,820
site_4,unregistered F5XQX9JZ86MVTEVO,2024-07-24 16:00:48,567
site_4,registered F5XQX9JZ86MVTEVO,2024-07-24 16:00:57,262
site_5,OLT not responding,2024-07-24 16:01:02,733
site_5,OLT up,2024-07-24 16:01:06,441
site_4,unregistered TVKHJQBN292NRSRU,2024-07-24 16:01:16,707
site_4,unregistered TVKHJQBN292NRSRU,2024-07-24 16:01:22,307
site_4,unregistered HCKG4MTPWZJ2PA8O,2024-07-24 16:01:22,307
site_4,unregistered HCKG4MTPWZJ2PA8O,2024-07-24 16:01:27,896
site_4,registered TVKHJQBN292NRSRU,2024-07-24 16:01:30,841
