site,event,timestamp
site_3,unregistered WGIBIQRNW7RN70R5,2024-07-23 12:48:06,086
site_3,unregistered WGIBIQRNW7RN70R5,2024-07-23 12:48:11,958
site_3,registered WGIBIQRNW7RN70R5,2024-07-23 12:48:20,741
site_1,unregistered 5V5WRCEHUDMVC1AV,2024-07-23 12:48:57,806
site_2,unregistered F38IG5TCKUK7A99B,2024-07-23 12:48:59,907
site_1,unregistered 5V5WRCEHUDMVC1AV,2024-07-23 12:49:03,417
site_2,unregistered F38IG5TCKUK7A99B,2024-07-23 12:49:08,305
site_1,registered 5V5WRCEHUDMVC1AV,2024-07-23 12:49:11,973
site_2,registered F38IG5TCKUK7A99B,2024-07-23 12:49:14,116
site_3,unregistered 6W6B0QRE0RTBK2FD,2024-07-23 12:49:25,232
site_3,unregistered 6W6B0QRE0RTBK2FD,2024-07-23 12:49:30,740
site_3,registered 6W6B0QRE0RTBK2FD,2024-07-23 12:49:39,261
site_3,unregistered 0G6HRWHZVAD1WRWH,2024-07-23 12:49:58,832
site_3,unregistered 0G6HRWHZVAD1WRWH,2024-07-23 12:50:04,405
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 12:50:10,522
site_3,registered 0G6HRWHZVAD1WRWH,2024-07-23 12:50:12,929
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 12:50:16,214
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 12:50:21,878
site_1,registered 32GBFT9MAAHGKDAO,2024-07-23 12:50:24,534
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 12:50:33,049
site_3,unregistered 49TAI6WVTQ40A46W,2024-07-23 12:50:38,292
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 12:50:38,681
site_3,unregistered ATHYPD0CAOC05WAP,2024-07-23 12:50:43,944
site_3,unregistered 49TAI6WVTQ40A46W,2024-07-23 12:50:43,944
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 12:50:44,344
site_1,registered 0B5R5K6OKIT53YEU,2024-07-23 12:50:47,214
site_3,unregistered ATHYPD0CAOC05WAP,2024-07-23 12:50:49,579
site_3,registered 49TAI6WVTQ40A46W,2024-07-23 12:50:52,304
site_3,registered ATHYPD0CAOC05WAP,2024-07-23 12:50:58,125
site_3,unregistered PWMAZ8WB4IQEN1C2,2024-07-23 12:51:28,739
site_3,unregistered PWMAZ8WB4IQEN1C2,2024-07-23 12:51:34,230
site_3,registered PWMAZ8WB4IQEN1C2,2024-07-23 12:51:42,703
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 12:52:02,917
site_2,unregistered NJ4NCOCDNOOGJLCU,2024-07-23 12:52:05,270
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 12:52:08,431
site_1,unregistered GOVJJ9I95XMRKCAQ,2024-07-23 12:52:08,431
site_2,unregistered NJ4NCOCDNOOGJLCU,2024-07-23 12:52:13,698
site_1,unregistered H3YMLKPTK5L85A7N,2024-07-23 12:52:14,045
site_1,unregistered GOVJJ9I95XMRKCAQ,2024-07-23 12:52:14,045
site_1,registered H3YMLKPTK5L85A7N,2024-07-23 12:52:16,995
site_2,registered NJ4NCOCDNOOGJLCU,2024-07-23 12:52:19,473
site_1,registered GOVJJ9I95XMRKCAQ,2024-07-23 12:52:22,520
