_,Starting chaos monkey,2024-11-06 14:14:11_140
site_4,Changing c vlan for K6WEGDO6ZO4ALID8 from site_4,2024-11-06 14:14:15_465
site_5,Changing snmp profile for KNFZZH3KCSK1945X from site_5,2024-11-06 14:14:35_866
site_4,Changing state of trace from site_4,2024-11-06 14:14:44_316
site_2,Changing s vlan for 0HOSOPJYELKXK9R9 from site_2,2024-11-06 14:14:49_419
site_3,Changing s vlan for 1VBX1B1LESSPLFKF from site_3,2024-11-06 14:15:00_450
site_2,Changing c vlan for NSV909W9JX53CHV8 from site_2,2024-11-06 14:15:04_637
site_3,Changing vlan type for SW9EF4PJCGWUORHB from site_3,2024-11-06 14:15:06_291
site_4,Unregistering FUUEK3ZWAH0F4JRB from site_4,2024-11-06 14:15:15_340
site_2,Changing state of capwap from site_2,2024-11-06 14:15:15_913
site_4,Changing s vlan for Z9B12IZQCGFH6H0J from site_4,2024-11-06 14:15:17_223
site_5,Changing s vlan for 5QWAJGNUAUSHVBVW from site_5,2024-11-06 14:15:29_594
site_5,Changing c vlan for K7BWYXWIXIBFF2E1 from site_5,2024-11-06 14:15:45_815
site_4,Changing s vlan for AA4108YJ2FW0QHTE from site_4,2024-11-06 14:15:50_102
site_5,Changing state of ntp from site_5,2024-11-06 14:15:57_483
site_4,Unregistering EN6V8BDB0W7DJKSU from site_4,2024-11-06 14:15:59_040
site_5,Changing state of trace from site_5,2024-11-06 14:16:06_202
site_1,Changing c vlan for 90NLYAVUUIWI0QJE from site_1,2024-11-06 14:16:14_951
site_2,Changing gemport for 7YUKFHKM2034VWOL from site_2,2024-11-06 14:16:20_980
site_4,Unregistering 202F157LBD44RW2F from site_4,2024-11-06 14:16:25_450
site_3,Changing vlan type for F5OH0RG9LDSSBV2G from site_3,2024-11-06 14:16:34_479
site_4,Unregistering DSJ4OQJ97RBKMRYU from site_4,2024-11-06 14:16:41_054
site_4,Changing c vlan for 06O04CIJ94B8213Q from site_4,2024-11-06 14:16:55_869
site_3,Changing s vlan for 8J07TU681J4E16Z8 from site_3,2024-11-06 14:16:58_666
site_2,Changing snmp profile for JBWSDIA68UKQK31G from site_2,2024-11-06 14:16:59_324
site_2,Changing state of ftp-client from site_2,2024-11-06 14:17:10_796
site_1,Unregistering IH7XVWW8VZIRBD7T from site_1,2024-11-06 14:17:13_781
site_4,Changing snmp profile for 5RBV38WEP3TSWBJJ from site_4,2024-11-06 14:17:28_122
site_5,Changing s vlan for AA4108YJ2FW0QHTE from site_5,2024-11-06 14:17:36_961
site_4,Changing gemport for NETC70QU8K2CXGAU from site_4,2024-11-06 14:17:45_750
site_4,Unregistering VW2V0ZOXTO8VD28K from site_4,2024-11-06 14:18:01_356
site_5,Unregistering JAQATJQVRE9CD1TQ from site_5,2024-11-06 14:18:10_275
site_1,Changing vlan type for XN5WNS4BM8UNV1PF from site_1,2024-11-06 14:18:16_019
site_3,Changing c vlan for IOTT8CWI366FGNGP from site_3,2024-11-06 14:18:28_806
site_4,Changing snmp profile for G40GLLZP4TYQC2Q4 from site_4,2024-11-06 14:18:33_998
site_4,Changing vlan type for I6ITQSRCTAR4QPUU from site_4,2024-11-06 14:18:37_314
site_3,Changing state of capwap from site_3,2024-11-06 14:18:40_980
site_4,Unregistering KNFZZH3KCSK1945X from site_4,2024-11-06 14:18:47_111
site_4,Changing state of snmp from site_4,2024-11-06 14:18:52_485
site_3,Changing vlan type for IMP6HDB3LM99ONMT from site_3,2024-11-06 14:18:55_741
site_1,Changing vlan type for MHZ7NPRIUTSNGF1C from site_1,2024-11-06 14:19:01_987
site_5,Changing state of netconf from site_5,2024-11-06 14:19:06_945
