_,Starting chaos monkey,2024-11-06 18:45:01_367
site_3,Unregistering VLDL8R9MLBDXZGFD from site_3,2024-11-06 18:45:08_093
site_1,Changing vlan type for 1JA66YA9RC9YXJM0 from site_1,2024-11-06 18:45:11_759
site_6,Changing state of ftp-client from site_6,2024-11-06 18:45:16_773
site_3,Changing c vlan for VSNOX4XN2F119TLF from site_3,2024-11-06 18:45:21_961
site_2,Changing state of trace from site_2,2024-11-06 18:45:23_444
site_3,Changing state of sshv6 from site_3,2024-11-06 18:45:24_854
site_4,Unregistering 5FTEXMZSULPLJGQW from site_4,2024-11-06 18:45:26_395
site_3,Changing snmp profile for TNPCTYKUCZROKN01 from site_3,2024-11-06 18:45:28_366
site_1,Changing vlan type for 1R27HZZ2VD6UQSPQ from site_1,2024-11-06 18:45:31_145
site_3,Changing state of ssh from site_3,2024-11-06 18:45:34_208
site_6,Changing vlan type for VLDL8R9MLBDXZGFD from site_6,2024-11-06 18:45:36_612
site_4,Changing s vlan for AWG7P12021AIWD9K from site_4,2024-11-06 18:45:42_372
site_2,Changing c vlan for Y0JZV5MS7R729Y59 from site_2,2024-11-06 18:45:45_715
site_5,Changing s vlan for LKF3A5AIBFVX4MID from site_5,2024-11-06 18:45:55_255
site_6,Changing gemport for NZP5SZV77UE91P2C from site_6,2024-11-06 18:46:01_055
site_2,Changing state of sftp-client from site_2,2024-11-06 18:46:03_372
site_6,Changing c vlan for F67SJS1JI0XF3NLA from site_6,2024-11-06 18:46:26_840
site_3,Changing c vlan for 2XM257RI6FRLACLW from site_3,2024-11-06 18:46:30_751
site_3,Changing snmp profile for VQA79GQOC8R98O9K from site_3,2024-11-06 18:46:46_825
site_1,Changing vlan type for MTX14U3U0504EY1U from site_1,2024-11-06 18:46:51_932
site_5,Changing c vlan for 31UZELURHMCW7Q62 from site_5,2024-11-06 18:46:58_376
site_2,Changing snmp profile for NZAR2LTS5ALHNILV from site_2,2024-11-06 18:47:00_410
site_6,Changing snmp profile for BL48FVSIVLPQHFTN from site_6,2024-11-06 18:47:00_864
site_3,Changing gemport for Y17KNLHTA4AQ9PF5 from site_3,2024-11-06 18:47:01_668
site_1,Changing gemport for CT04UIAMRETQ1465 from site_1,2024-11-06 18:47:02_698
site_2,Changing snmp profile for BH0CURAHQW6D4F3U from site_2,2024-11-06 18:47:05_707
site_6,Changing snmp profile for 8KAAIND4KX7IO872 from site_6,2024-11-06 18:47:13_650
site_3,Changing c vlan for EKAKQTI4OQXDWUKR from site_3,2024-11-06 18:47:15_387
site_6,Unregistering 2GOECE5KV2B207GY from site_6,2024-11-06 18:47:16_735
