site,event,timestamp
site_1,OLT not responding,2024-07-23 12:17:32,653
site_1,OLT up,2024-07-23 12:17:42,421
site_2,unregistered DBRBZPL3KHIPO6XX,2024-07-23 12:18:15,268
site_2,unregistered DBRBZPL3KHIPO6XX,2024-07-23 12:18:23,720
site_2,registered DBRBZPL3KHIPO6XX,2024-07-23 12:18:29,593
site_1,unregistered 3WY9WR715L28V0FM,2024-07-23 12:18:40,861
site_1,unregistered 3WY9WR715L28V0FM,2024-07-23 12:18:46,548
site_1,unregistered 3WY9WR715L28V0FM,2024-07-23 12:18:52,117
site_3,unregistered 5VFL27QC0ZHE1C4M,2024-07-23 12:18:53,298
site_1,registered 3WY9WR715L28V0FM,2024-07-23 12:18:55,049
site_3,unregistered 5VFL27QC0ZHE1C4M,2024-07-23 12:18:59,107
site_3,unregistered 5VFL27QC0ZHE1C4M,2024-07-23 12:19:04,718
site_3,registered 5VFL27QC0ZHE1C4M,2024-07-23 12:19:07,524
site_3,unregistered YC4CAPIK3NOGQXPW,2024-07-23 12:19:32,949
site_3,unregistered YC4CAPIK3NOGQXPW,2024-07-23 12:19:38,615
site_3,registered YC4CAPIK3NOGQXPW,2024-07-23 12:19:47,055
site_2,unregistered XFXS1QUWPQQ33I2G,2024-07-23 12:19:49,676
site_2,unregistered XFXS1QUWPQQ33I2G,2024-07-23 12:19:58,238
site_2,registered XFXS1QUWPQQ33I2G,2024-07-23 12:20:03,843
site_3,unregistered FMNA2IF6PFF6830J,2024-07-23 12:21:09,195
site_3,unregistered FMNA2IF6PFF6830J,2024-07-23 12:21:14,863
site_3,registered FMNA2IF6PFF6830J,2024-07-23 12:21:23,290
site_2,unregistered 4CH7B8IW01TODFL3,2024-07-23 12:21:42,178
site_2,unregistered 4CH7B8IW01TODFL3,2024-07-23 12:21:50,687
site_2,registered 4CH7B8IW01TODFL3,2024-07-23 12:21:56,393
site_3,unregistered VUYIZHN8ECR9IK8Q,2024-07-23 12:22:06,213
site_1,OLT not responding,2024-07-23 12:22:11,080
site_1,OLT up,2024-07-23 12:22:11,502
site_3,unregistered VUYIZHN8ECR9IK8Q,2024-07-23 12:22:11,908
site_3,unregistered VUYIZHN8ECR9IK8Q,2024-07-23 12:22:17,517
site_1,unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 12:22:19,347
site_3,registered VUYIZHN8ECR9IK8Q,2024-07-23 12:22:24,245
site_1,unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 12:22:25,030
site_1,registered 7WG0IGJ9ZTHDPUJE,2024-07-23 12:22:33,529
site_3,unregistered RLMKTTRC8IADJ870,2024-07-23 12:22:40,510
site_3,unregistered RLMKTTRC8IADJ870,2024-07-23 12:22:46,194
site_3,registered RLMKTTRC8IADJ870,2024-07-23 12:22:54,635
site_1,unregistered 73OPZ3TKM1QO91XH,2024-07-23 12:23:27,005
site_3,unregistered AFTK8SN81LZB7Z78,2024-07-23 12:23:31,465
site_1,unregistered 73OPZ3TKM1QO91XH,2024-07-23 12:23:32,798
site_3,unregistered AFTK8SN81LZB7Z78,2024-07-23 12:23:37,157
site_1,registered 73OPZ3TKM1QO91XH,2024-07-23 12:23:41,186
site_3,registered AFTK8SN81LZB7Z78,2024-07-23 12:23:45,633
site_3,unregistered NGJ6IBTV0UI06J9G,2024-07-23 12:23:48,464
site_3,unregistered NGJ6IBTV0UI06J9G,2024-07-23 12:23:54,394
