_,Starting chaos monkey,2024-11-06 08:17:19_559
site_1,Changing s vlan for 0ACZRCAIUF7KUSTJ from site_1,2024-11-06 08:17:22_160
site_4,Unregistering NGTIH3M2RVKGA3IU from site_4,2024-11-06 08:18:05_744
site_2,Changing snmp profile for RQU1HY8S8PX9O1YR from site_2,2024-11-06 08:18:14_444
site_4,Changing s vlan for WDD3TSRHEQFE6V3I from site_4,2024-11-06 08:18:17_740
site_2,Changing gemport for SLH6OW3626SH3VCM from site_2,2024-11-06 08:18:33_652
site_2,Changing state of dhcpv6-relay from site_2,2024-11-06 08:18:35_369
site_3,Changing state of capwap from site_3,2024-11-06 08:18:39_139
site_2,Changing vlan type for K416ZV9BQV5JFAGN from site_2,2024-11-06 08:18:42_400
site_2,Unregistering Q4TSH3DCJZMYDKEK from site_2,2024-11-06 08:18:46_623
site_1,Changing s vlan for A4EQ72D4EHZ7KJ8W from site_1,2024-11-06 08:18:55_155
site_4,Changing vlan type for JJQ9ZJ9I4JVEZIJ6 from site_4,2024-11-06 08:19:08_037
site_1,Changing state of ssh from site_1,2024-11-06 08:19:27_120
site_1,Changing state of telnet from site_1,2024-11-06 08:19:31_930
site_2,Changing gemport for MSYAY1KTVVR3VA6C from site_2,2024-11-06 08:19:32_463
site_4,Changing vlan type for WB4O4O0F3XI1GTV8 from site_4,2024-11-06 08:19:36_969
site_3,Changing gemport for M776VX4BSK0U529O from site_3,2024-11-06 08:19:50_766
site_2,Changing s vlan for JPOM3C8HJDMKPN64 from site_2,2024-11-06 08:20:08_289
site_2,Changing s vlan for EKCWZ92R74CDSESV from site_2,2024-11-06 08:20:12_510
site_4,Changing snmp profile for TG99D6Y5ZDB0A86T from site_4,2024-11-06 08:20:16_482
site_4,Changing gemport for 66M097WLLQ3N0VU7 from site_4,2024-11-06 08:20:19_116
site_2,Unregistering EKNR1DQCM06S59E3 from site_2,2024-11-06 08:20:20_302
site_1,Changing state of netconf from site_1,2024-11-06 08:20:23_484
site_2,Changing snmp profile for JNBW7096CRS51S30 from site_2,2024-11-06 08:20:28_069
site_2,Changing snmp profile for Q8OIM4GGACWSY7BL from site_2,2024-11-06 08:20:35_787
site_3,Changing vlan type for WYGF0WJ0S9TX58FK from site_3,2024-11-06 08:20:39_058
site_1,Unregistering 78UWBMRR57IUZ5Z5 from site_1,2024-11-06 08:20:57_580
site_4,Unregistering V2L21X76IFDZIEEI from site_4,2024-11-06 08:21:00_774
site_3,Changing c vlan for NXUSZT0L5WHH7PC4 from site_3,2024-11-06 08:21:10_353
site_1,Unregistering 78UWBMRR57IUZ5Z5 from site_1,2024-11-06 08:21:13_592
site_3,Unregistering CU4SJHJKDV0AFK3O from site_3,2024-11-06 08:21:21_028
site_3,Changing s vlan for 1P2SNH3DYDWTL7J9 from site_3,2024-11-06 08:21:27_962
site_3,Changing vlan type for MRTW2D2MRAU0C72U from site_3,2024-11-06 08:21:35_086
site_2,Changing gemport for CYSQLNPFAAL9MGRE from site_2,2024-11-06 08:21:41_477
site_3,Unregistering 6QFVA4184KO9D9K4 from site_3,2024-11-06 08:21:49_790
site_2,Changing snmp profile for SDNVF4EBUO5AA5RS from site_2,2024-11-06 08:21:53_689
site_4,Changing c vlan for GXR8750VBWKKDBRP from site_4,2024-11-06 08:22:09_695
site_2,Changing vlan type for XKG3LA4BPXVY3KJP from site_2,2024-11-06 08:22:14_072
site_1,Changing s vlan for 3SNUIA8XKWZNOCGU from site_1,2024-11-06 08:22:15_805
site_4,Changing vlan type for CYSQLNPFAAL9MGRE from site_4,2024-11-06 08:22:17_920
site_1,Unregistering 6XR0MDD9E16IMYBP from site_1,2024-11-06 08:22:26_594
site_1,Changing c vlan for T6UBEG25DRE9C9VQ from site_1,2024-11-06 08:22:34_760
site_4,Changing c vlan for KMB7F2T7XIY0KZI0 from site_4,2024-11-06 08:22:40_238
site_4,Changing vlan type for 7W5MVIUJ4ABMDIUI from site_4,2024-11-06 08:22:53_728
