site,event,timestamp
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-23 09:59:05,471
site_1,unregistered 94X6RO5ZYYN1EZSR,2024-07-23 09:59:11,079
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-23 09:59:11,079
site_1,unregistered 94X6RO5ZYYN1EZSR,2024-07-23 09:59:16,714
site_1,registered 3Y1Z0XRJK25SFXPX,2024-07-23 09:59:19,571
site_1,registered 94X6RO5ZYYN1EZSR,2024-07-23 09:59:25,160
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-23 09:59:33,528
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-23 09:59:39,118
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-23 09:59:44,684
site_1,unregistered 41KCJM9EDHV8SJB1,2024-07-23 09:59:44,684
site_1,registered 5IE0TLERG5MBGG17,2024-07-23 09:59:47,552
site_1,unregistered 41KCJM9EDHV8SJB1,2024-07-23 09:59:50,352
site_1,registered 41KCJM9EDHV8SJB1,2024-07-23 09:59:54,269
site_1,OLT not responding,2024-07-23 10:00:02,513
site_1,OLT up,2024-07-23 10:00:11,153
site_1,unregistered B46XDC1KMMEF40FW,2024-07-23 10:01:26,003
site_1,unregistered B46XDC1KMMEF40FW,2024-07-23 10:01:31,610
site_1,unregistered 7NXLFV1XDKV3Y37I,2024-07-23 10:01:31,610
site_1,unregistered 7NXLFV1XDKV3Y37I,2024-07-23 10:01:37,222
site_1,registered B46XDC1KMMEF40FW,2024-07-23 10:01:39,994
site_1,registered 7NXLFV1XDKV3Y37I,2024-07-23 10:01:45,652
site_1,unregistered DSYPM7DDLQOPDESV,2024-07-23 10:01:59,430
site_1,unregistered DSYPM7DDLQOPDESV,2024-07-23 10:02:04,965
site_1,registered DSYPM7DDLQOPDESV,2024-07-23 10:02:13,408
site_1,unregistered 66JZ67UXQ8DQKFHW,2024-07-23 10:02:21,593
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 10:02:27,193
site_1,unregistered 66JZ67UXQ8DQKFHW,2024-07-23 10:02:27,193
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 10:02:32,791
site_1,registered 66JZ67UXQ8DQKFHW,2024-07-23 10:02:35,699
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 10:02:38,422
site_1,registered N3DQG6GYYMWN0EQQ,2024-07-23 10:02:41,221
site_1,unregistered YAU2OSXHQ8SOT0O9,2024-07-23 10:02:55,210
site_1,unregistered YAU2OSXHQ8SOT0O9,2024-07-23 10:03:00,868
site_1,registered YAU2OSXHQ8SOT0O9,2024-07-23 10:03:09,290
site_1,unregistered 94X6RO5ZYYN1EZSR,2024-07-23 10:03:28,864
site_1,unregistered UTP38STGNXM9EC8A,2024-07-23 10:03:34,498
site_1,unregistered 94X6RO5ZYYN1EZSR,2024-07-23 10:03:34,498
site_1,unregistered UTP38STGNXM9EC8A,2024-07-23 10:03:40,154
site_1,registered 94X6RO5ZYYN1EZSR,2024-07-23 10:03:42,909
site_1,registered UTP38STGNXM9EC8A,2024-07-23 10:03:48,592
