site,event,timestamp
site_2,unregistered S4FU9E9XYMI25V9R,2024-07-23 10:42:35,140
site_2,unregistered S4FU9E9XYMI25V9R,2024-07-23 10:42:43,784
site_2,registered S4FU9E9XYMI25V9R,2024-07-23 10:42:49,659
site_1,unregistered 7MAFK96HRTPMR4A0,2024-07-23 10:43:00,476
site_1,unregistered 7MAFK96HRTPMR4A0,2024-07-23 10:43:06,144
site_1,registered 7MAFK96HRTPMR4A0,2024-07-23 10:43:14,662
site_1,unregistered Q41DK05QWO4VWHDS,2024-07-23 10:43:45,261
site_1,unregistered Q41DK05QWO4VWHDS,2024-07-23 10:43:50,785
site_1,registered Q41DK05QWO4VWHDS,2024-07-23 10:43:59,276
site_2,unregistered OKYQS280HF6UIAMO,2024-07-23 10:44:16,225
site_2,unregistered OKYQS280HF6UIAMO,2024-07-23 10:44:24,872
site_2,registered OKYQS280HF6UIAMO,2024-07-23 10:44:30,426
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-23 10:44:57,778
site_1,unregistered 3Y1Z0XRJK25SFXPX,2024-07-23 10:45:03,331
site_1,unregistered A2Y3R2Y1ABQLCYES,2024-07-23 10:45:08,857
site_1,registered 3Y1Z0XRJK25SFXPX,2024-07-23 10:45:11,794
site_1,unregistered A2Y3R2Y1ABQLCYES,2024-07-23 10:45:14,475
site_1,registered A2Y3R2Y1ABQLCYES,2024-07-23 10:45:22,967
site_2,unregistered OHLGMLCZIG7YQROO,2024-07-23 10:45:48,664
site_2,unregistered GHO212K0HBRLFW48,2024-07-23 10:45:56,934
site_2,unregistered OHLGMLCZIG7YQROO,2024-07-23 10:45:56,934
site_2,registered OHLGMLCZIG7YQROO,2024-07-23 10:46:02,724
site_2,unregistered GHO212K0HBRLFW48,2024-07-23 10:46:05,357
site_2,registered GHO212K0HBRLFW48,2024-07-23 10:46:11,028
site_1,unregistered SQNUZ9D59E0XSNAU,2024-07-23 10:46:43,772
site_1,unregistered SQNUZ9D59E0XSNAU,2024-07-23 10:46:49,306
site_1,registered SQNUZ9D59E0XSNAU,2024-07-23 10:46:57,786
site_1,unregistered VJM481D1PBDTVNLK,2024-07-23 10:47:06,148
site_1,unregistered 2AUTBAF0ZNACJASZ,2024-07-23 10:47:11,732
site_1,unregistered VJM481D1PBDTVNLK,2024-07-23 10:47:11,732
site_1,unregistered 2AUTBAF0ZNACJASZ,2024-07-23 10:47:17,297
site_1,registered VJM481D1PBDTVNLK,2024-07-23 10:47:20,194
