site,event,timestamp
site_1,unregistered 005B0XTWFP1T084I,2024-07-23 09:43:20,004
site_1,unregistered VWYR9WQFMLRHRE9K,2024-07-23 09:43:20,004
site_1,unregistered 005B0XTWFP1T084I,2024-07-23 09:43:25,602
site_1,unregistered VWYR9WQFMLRHRE9K,2024-07-23 09:43:25,602
site_1,unregistered 005B0XTWFP1T084I,2024-07-23 09:43:31,188
site_1,unregistered WSSVD12MWAUFM1M5,2024-07-23 09:43:31,188
site_1,registered 005B0XTWFP1T084I,2024-07-23 09:43:34,134
site_1,registered VWYR9WQFMLRHRE9K,2024-07-23 09:43:34,207
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 09:43:36,704
site_1,unregistered RW7EVIYJNVA1AHGT,2024-07-23 09:43:36,704
site_1,unregistered WSSVD12MWAUFM1M5,2024-07-23 09:43:36,704
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 09:43:42,229
site_1,unregistered 43RXEUWYW4JYILT2,2024-07-23 09:43:42,229
site_1,unregistered RW7EVIYJNVA1AHGT,2024-07-23 09:43:42,229
site_1,registered WSSVD12MWAUFM1M5,2024-07-23 09:43:45,313
site_1,unregistered N3DQG6GYYMWN0EQQ,2024-07-23 09:43:47,831
site_1,unregistered 43RXEUWYW4JYILT2,2024-07-23 09:43:47,831
site_1,registered N3DQG6GYYMWN0EQQ,2024-07-23 09:43:50,753
site_1,registered RW7EVIYJNVA1AHGT,2024-07-23 09:43:50,822
site_1,registered 43RXEUWYW4JYILT2,2024-07-23 09:43:56,620
site_1,unregistered T7OV3TR15LAA5WSS,2024-07-23 09:44:05,019
site_1,unregistered 3RJYCDVCKBKN82KD,2024-07-23 09:44:05,019
site_1,registered T7OV3TR15LAA5WSS,2024-07-23 09:44:10,219
site_1,registered 3RJYCDVCKBKN82KD,2024-07-23 09:44:10,231
site_1,unregistered T7OV3TR15LAA5WSS,2024-07-23 09:44:10,619
site_1,unregistered 3RJYCDVCKBKN82KD,2024-07-23 09:44:10,619
site_1,OLT not responding,2024-07-23 09:44:10,622
site_1,OLT up,2024-07-23 09:44:12,511
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 09:44:31,585
site_1,unregistered 3YWO8SH2ZSKBWWHV,2024-07-23 09:44:37,125
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 09:44:37,125
site_1,unregistered 3YWO8SH2ZSKBWWHV,2024-07-23 09:44:42,717
site_1,registered 9WBTJ3AQKKCKZ73O,2024-07-23 09:44:45,580
site_1,unregistered 3YWO8SH2ZSKBWWHV,2024-07-23 09:44:48,260
site_1,registered 3YWO8SH2ZSKBWWHV,2024-07-23 09:44:51,121
site_1,unregistered PHMI8MPWXG2EUCIV,2024-07-23 09:45:16,190
site_1,unregistered PHMI8MPWXG2EUCIV,2024-07-23 09:45:21,762
site_1,registered PHMI8MPWXG2EUCIV,2024-07-23 09:45:30,227
site_1,unregistered 74564TEGXW1SL1I5,2024-07-23 09:46:06,642
site_1,unregistered 74564TEGXW1SL1I5,2024-07-23 09:46:12,214
site_1,registered 74564TEGXW1SL1I5,2024-07-23 09:46:20,728
site_1,unregistered SDBQYFMV8SOFT4DT,2024-07-23 09:46:45,862
site_1,unregistered SDBQYFMV8SOFT4DT,2024-07-23 09:46:51,428
site_1,registered SDBQYFMV8SOFT4DT,2024-07-23 09:46:59,954
site_1,unregistered 24JIJDO6OUUNUZDP,2024-07-23 09:47:02,529
site_1,unregistered 24JIJDO6OUUNUZDP,2024-07-23 09:47:08,059
site_1,registered 24JIJDO6OUUNUZDP,2024-07-23 09:47:16,569
site_1,unregistered FC7H3D9V4YW30O8W,2024-07-23 09:47:30,316
site_1,unregistered 3RJYCDVCKBKN82KD,2024-07-23 09:47:35,876
site_1,unregistered FC7H3D9V4YW30O8W,2024-07-23 09:47:35,876
site_1,unregistered 3RJYCDVCKBKN82KD,2024-07-23 09:47:41,487
site_1,registered FC7H3D9V4YW30O8W,2024-07-23 09:47:44,296
site_1,registered 3RJYCDVCKBKN82KD,2024-07-23 09:47:49,875
site_1,unregistered UK3UGNNC02FZIGUO,2024-07-23 09:47:52,628
site_1,unregistered UK3UGNNC02FZIGUO,2024-07-23 09:47:58,167
site_1,unregistered UK3UGNNC02FZIGUO,2024-07-23 09:48:03,769
site_1,registered UK3UGNNC02FZIGUO,2024-07-23 09:48:06,609
