site,event,timestamp
site_2,unregistered 1SJ1SUW6T9FWUN70,2024-07-23 10:50:56,690
site_2,unregistered II2GTC16B0LL6YI0,2024-07-23 10:51:05,133
site_2,unregistered 1SJ1SUW6T9FWUN70,2024-07-23 10:51:05,133
site_2,registered 1SJ1SUW6T9FWUN70,2024-07-23 10:51:11,016
site_2,unregistered II2GTC16B0LL6YI0,2024-07-23 10:51:13,836
site_2,registered II2GTC16B0LL6YI0,2024-07-23 10:51:19,507
site_2,unregistered 1SJ1SUW6T9FWUN70,2024-07-23 10:52:57,139
site_2,unregistered QW3QD7BIC0LOK1J7,2024-07-23 10:53:05,778
site_2,unregistered 1SJ1SUW6T9FWUN70,2024-07-23 10:53:05,778
site_2,registered 1SJ1SUW6T9FWUN70,2024-07-23 10:53:11,629
site_2,unregistered QW3QD7BIC0LOK1J7,2024-07-23 10:53:14,323
site_2,registered QW3QD7BIC0LOK1J7,2024-07-23 10:53:20,102
site_2,unregistered RPN7TU9LBHVJMK55,2024-07-23 10:53:31,420
site_2,unregistered RPN7TU9LBHVJMK55,2024-07-23 10:53:39,918
site_1,unregistered 41KCJM9EDHV8SJB1,2024-07-23 10:53:40,284
site_1,unregistered DSYPM7DDLQOPDESV,2024-07-23 10:53:40,284
site_2,registered RPN7TU9LBHVJMK55,2024-07-23 10:53:45,615
site_1,unregistered 41KCJM9EDHV8SJB1,2024-07-23 10:53:45,907
site_1,unregistered DSYPM7DDLQOPDESV,2024-07-23 10:53:45,907
site_1,registered DSYPM7DDLQOPDESV,2024-07-23 10:53:54,786
site_1,registered 41KCJM9EDHV8SJB1,2024-07-23 10:53:54,804
site_1,unregistered JBUK5MWVFOGCEGFC,2024-07-23 10:54:14,122
site_1,unregistered JBUK5MWVFOGCEGFC,2024-07-23 10:54:19,659
site_1,unregistered OFLNHYOCV4FQRJL1,2024-07-23 10:54:25,268
site_1,registered JBUK5MWVFOGCEGFC,2024-07-23 10:54:28,202
site_1,unregistered OFLNHYOCV4FQRJL1,2024-07-23 10:54:30,861
site_1,unregistered F70L91A96CBHXGK9,2024-07-23 10:54:36,415
site_1,registered OFLNHYOCV4FQRJL1,2024-07-23 10:54:39,390
site_1,unregistered F70L91A96CBHXGK9,2024-07-23 10:54:42,042
site_1,registered F70L91A96CBHXGK9,2024-07-23 10:54:50,408
site_2,unregistered A6V8NN13KREY6FEH,2024-07-23 10:54:55,834
site_2,unregistered A6V8NN13KREY6FEH,2024-07-23 10:55:04,173
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 10:55:04,380
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 10:55:09,975
site_2,registered A6V8NN13KREY6FEH,2024-07-23 10:55:10,023
site_1,unregistered 0B5R5K6OKIT53YEU,2024-07-23 10:55:15,503
