_,Starting chaos monkey,2024-11-06 21:31:47_831
site_4,Changing state of mqtt from site_4,2024-11-06 21:31:49_726
site_3,Changing s vlan for 8KAAIND4KX7IO872 from site_3,2024-11-06 21:31:57_542
site_3,Changing state of ntp6 from site_3,2024-11-06 21:32:00_940
site_4,Unregistering BMLHG1G2S8HUR3RO from site_4,2024-11-06 21:32:04_694
site_3,Changing vlan type for NOS0O08FRENOELUX from site_3,2024-11-06 21:32:10_344
site_1,Changing gemport for VSNOX4XN2F119TLF from site_1,2024-11-06 21:32:12_504
site_3,Changing s vlan for 3LR9NHM3DD2VEIPJ from site_3,2024-11-06 21:32:17_836
site_6,Changing c vlan for DIRF87KMCDSFK8Y7 from site_6,2024-11-06 21:32:19_500
site_6,Changing snmp profile for VLDL8R9MLBDXZGFD from site_6,2024-11-06 21:32:22_169
site_6,Changing vlan type for SFA5DFPT09Z8P568 from site_6,2024-11-06 21:32:23_292
site_3,Changing gemport for NGPU9MKX7FRAACK9 from site_3,2024-11-06 21:32:25_963
site_1,Changing snmp profile for 1PFU6XVGK9LWB8CD from site_1,2024-11-06 21:32:37_454
site_6,Changing state of ssh from site_6,2024-11-06 21:32:38_530
site_6,Changing state of ntp from site_6,2024-11-06 21:32:42_744
site_5,Changing vlan type for VKB8IRQLK3BCRBJ0 from site_5,2024-11-06 21:32:53_373
site_6,Changing c vlan for ID4VMME71DMM1DCM from site_6,2024-11-06 21:33:03_227
site_5,Changing state of trace from site_5,2024-11-06 21:33:06_585
site_3,Changing vlan type for YHLWJ11XXUILVDT9 from site_3,2024-11-06 21:33:10_865
site_3,Changing gemport for HP09XS956N8176NS from site_3,2024-11-06 21:33:11_646
site_6,Changing s vlan for 39T3H133GTEI0IXX from site_6,2024-11-06 21:33:14_292
site_3,Changing snmp profile for Q7L79O61P5GDYI79 from site_3,2024-11-06 21:33:24_312
site_1,Unregistering D7F90VXRVQHZGKWI from site_1,2024-11-06 21:33:32_067
site_1,Changing vlan type for QJDA22HUHD25JYWI from site_1,2024-11-06 21:33:34_275
site_6,Unregistering 2ND9Q2V6GK0W46N2 from site_6,2024-11-06 21:33:40_552
site_4,Changing c vlan for NANGYNHU5YNHC9UA from site_4,2024-11-06 21:33:41_806
site_5,Changing gemport for 8KAAIND4KX7IO872 from site_5,2024-11-06 21:33:42_399
site_1,Changing vlan type for 7ZBGTZERWOPUJ0FI from site_1,2024-11-06 21:33:44_675
site_3,Changing vlan type for Y7RCDNHOSPO5LXPR from site_3,2024-11-06 21:33:50_003
site_1,Changing vlan type for BPKXBIQ8BH0ZH1IJ from site_1,2024-11-06 21:34:16_734
site_6,Changing s vlan for 1PFU6XVGK9LWB8CD from site_6,2024-11-06 21:34:23_706
site_5,Unregistering SPKSLG6XT8MI4VWL from site_5,2024-11-06 21:34:29_162
site_2,Changing gemport for Q7L79O61P5GDYI79 from site_2,2024-11-06 21:34:34_564
site_5,Changing s vlan for 3GKOAF7ZT1YD9OCF from site_5,2024-11-06 21:34:40_993
