site,event,timestamp
site_4,unregistered PRKN0S3QH9OFHTUP,2024-07-24 15:49:29,480
site_4,unregistered PRKN0S3QH9OFHTUP,2024-07-24 15:49:35,255
site_4,registered PRKN0S3QH9OFHTUP,2024-07-24 15:49:43,939
site_5,unregistered YI49SADOT4L2ZTQM,2024-07-24 15:49:56,216
site_5,unregistered YI49SADOT4L2ZTQM,2024-07-24 15:50:08,496
site_5,unregistered 8C79YYWWHLJHJNDJ,2024-07-24 15:50:08,496
site_5,registered YI49SADOT4L2ZTQM,2024-07-24 15:50:11,350
site_5,registered 8C79YYWWHLJHJNDJ,2024-07-24 15:50:23,034
site_4,unregistered YSHKTNBB0KVLPTPI,2024-07-24 15:50:55,239
site_4,unregistered YSHKTNBB0KVLPTPI,2024-07-24 15:51:01,006
site_4,registered YSHKTNBB0KVLPTPI,2024-07-24 15:51:09,575
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-24 15:52:33,292
site_1,unregistered LGJFZ3312TCX5XJU,2024-07-24 15:52:33,292
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-24 15:52:38,990
site_1,unregistered LGJFZ3312TCX5XJU,2024-07-24 15:52:38,990
site_1,unregistered AIOTYRVT6XWDF8XM,2024-07-24 15:52:44,754
site_1,unregistered LGJFZ3312TCX5XJU,2024-07-24 15:52:44,754
site_1,registered LGJFZ3312TCX5XJU,2024-07-24 15:52:48,047
site_1,registered AIOTYRVT6XWDF8XM,2024-07-24 15:52:48,204
