site,event,timestamp
site_5,unregistered OTNZMWZCF6UOGV3W,2024-07-25 09:29:37,691
site_6,unregistered 2YIE8GR5ASL26KG1,2024-07-25 09:29:38,813
site_6,unregistered 2YIE8GR5ASL26KG1,2024-07-25 09:29:44,360
site_5,unregistered OTNZMWZCF6UOGV3W,2024-07-25 09:29:48,888
site_6,unregistered 2YIE8GR5ASL26KG1,2024-07-25 09:29:49,933
site_5,registered OTNZMWZCF6UOGV3W,2024-07-25 09:29:52,120
site_6,registered 2YIE8GR5ASL26KG1,2024-07-25 09:29:52,899
site_1,unregistered B4NKNW8INFMV05PN,2024-07-25 09:31:10,118
site_1,unregistered B4NKNW8INFMV05PN,2024-07-25 09:31:15,690
site_1,unregistered B4NKNW8INFMV05PN,2024-07-25 09:31:21,246
site_1,registered B4NKNW8INFMV05PN,2024-07-25 09:31:24,245
site_5,unregistered 5UETEKD6K9ZL76JJ,2024-07-25 09:31:42,502
site_5,unregistered 5UETEKD6K9ZL76JJ,2024-07-25 09:31:53,872
site_5,registered 5UETEKD6K9ZL76JJ,2024-07-25 09:31:56,631
site_2,unregistered Y0ILDL1U4BKIO9N1,2024-07-25 09:32:08,588
site_2,unregistered Y0ILDL1U4BKIO9N1,2024-07-25 09:32:17,378
site_2,registered Y0ILDL1U4BKIO9N1,2024-07-25 09:32:22,959
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-25 09:32:34,644
site_1,unregistered 9WBTJ3AQKKCKZ73O,2024-07-25 09:32:40,310
site_1,registered 9WBTJ3AQKKCKZ73O,2024-07-25 09:32:48,731
site_3,unregistered 4OHV888VVG9V4R9L,2024-07-25 09:32:59,080
site_3,unregistered 4OHV888VVG9V4R9L,2024-07-25 09:33:05,000
site_3,registered 4OHV888VVG9V4R9L,2024-07-25 09:33:15,291
site_3,OLT not responding,2024-07-25 09:33:15,855
site_3,OLT up,2024-07-25 09:33:19,031
site_2,unregistered DOQAVX9CMACB5ZWT,2024-07-25 09:33:26,383
site_2,unregistered DOQAVX9CMACB5ZWT,2024-07-25 09:33:34,760
site_2,unregistered MDY4SEV40HX63WFL,2024-07-25 09:33:34,760
site_2,registered DOQAVX9CMACB5ZWT,2024-07-25 09:33:40,545
site_2,unregistered MDY4SEV40HX63WFL,2024-07-25 09:33:43,189
site_2,registered MDY4SEV40HX63WFL,2024-07-25 09:33:48,954
site_2,unregistered QHI9LQS022KZO6P6,2024-07-25 09:33:51,486
site_4,unregistered QGEOA6NLW2DR8PRA,2024-07-25 09:33:57,027
site_2,unregistered QHI9LQS022KZO6P6,2024-07-25 09:33:59,990
site_4,unregistered QGEOA6NLW2DR8PRA,2024-07-25 09:34:02,654
site_2,registered QHI9LQS022KZO6P6,2024-07-25 09:34:05,554
site_3,unregistered WGIBIQRNW7RN70R5,2024-07-25 09:34:06,138
site_4,unregistered QGEOA6NLW2DR8PRA,2024-07-25 09:34:08,216
site_4,registered QGEOA6NLW2DR8PRA,2024-07-25 09:34:11,350
