site,event,timestamp
site_3,unregistered WGIBIQRNW7RN70R5,2024-07-25 09:34:11,788
site_6,unregistered VZKKTWRXXUQQ68R1,2024-07-25 09:34:12,856
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:34:17,321
site_6,unregistered E1MTZCCJ0EY9HPAJ,2024-07-25 09:34:18,733
site_6,unregistered VZKKTWRXXUQQ68R1,2024-07-25 09:34:18,733
site_3,registered WGIBIQRNW7RN70R5,2024-07-25 09:34:20,208
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:34:22,948
site_6,unregistered E1MTZCCJ0EY9HPAJ,2024-07-25 09:34:24,325
site_6,registered VZKKTWRXXUQQ68R1,2024-07-25 09:34:26,987
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:34:28,599
site_6,unregistered E1MTZCCJ0EY9HPAJ,2024-07-25 09:34:29,956
site_3,registered UBIR93ZRR79W08OV,2024-07-25 09:34:31,531
site_6,registered E1MTZCCJ0EY9HPAJ,2024-07-25 09:34:33,029
site_3,unregistered 3VXV7M02PXRMBG1I,2024-07-25 09:34:51,416
site_3,unregistered 3VXV7M02PXRMBG1I,2024-07-25 09:34:56,992
site_3,registered 3VXV7M02PXRMBG1I,2024-07-25 09:35:05,424
site_5,unregistered GG5B083JPUOJRRRV,2024-07-25 09:35:08,436
site_5,unregistered GG5B083JPUOJRRRV,2024-07-25 09:35:20,234
site_5,registered GG5B083JPUOJRRRV,2024-07-25 09:35:22,879
site_2,unregistered J8J73UIRKRWIK6NL,2024-07-25 09:35:51,843
site_4,unregistered 6YTTAEE91QYYM2R5,2024-07-25 09:35:55,519
site_2,unregistered 9ZV13FFAO616A3OJ,2024-07-25 09:36:00,337
site_2,unregistered J8J73UIRKRWIK6NL,2024-07-25 09:36:00,337
site_4,unregistered 6YTTAEE91QYYM2R5,2024-07-25 09:36:01,161
site_1,OLT not responding,2024-07-25 09:36:05,150
site_2,unregistered 9ZV13FFAO616A3OJ,2024-07-25 09:36:09,018
site_1,OLT up,2024-07-25 09:36:16,593
site_2,unregistered NHQ0T0YRSZZSPK78,2024-07-25 09:36:34,553
site_2,unregistered NHQ0T0YRSZZSPK78,2024-07-25 09:36:43,083
site_1,unregistered 74564TEGXW1SL1I5,2024-07-25 09:36:47,038
site_2,registered NHQ0T0YRSZZSPK78,2024-07-25 09:36:48,720
site_1,unregistered 74564TEGXW1SL1I5,2024-07-25 09:36:52,817
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:36:56,546
site_1,registered 74564TEGXW1SL1I5,2024-07-25 09:37:01,431
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:37:02,165
site_4,unregistered N7QKBV6K1VCLFFEA,2024-07-25 09:37:03,194
site_3,unregistered UBIR93ZRR79W08OV,2024-07-25 09:37:07,726
site_4,unregistered N7QKBV6K1VCLFFEA,2024-07-25 09:37:08,798
site_3,registered UBIR93ZRR79W08OV,2024-07-25 09:37:10,675
site_4,registered N7QKBV6K1VCLFFEA,2024-07-25 09:37:17,306
site_1,unregistered EX576SH3QLTC0BTV,2024-07-25 09:37:38,023
site_1,unregistered EX576SH3QLTC0BTV,2024-07-25 09:37:43,775
site_3,OLT not responding,2024-07-25 09:37:47,008
site_5,unregistered LOHCFKTK4876EPJM,2024-07-25 09:37:49,319
site_3,OLT up,2024-07-25 09:37:53,049
