site,event,timestamp
site_1,unregistered NQHL2Q8J0N9S0E02,2024-07-23 09:37:17,066
site_1,unregistered NQHL2Q8J0N9S0E02,2024-07-23 09:37:22,659
site_1,unregistered NQHL2Q8J0N9S0E02,2024-07-23 09:37:28,241
site_1,registered NQHL2Q8J0N9S0E02,2024-07-23 09:37:31,184
site_1,OLT not responding,2024-07-23 09:37:45,050
site_1,unregistered 9LGOMO5N6275LLVB,2024-07-23 09:37:45,049
site_1,registered 9LGOMO5N6275LLVB,2024-07-23 09:37:45,060
site_1,OLT up,2024-07-23 09:37:48,288
site_1,unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 09:37:56,015
site_1,unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 09:38:01,550
site_1,registered 7WG0IGJ9ZTHDPUJE,2024-07-23 09:38:10,055
site_1,unregistered 9LGOMO5N6275LLVB,2024-07-23 09:38:12,614
site_1,unregistered 9LGOMO5N6275LLVB,2024-07-23 09:38:18,237
site_1,unregistered OFLNHYOCV4FQRJL1,2024-07-23 09:38:18,237
site_1,unregistered OFLNHYOCV4FQRJL1,2024-07-23 09:38:23,773
site_1,registered 9LGOMO5N6275LLVB,2024-07-23 09:38:26,576
site_1,registered OFLNHYOCV4FQRJL1,2024-07-23 09:38:32,246
site_1,unregistered FIII0TLT5BAQPRSX,2024-07-23 09:38:34,840
site_1,unregistered FIII0TLT5BAQPRSX,2024-07-23 09:38:40,412
site_1,registered FIII0TLT5BAQPRSX,2024-07-23 09:38:48,793
site_1,unregistered UTP38STGNXM9EC8A,2024-07-23 09:39:08,326
site_1,unregistered UTP38STGNXM9EC8A,2024-07-23 09:39:13,859
site_1,registered UTP38STGNXM9EC8A,2024-07-23 09:39:22,473
site_1,unregistered 945EJC8X94DMMKVW,2024-07-23 09:39:41,762
site_1,unregistered 945EJC8X94DMMKVW,2024-07-23 09:39:47,459
site_1,registered 945EJC8X94DMMKVW,2024-07-23 09:39:55,767
site_1,unregistered F7JSOXUUV93WFP7P,2024-07-23 09:40:04,167
site_1,unregistered F7JSOXUUV93WFP7P,2024-07-23 09:40:09,723
site_1,registered F7JSOXUUV93WFP7P,2024-07-23 09:40:18,118
site_1,unregistered 3K7M72QJJWZ2I81U,2024-07-23 09:41:05,738
site_1,unregistered 3K7M72QJJWZ2I81U,2024-07-23 09:41:11,345
site_1,registered 3K7M72QJJWZ2I81U,2024-07-23 09:41:19,779
