_,Starting chaos monkey,2024-11-07 11:01:16_285
site_5,Changing state of ntp6 from site_5,2024-11-07 11:01:21_041
site_6,Changing gemport for E2S7R6EO7L5G2H9T from site_6,2024-11-07 11:01:21_958
site_6,Changing vlan type for 4XUBU9IGL94A1C5H from site_6,2024-11-07 11:01:25_534
site_5,Changing snmp profile for 15FOFS277V2PN76Z from site_5,2024-11-07 11:01:27_805
site_1,Changing vlan type for 0FLW1HTQA4EC2ZEV from site_1,2024-11-07 11:01:29_866
site_2,Changing c vlan for TZYLQST2LFN7A7IG from site_2,2024-11-07 11:01:30_161
site_4,Unregistering ZKH169X3YHXFGRSG from site_4,2024-11-07 11:01:32_819
site_4,Changing c vlan for 04CY6S4GHLR6E1VX from site_4,2024-11-07 11:01:36_023
site_7,Changing gemport for DNZ50PXV88Q7UNA2 from site_7,2024-11-07 11:01:37_496
site_5,Changing state of mqtt from site_5,2024-11-07 11:01:40_786
site_5,Changing vlan type for 2WMGR015ZSEQRWQ4 from site_5,2024-11-07 11:01:42_732
site_6,Changing vlan type for 04CY6S4GHLR6E1VX from site_6,2024-11-07 11:01:44_746
site_7,Changing snmp profile for XRTUB87HZOQB2TD5 from site_7,2024-11-07 11:01:45_942
site_5,Changing gemport for LDD0H2AT9VO9KBSU from site_5,2024-11-07 11:01:49_244
site_3,Changing state of web-proxy from site_3,2024-11-07 11:01:49_727
site_4,Changing c vlan for WVOY1VTBNO5NHFCS from site_4,2024-11-07 11:01:52_608
site_6,Changing snmp profile for 3EW0CWX46TAPWDZ3 from site_6,2024-11-07 11:01:55_138
site_7,Unregistering LDD0H2AT9VO9KBSU from site_7,2024-11-07 11:01:56_272
site_4,Changing vlan type for Q7NXBMSU01KBW3JS from site_4,2024-11-07 11:02:04_023
site_3,Changing c vlan for GVXMEDXDW2E5ZNYP from site_3,2024-11-07 11:02:06_216
site_3,Changing c vlan for CDTA129BFJI4ZO04 from site_3,2024-11-07 11:02:08_455
site_4,Changing vlan type for XBHRLS2QBE024EMT from site_4,2024-11-07 11:02:16_458
site_3,Changing snmp profile for P5MLUDBTRDZTOQ54 from site_3,2024-11-07 11:02:19_467
site_2,Unregistering 6342QJX1G8BK3CXO from site_2,2024-11-07 11:02:20_508
site_2,Changing state of snmpv6 from site_2,2024-11-07 11:02:24_028
site_4,Changing gemport for JICDZRAF72U9MZOB from site_4,2024-11-07 11:02:25_217
site_6,Changing c vlan for 04CY6S4GHLR6E1VX from site_6,2024-11-07 11:02:34_699
site_1,Changing state of sshv6 from site_1,2024-11-07 11:02:38_709
site_2,Changing snmp profile for M4H0CPROCAB15QX6 from site_2,2024-11-07 11:02:43_085
site_7,Unregistering PKT83MZBCW9PBUJB from site_7,2024-11-07 11:02:45_111
site_1,Changing state of snmp from site_1,2024-11-07 11:02:47_328
site_3,Changing gemport for 4VZPOFTH7T9K2Q6N from site_3,2024-11-07 11:02:49_362
site_1,Changing s vlan for W9DRQARTHT44P08K from site_1,2024-11-07 11:02:50_276
site_4,Unregistering CC37AG5XN1VLWYST from site_4,2024-11-07 11:02:51_690
site_6,Changing snmp profile for STXLDI35LJ29FMEI from site_6,2024-11-07 11:02:54_987
site_1,Changing state of mqtt from site_1,2024-11-07 11:02:55_014
site_5,Changing vlan type for RBQQLRUTJ1SV96ZX from site_5,2024-11-07 11:02:58_095
site_4,Changing s vlan for E2S7R6EO7L5G2H9T from site_4,2024-11-07 11:02:59_486
site_5,Unregistering 82Z6FQO2RJFGZIGM from site_5,2024-11-07 11:02:59_929
site_7,Changing snmp profile for ZD98BY29VUQO6VTN from site_7,2024-11-07 11:03:06_099
site_4,Changing snmp profile for CDTA129BFJI4ZO04 from site_4,2024-11-07 11:03:10_161
site_2,Unregistering M4H0CPROCAB15QX6 from site_2,2024-11-07 11:03:12_882
site_5,Changing gemport for WQTLUF0K8JCZ3W4O from site_5,2024-11-07 11:03:14_048
site_5,Changing gemport for 9MHD1Y0DDAEU59FH from site_5,2024-11-07 11:03:16_256
site_2,Changing c vlan for 6I8JLLOR4RORCOWB from site_2,2024-11-07 11:03:18_995
site_6,Changing state of snmpv6 from site_6,2024-11-07 11:03:22_927
site_4,Changing state of ipdr from site_4,2024-11-07 11:03:23_174
site_2,Changing state of ftp-client from site_2,2024-11-07 11:03:24_861
site_5,Changing gemport for 4VZPOFTH7T9K2Q6N from site_5,2024-11-07 11:03:28_576
site_7,Changing state of telnet from site_7,2024-11-07 11:03:29_584
site_2,Changing s vlan for ZD98BY29VUQO6VTN from site_2,2024-11-07 11:03:33_405
site_2,Changing s vlan for ZKH169X3YHXFGRSG from site_2,2024-11-07 11:03:34_116
