_,Starting chaos monkey,2024-11-06 13:09:44_431
site_2,Changing s vlan for X45WDGF3M5SDAIAR from site_2,2024-11-06 13:09:48_593
site_4,Unregistering TYAB7XMQN4GN62IG from site_4,2024-11-06 13:09:50_150
site_1,Changing gemport for AIWIK73WCUW4IGB7 from site_1,2024-11-06 13:09:51_469
site_2,Changing snmp profile for JX0EC4X4WDAU374W from site_2,2024-11-06 13:09:57_124
site_1,Unregistering G7KK6STEL2PDWGCC from site_1,2024-11-06 13:10:02_467
site_3,Changing gemport for 4B2RR2IMWCG7HP35 from site_3,2024-11-06 13:10:12_391
site_3,Changing s vlan for BU7K3ZYMOOX6E3TX from site_3,2024-11-06 13:10:23_871
site_4,Changing s vlan for FACA0W7YF6QK25TU from site_4,2024-11-06 13:10:31_640
site_5,Changing s vlan for I2Q89AK0TY8NAFFN from site_5,2024-11-06 13:10:42_636
site_1,Unregistering 7C6OGMLMT6R3X4JQ from site_1,2024-11-06 13:10:43_847
site_5,Changing snmp profile for BA3PJBW8PUYU1GPF from site_5,2024-11-06 13:10:46_580
site_3,Changing gemport for IP6WBEW90DSVFTWX from site_3,2024-11-06 13:11:02_084
site_4,Changing snmp profile for U0MDL7UYM83GN5O4 from site_4,2024-11-06 13:11:05_010
site_2,Changing gemport for JD6HB7KAA2KXWAUZ from site_2,2024-11-06 13:11:06_990
site_3,Changing c vlan for VDBZ6V497NRLRKOC from site_3,2024-11-06 13:11:14_421
site_5,Changing gemport for 7C6OGMLMT6R3X4JQ from site_5,2024-11-06 13:11:31_144
site_2,Changing snmp profile for BA3PJBW8PUYU1GPF from site_2,2024-11-06 13:11:42_235
site_5,Changing snmp profile for AOUK4SRO1XQHD2D5 from site_5,2024-11-06 13:11:46_839
site_3,Changing vlan type for R7CT60VC0SXBO3HR from site_3,2024-11-06 13:11:51_848
site_4,Changing gemport for BHH3LRLMWL9MAB7B from site_4,2024-11-06 13:11:56_135
site_3,Changing vlan type for BU7K3ZYMOOX6E3TX from site_3,2024-11-06 13:11:57_213
site_3,Changing c vlan for IYYRGDN9BB41BM48 from site_3,2024-11-06 13:12:00_870
site_1,Changing vlan type for 1WC9WL1A6MW7V7OC from site_1,2024-11-06 13:12:05_133
site_3,Changing gemport for HFAR53QO9ST7FC78 from site_3,2024-11-06 13:12:12_197
site_4,Changing state of web-proxy from site_4,2024-11-06 13:12:22_605
site_1,Changing gemport for IH7XVWW8VZIRBD7T from site_1,2024-11-06 13:12:27_632
site_3,Changing state of mqtt from site_3,2024-11-06 13:12:31_314
site_1,Changing state of twamp from site_1,2024-11-06 13:12:34_763
site_3,Changing gemport for JX0EC4X4WDAU374W from site_3,2024-11-06 13:12:40_420
site_5,Changing c vlan for HFAR53QO9ST7FC78 from site_5,2024-11-06 13:12:43_078
site_1,Changing vlan type for E1NE87TR5P85RL9T from site_1,2024-11-06 13:12:46_717
site_5,Unregistering IYYRGDN9BB41BM48 from site_5,2024-11-06 13:12:52_335
site_4,Changing s vlan for CABV0XMMVGWREE0O from site_4,2024-11-06 13:12:53_805
site_3,Changing gemport for 4B2RR2IMWCG7HP35 from site_3,2024-11-06 13:13:19_498
site_2,Changing s vlan for LK5A55B67BNN48AQ from site_2,2024-11-06 13:13:32_166
site_1,Changing s vlan for FUI1UKGF9L99LUK6 from site_1,2024-11-06 13:13:35_313
site_4,Changing state of portal from site_4,2024-11-06 13:13:37_200
site_2,Changing s vlan for LNF3PG8ITAYAFSZT from site_2,2024-11-06 13:13:48_265
site_3,Changing gemport for K9HRBSU9ADMEUX2V from site_3,2024-11-06 13:13:49_987
site_2,Unregistering 7VXPTPRP66TCWI9J from site_2,2024-11-06 13:14:10_750
site_4,Changing state of sshv6 from site_4,2024-11-06 13:14:16_515
site_3,Changing gemport for 06O04CIJ94B8213Q from site_3,2024-11-06 13:14:37_037
site_3,Changing c vlan for RA9RBBLO3G9Z3QBI from site_3,2024-11-06 13:14:39_042
site_2,Changing vlan type for I6ITQSRCTAR4QPUU from site_2,2024-11-06 13:14:50_857
