_,Starting chaos monkey,2024-11-06 08:49:40_249
site_2,Changing s vlan for HFTBW7CKD4D5LC7V from site_2,2024-11-06 08:49:47_434
site_4,Unregistering GPD6ZPPCAL3THE3N from site_4,2024-11-06 08:49:59_165
site_2,Changing c vlan for M5YRG6Q5EJBHPNCN from site_2,2024-11-06 08:50:07_752
site_4,Unregistering AF83UV8XR785NRWG from site_4,2024-11-06 08:50:22_151
site_3,Changing snmp profile for VBWCSI74TF52791J from site_3,2024-11-06 08:50:38_303
site_3,Changing vlan type for FGG8LWXKFVAPCG02 from site_3,2024-11-06 08:51:09_654
site_1,Changing vlan type for CH24QOTRI1ZXI1H1 from site_1,2024-11-06 08:51:56_582
site_3,Changing snmp profile for 6XR0MDD9E16IMYBP from site_3,2024-11-06 08:52:09_076
site_1,Changing s vlan for R679YT4Y4PSCNLPS from site_1,2024-11-06 08:52:14_138
site_4,Changing s vlan for GZPKQQMX5RSF6VXF from site_4,2024-11-06 08:52:18_506
site_2,Changing gemport for HM1GHRUKW7AE5Y00 from site_2,2024-11-06 08:52:24_390
site_1,Changing s vlan for I958RU0D26SJF2NX from site_1,2024-11-06 08:52:41_617
site_2,Changing s vlan for H5RMZ8FVKIRETCAW from site_2,2024-11-06 08:52:44_274
site_4,Changing vlan type for 2RTUVHNF2TIPMSXD from site_4,2024-11-06 08:52:45_615
site_2,Changing c vlan for HDXV0VZHUGQMMWSB from site_2,2024-11-06 08:53:16_008
site_1,Unregistering RQU1HY8S8PX9O1YR from site_1,2024-11-06 08:53:17_222
site_1,Changing c vlan for 6H313H3FRCW6ZEMY from site_1,2024-11-06 08:53:19_343
site_3,Changing snmp profile for NE5NIHQ5YHTDB5QS from site_3,2024-11-06 08:53:28_770
site_2,Changing snmp profile for BFK33M29QXOM6FVY from site_2,2024-11-06 08:53:39_967
site_1,Changing c vlan for 2WCJKKO6RPYHHWF9 from site_1,2024-11-06 08:53:58_051
site_4,Changing s vlan for 0FVQ024KP18SJL04 from site_4,2024-11-06 08:53:59_142
site_4,Changing gemport for 9QXWR9Y9KHW4D3PX from site_4,2024-11-06 08:54:06_895
site_1,Changing c vlan for 7C7UBJLSGGZX6K8I from site_1,2024-11-06 08:54:11_947
site_3,Changing s vlan for AEQTLN2Q7NDBIKKX from site_3,2024-11-06 08:54:20_184
site_2,Changing vlan type for FDN3TT4KWACBY3RI from site_2,2024-11-06 08:54:45_306
site_2,Changing s vlan for 7C7UBJLSGGZX6K8I from site_2,2024-11-06 08:54:49_248
site_2,Changing s vlan for 0FVQ024KP18SJL04 from site_2,2024-11-06 08:54:49_654
site_4,Changing s vlan for 2WCJKKO6RPYHHWF9 from site_4,2024-11-06 08:54:55_314
site_1,Changing c vlan for FAJL2IDMBU6ATEM7 from site_1,2024-11-06 08:54:59_949
site_3,Changing s vlan for 7KE7ET0BZQTTB8B0 from site_3,2024-11-06 08:55:19_782
site_1,Changing vlan type for JW6UEM0P9ICED8TY from site_1,2024-11-06 08:55:24_262
site_4,Changing state of mqtt from site_4,2024-11-06 08:55:38_609
site_4,Changing s vlan for BXIJ6NCTYKI014O2 from site_4,2024-11-06 08:55:43_198
site_3,Changing gemport for X0KGAQC96KFXVVBI from site_3,2024-11-06 08:55:54_136
site_3,Changing c vlan for SLH6OW3626SH3VCM from site_3,2024-11-06 08:55:59_885
