site,event,timestamp
site_2,unregistered 74HXMUOEBO96682E,2024-07-23 11:14:13,182
site_2,unregistered 74HXMUOEBO96682E,2024-07-23 11:14:22,120
site_2,registered 74HXMUOEBO96682E,2024-07-23 11:14:28,027
site_2,unregistered 1PL246S8Z8WH3V4T,2024-07-23 11:14:39,055
site_1,unregistered B1VAIKU7J1S5DZKF,2024-07-23 11:14:40,679
site_1,unregistered B1VAIKU7J1S5DZKF,2024-07-23 11:14:46,365
site_2,unregistered 1PL246S8Z8WH3V4T,2024-07-23 11:14:47,593
site_2,registered 1PL246S8Z8WH3V4T,2024-07-23 11:14:53,246
site_1,registered B1VAIKU7J1S5DZKF,2024-07-23 11:14:54,910
site_2,unregistered 5XNBB5JLD78MDCTG,2024-07-23 11:15:46,716
site_2,unregistered 5XNBB5JLD78MDCTG,2024-07-23 11:15:55,084
site_2,OLT not responding,2024-07-23 11:16:08,310
site_2,OLT up,2024-07-23 11:16:11,346
site_2,unregistered 5Y8RD2VDZEPKQZ9N,2024-07-23 11:16:39,269
site_1,unregistered DDL9USRSO1NUBIXD,2024-07-23 11:16:44,519
site_2,unregistered 5Y8RD2VDZEPKQZ9N,2024-07-23 11:16:47,806
site_1,unregistered DDL9USRSO1NUBIXD,2024-07-23 11:16:50,064
site_2,registered 5Y8RD2VDZEPKQZ9N,2024-07-23 11:16:53,434
site_1,registered DDL9USRSO1NUBIXD,2024-07-23 11:16:58,610
site_2,unregistered CL4O726MLJJ7NK93,2024-07-23 11:17:21,309
site_1,unregistered WSSVD12MWAUFM1M5,2024-07-23 11:17:29,000
site_2,unregistered CL4O726MLJJ7NK93,2024-07-23 11:17:29,670
site_2,unregistered 16XRPNLJYFG6AG03,2024-07-23 11:17:29,670
site_1,unregistered WSSVD12MWAUFM1M5,2024-07-23 11:17:34,559
site_2,registered CL4O726MLJJ7NK93,2024-07-23 11:17:35,338
site_2,unregistered 16XRPNLJYFG6AG03,2024-07-23 11:17:38,013
site_1,registered WSSVD12MWAUFM1M5,2024-07-23 11:17:42,978
site_2,registered 16XRPNLJYFG6AG03,2024-07-23 11:17:43,866
site_2,unregistered W2RH4WIN1PJ1MH1O,2024-07-23 11:18:02,963
site_2,unregistered W2RH4WIN1PJ1MH1O,2024-07-23 11:18:11,383
site_2,registered W2RH4WIN1PJ1MH1O,2024-07-23 11:18:17,052
site_1,unregistered 7MAFK96HRTPMR4A0,2024-07-23 11:18:41,503
site_1,unregistered 7MAFK96HRTPMR4A0,2024-07-23 11:18:47,167
site_1,registered 7MAFK96HRTPMR4A0,2024-07-23 11:18:55,530
site_2,unregistered 6GY2VCWSXTC0MH4T,2024-07-23 11:19:27,174
site_2,unregistered 6GY2VCWSXTC0MH4T,2024-07-23 11:19:35,533
site_2,registered 6GY2VCWSXTC0MH4T,2024-07-23 11:19:41,326
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 11:20:10,973
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 11:20:16,585
site_2,unregistered 2IAEG6A6HIJ62K8O,2024-07-23 11:20:17,148
site_1,unregistered 32GBFT9MAAHGKDAO,2024-07-23 11:20:22,114
site_1,registered 32GBFT9MAAHGKDAO,2024-07-23 11:20:24,967
site_2,unregistered 2IAEG6A6HIJ62K8O,2024-07-23 11:20:25,510
site_1,unregistered EX576SH3QLTC0BTV,2024-07-23 11:20:27,684
site_2,registered 2IAEG6A6HIJ62K8O,2024-07-23 11:20:31,269
site_1,unregistered EX576SH3QLTC0BTV,2024-07-23 11:20:33,227
site_1,unregistered 1FW5X3UTBSOTVDHZ,2024-07-23 11:20:38,871
site_1,registered EX576SH3QLTC0BTV,2024-07-23 11:20:41,778
site_2,unregistered LMIHGNWFFWN2G2G7,2024-07-23 11:20:42,285
site_1,unregistered 1FW5X3UTBSOTVDHZ,2024-07-23 11:20:44,500
site_2,unregistered LMIHGNWFFWN2G2G7,2024-07-23 11:20:50,582
site_1,registered 1FW5X3UTBSOTVDHZ,2024-07-23 11:20:53,062
site_1,unregistered KG2ARP8YD6G8Z3MX,2024-07-23 11:20:55,624
site_2,registered LMIHGNWFFWN2G2G7,2024-07-23 11:20:56,443
site_2,unregistered V6CS7LTV0GWDU711,2024-07-23 11:20:58,955
