site,event,timestamp
site_3,unregistered D97Q406C18V4NNNE,2024-07-24 15:42:04,616
site_3,unregistered D97Q406C18V4NNNE,2024-07-24 15:42:10,177
site_5,unregistered 7MI15TKU4XATXBIK,2024-07-24 15:42:18,276
site_3,registered D97Q406C18V4NNNE,2024-07-24 15:42:19,103
site_4,unregistered 4MUP1BML5H92ADEB,2024-07-24 15:42:20,630
site_4,unregistered 4MUP1BML5H92ADEB,2024-07-24 15:42:26,194
site_5,unregistered 7MI15TKU4XATXBIK,2024-07-24 15:42:29,487
site_5,registered 7MI15TKU4XATXBIK,2024-07-24 15:42:32,534
site_4,registered 4MUP1BML5H92ADEB,2024-07-24 15:42:34,666
site_4,unregistered OHOM5CVZ1A5XTRKL,2024-07-24 15:42:37,352
site_4,unregistered OHOM5CVZ1A5XTRKL,2024-07-24 15:42:42,930
site_4,registered OHOM5CVZ1A5XTRKL,2024-07-24 15:42:51,475
site_2,unregistered ENI9K9CUWPGSK6IE,2024-07-24 15:43:32,333
site_1,unregistered F70L91A96CBHXGK9,2024-07-24 15:43:35,273
site_2,unregistered ENI9K9CUWPGSK6IE,2024-07-24 15:43:40,805
site_1,unregistered F70L91A96CBHXGK9,2024-07-24 15:43:40,899
site_2,registered ENI9K9CUWPGSK6IE,2024-07-24 15:43:46,650
site_1,registered F70L91A96CBHXGK9,2024-07-24 15:43:49,508
site_5,unregistered WHUQOA1KTDUJO068,2024-07-24 15:45:10,079
site_5,unregistered WHUQOA1KTDUJO068,2024-07-24 15:45:21,853
site_5,registered WHUQOA1KTDUJO068,2024-07-24 15:45:24,341
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-24 15:45:34,899
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-24 15:45:40,516
site_1,unregistered 5IE0TLERG5MBGG17,2024-07-24 15:45:46,144
site_1,registered 5IE0TLERG5MBGG17,2024-07-24 15:45:48,994
site_3,unregistered XULWDX29Q3YD9O6L,2024-07-24 15:45:51,601
site_3,unregistered JFJ7MQ5L3S53UZGI,2024-07-24 15:45:57,204
site_3,unregistered XULWDX29Q3YD9O6L,2024-07-24 15:45:57,204
site_3,unregistered JFJ7MQ5L3S53UZGI,2024-07-24 15:46:02,735
site_3,registered XULWDX29Q3YD9O6L,2024-07-24 15:46:05,721
site_3,unregistered UDLGNIDIRXNTI22X,2024-07-24 15:46:08,344
site_3,registered JFJ7MQ5L3S53UZGI,2024-07-24 15:46:11,358
site_3,unregistered UDLGNIDIRXNTI22X,2024-07-24 15:46:14,100
site_3,registered UDLGNIDIRXNTI22X,2024-07-24 15:46:22,291
site_1,unregistered 5AX8BVB63LOPD6GK,2024-07-24 15:46:42,135
site_1,unregistered 5AX8BVB63LOPD6GK,2024-07-24 15:46:47,798
site_1,registered 5AX8BVB63LOPD6GK,2024-07-24 15:46:56,156
site_3,unregistered RAYRGICX8MZCGCES,2024-07-24 15:47:04,452
