site,event,timestamp
site_4,unregistered OVSHN1YH6E8CZ01U,2024-07-23 15:42:18,887
site_4,unregistered OVSHN1YH6E8CZ01U,2024-07-23 15:42:24,740
site_4,unregistered OVSHN1YH6E8CZ01U,2024-07-23 15:42:30,648
site_4,registered OVSHN1YH6E8CZ01U,2024-07-23 15:42:35,072
site_2,unregistered YKCKVGBCOVVADTNO,2024-07-23 15:43:03,193
site_2,unregistered YKCKVGBCOVVADTNO,2024-07-23 15:43:13,084
site_2,registered YKCKVGBCOVVADTNO,2024-07-23 15:43:19,380
site_2,unregistered Y0ILDL1U4BKIO9N1,2024-07-23 15:43:48,477
site_2,unregistered Y0ILDL1U4BKIO9N1,2024-07-23 15:43:57,139
site_1,unregistered D7JFD2KPNJBN5UGS,2024-07-23 15:43:58,890
site_2,registered Y0ILDL1U4BKIO9N1,2024-07-23 15:44:02,840
site_1,unregistered D7JFD2KPNJBN5UGS,2024-07-23 15:44:04,494
site_1,unregistered D7JFD2KPNJBN5UGS,2024-07-23 15:44:10,274
site_1,registered D7JFD2KPNJBN5UGS,2024-07-23 15:44:13,956
site_3,unregistered TH2GNYINMBH2G45C,2024-07-23 15:44:26,636
site_3,unregistered TH2GNYINMBH2G45C,2024-07-23 15:44:32,352
site_3,unregistered TH2GNYINMBH2G45C,2024-07-23 15:44:38,021
site_3,registered TH2GNYINMBH2G45C,2024-07-23 15:44:41,507
site_4,unregistered 3FRDQD0JONZERRSJ,2024-07-23 15:44:42,376
site_4,unregistered 3FRDQD0JONZERRSJ,2024-07-23 15:44:48,202
site_4,registered 3FRDQD0JONZERRSJ,2024-07-23 15:44:56,624
