_,Starting chaos monkey,2024-11-07 20:13:23_011
site_8,Changing c vlan for JMAQ7CAPQEYEXV4P from site_8,2024-11-07 20:13:31_471
site_2,Changing c vlan for W3MOJWQWMX6ONST2 from site_2,2024-11-07 20:13:34_878
site_7,Unregistering 77WYO75IL10Q00WD from site_7,2024-11-07 20:13:45_406
site_4,Unregistering W3MOJWQWMX6ONST2 from site_4,2024-11-07 20:13:49_232
site_2,Changing s vlan for 5HBZNHWDSZDQQO9R from site_2,2024-11-07 20:13:55_602
site_2,Changing s vlan for WFXNYKKI41XPF5IQ from site_2,2024-11-07 20:14:02_212
site_5,Changing gemport for VNTJYMY6LKC8PPW0 from site_5,2024-11-07 20:14:09_416
site_6,Changing c vlan for CYWLYVBP3JZV9LMZ from site_6,2024-11-07 20:14:11_666
site_9,Changing gemport for RUIOHTX3YXPVM1X5 from site_9,2024-11-07 20:14:15_216
site_2,Changing gemport for E61H3CNQ5T0CN9I9 from site_2,2024-11-07 20:14:17_969
site_6,Changing state of ssh from site_6,2024-11-07 20:14:19_624
site_5,Changing snmp profile for 2KS7EZJYSZCOXO1X from site_5,2024-11-07 20:14:20_614
site_4,Changing snmp profile for 6J7GBJEJ39R0JY9R from site_4,2024-11-07 20:14:22_447
site_5,Changing s vlan for M9OADY5O009NWYT0 from site_5,2024-11-07 20:14:26_424
site_5,Changing gemport for MJ0O3692JONVWOI9 from site_5,2024-11-07 20:14:27_483
site_1,Changing c vlan for IW0OW769ZW61YU15 from site_1,2024-11-07 20:14:30_781
site_4,Changing state of telnet from site_4,2024-11-07 20:14:34_820
site_7,Unregistering BZ9SO4VN14U8RZXU from site_7,2024-11-07 20:14:39_498
site_4,Unregistering 00MK696UF44OSX25 from site_4,2024-11-07 20:14:59_792
site_2,Changing gemport for G5I3UQL3NANCP3Z5 from site_2,2024-11-07 20:15:08_752
site_4,Changing s vlan for J94DPBAFNS5WDT8J from site_4,2024-11-07 20:15:12_825
site_2,Unregistering VNTJYMY6LKC8PPW0 from site_2,2024-11-07 20:15:18_232
site_8,Changing state of ntp from site_8,2024-11-07 20:15:21_614
site_1,Changing c vlan for 0VQ0BASWF8KZVDTN from site_1,2024-11-07 20:15:23_845
site_2,Changing gemport for ZQTW95W499WR4QGA from site_2,2024-11-07 20:15:24_426
site_9,Changing s vlan for VM0HA4B5E4NKG7QB from site_9,2024-11-07 20:15:26_190
site_6,Changing c vlan for 21FZDQUCQ44DLP5F from site_6,2024-11-07 20:15:28_333
site_1,Changing s vlan for VIR5OHY84UYPHG5E from site_1,2024-11-07 20:15:32_224
site_6,Changing gemport for 89UONC4WFL13W5UA from site_6,2024-11-07 20:15:36_459
site_9,Changing c vlan for 80UCP068ZNFVI70L from site_9,2024-11-07 20:15:39_719
site_2,Changing state of ntp6 from site_2,2024-11-07 20:15:43_148
site_8,Changing gemport for POTBK5CX0BQS6X0S from site_8,2024-11-07 20:15:47_333
site_5,Changing c vlan for BDVLY6HL6KRZUYYN from site_5,2024-11-07 20:15:48_681
site_2,Changing gemport for D0Q948ZIB3HEU7TD from site_2,2024-11-07 20:15:54_168
site_1,Changing gemport for 23XPEVC38P86RARF from site_1,2024-11-07 20:15:55_208
site_8,Changing snmp profile for RI7635T3JVZGIUG1 from site_8,2024-11-07 20:15:56_330
site_1,Changing s vlan for KAHEGAPAOMIAT6YH from site_1,2024-11-07 20:15:58_104
site_3,Changing vlan type for 7QVKIYYN7GOBN06K from site_3,2024-11-07 20:15:59_849
site_4,Changing c vlan for POTBK5CX0BQS6X0S from site_4,2024-11-07 20:16:02_797
site_9,Changing state of ipdr from site_9,2024-11-07 20:16:06_454
site_9,Unregistering I1NVNT8EW1CKRG85 from site_9,2024-11-07 20:16:11_724
site_9,Unregistering RQS6M4NE0FLRXPGN from site_9,2024-11-07 20:16:14_518
site_4,Changing snmp profile for I411ORYWMHLW8ZS9 from site_4,2024-11-07 20:16:30_192
site_9,Unregistering CYWLYVBP3JZV9LMZ from site_9,2024-11-07 20:16:34_437
site_5,Unregistering CE16WHUYK1SQ5JEA from site_5,2024-11-07 20:16:37_465
site_9,Unregistering U0D2J2DJ85SWUAWJ from site_9,2024-11-07 20:16:38_860
site_5,Changing c vlan for GM2D8L8XNPK2FLJ3 from site_5,2024-11-07 20:16:40_253
site_8,Changing c vlan for YU9H8F08BZAU2OH1 from site_8,2024-11-07 20:16:44_600
site_9,Changing s vlan for KOARLH5SX5TBGFAI from site_9,2024-11-07 20:16:46_637
site_3,Changing s vlan for MP5RUI1Y5CAPK7TR from site_3,2024-11-07 20:16:48_924
site_6,Unregistering 1S6HBT6ODT44Y7YF from site_6,2024-11-07 20:16:52_954
site_5,Changing vlan type for BDVLY6HL6KRZUYYN from site_5,2024-11-07 20:16:59_649
site_3,Changing state of snmp from site_3,2024-11-07 20:17:03_277
site_5,Changing s vlan for RPJ316FZR4MXAPTR from site_5,2024-11-07 20:17:05_296
site_6,Changing s vlan for 0VQ0BASWF8KZVDTN from site_6,2024-11-07 20:17:10_331
site_6,Changing c vlan for BZ8XOD171FZRG044 from site_6,2024-11-07 20:17:15_202
site_3,Changing vlan type for NY6OJPZ3T1S7ZLOZ from site_3,2024-11-07 20:17:20_507
site_4,Unregistering 2A3HKZZ2KJN3ASTS from site_4,2024-11-07 20:17:21_446
site_2,Changing snmp profile for J7GZI1GDUB4AOPED from site_2,2024-11-07 20:17:23_145
site_7,Changing state of snmp from site_7,2024-11-07 20:17:24_615
site_4,Changing c vlan for 0YLWGSO3MBZXYSN2 from site_4,2024-11-07 20:17:28_856
site_3,Unregistering 89UONC4WFL13W5UA from site_3,2024-11-07 20:17:38_912
site_5,Unregistering HOSE973ZUQ51BRL8 from site_5,2024-11-07 20:17:44_429
