alcatel_aos,alcatel_sros,allied_telesis_awplus,arista_eos,aruba_os,avaya_ers,avaya_vsp,broadcom_icos,brocade_netiron,checkpoint_gaia,cisco_asa,cisco_ftd,cisco_ios,cisco_nxos,cisco_s300,cisco_xr,dell_force10,dlink_ds,eltex,ericsson_ipos,extreme_exos,hp_comware,hp_procurve,huawei_smartax,huawei_vrp,ipinfusion_ocnos,juniper_junos,linux,ubiquiti_edgerouter,ubiquiti_edgeswitch,vyatta_vyos,zyxel_os
0.10682487487792969,0.1030740737915039,0.11246800422668457,0.11780190467834473,0.11893010139465332,0.12937688827514648,0.13437104225158691,0.1434478759765625,0.1318798065185547,0.14903688430786133,0.11078500747680664,0.11349296569824219,0.11078381538391113,0.14101791381835938,0.1371777057647705,0.12649822235107422,0.12419295310974121,0.16040873527526855,0.12991118431091309,0.15323901176452637,0.16624784469604492,0.12045502662658691,0.1171572208404541,0.12342596054077148,0.11557483673095703,0.11087584495544434,0.10370492935180664,0.1097409725189209,0.14264488220214844,0.15368294715881348,0.11295270919799805,0.10168719291687012
0.10160112380981445,0.13476109504699707,0.12773990631103516,0.14142799377441406,0.12581610679626465,0.13537192344665527,0.15345215797424316,0.12862110137939453,0.1374797821044922,0.11804890632629395,0.10188913345336914,0.10308098793029785,0.11003398895263672,0.1319129467010498,0.1372380256652832,0.09508919715881348,0.12002897262573242,0.1469881534576416,0.13268089294433594,0.13778305053710938,0.17327499389648438,0.10162591934204102,0.11296916007995605,0.13414573669433594,0.13854384422302246,0.10895180702209473,0.10306596755981445,0.10828399658203125,0.11809015274047852,0.1024620532989502,0.11682701110839844,0.1186060905456543
0.11386680603027344,0.1188650131225586,0.12201929092407227,0.10078001022338867,0.12522125244140625,0.11598992347717285,0.11176300048828125,0.12325191497802734,0.11881232261657715,0.13646507263183594,0.10893702507019043,0.10233211517333984,0.10780715942382812,0.1331949234008789,0.11310720443725586,0.1083371639251709,0.12162995338439941,0.13143587112426758,0.11812090873718262,0.11723113059997559,0.1621389389038086,0.09604406356811523,0.13950061798095703,0.16337108612060547,0.13575124740600586,0.10700106620788574,0.10388922691345215,0.10890483856201172,0.11025881767272949,0.10628986358642578,0.10782599449157715,0.10480403900146484
0.11028313636779785,0.11480093002319336,0.10873007774353027,0.11733889579772949,0.1314687728881836,0.16340899467468262,0.12819933891296387,0.16091179847717285,0.11730003356933594,0.1550431251525879,0.0940389633178711,0.11503386497497559,0.10731220245361328,0.11900115013122559,0.14983296394348145,0.10832834243774414,0.16385197639465332,0.12639904022216797,0.14348101615905762,0.13003277778625488,0.16179180145263672,0.12070083618164062,0.1358647346496582,0.13393902778625488,0.13570904731750488,0.1417694091796875,0.10302495956420898,0.1158747673034668,0.10102510452270508,0.10254311561584473,0.10880017280578613,0.11255979537963867
0.11067891120910645,0.1349349021911621,0.10559487342834473,0.1147310733795166,0.09518289566040039,0.13499712944030762,0.15238404273986816,0.17078089714050293,0.15720677375793457,0.1295490264892578,0.1126861572265625,0.1140589714050293,0.1156458854675293,0.11554908752441406,0.1359100341796875,0.1063239574432373,0.1304919719696045,0.15016412734985352,0.14827299118041992,0.11698603630065918,0.16102099418640137,0.13446688652038574,0.13288569450378418,0.15604305267333984,0.12929487228393555,0.1401658058166504,0.14817094802856445,0.11210393905639648,0.12156796455383301,0.13373804092407227,0.11732077598571777,0.14005398750305176
0.1196279525756836,0.12752676010131836,0.11300897598266602,0.13975191116333008,0.1212773323059082,0.144517183303833,0.1401660442352295,0.14693617820739746,0.11640596389770508,0.1468040943145752,0.11139106750488281,0.14523696899414062,0.11387372016906738,0.1144709587097168,0.130051851272583,0.11520624160766602,0.15388703346252441,0.14449000358581543,0.1381378173828125,0.1237189769744873,0.16208386421203613,0.09853625297546387,0.12931418418884277,0.1396641731262207,0.1498270034790039,0.1288292407989502,0.13668203353881836,0.11229205131530762,0.11224484443664551,0.10740399360656738,0.10292816162109375,0.13833093643188477
0.10914897918701172,0.12468290328979492,0.11337590217590332,0.1017463207244873,0.1200110912322998,0.11670112609863281,0.17403507232666016,0.12936091423034668,0.13509106636047363,0.13379716873168945,0.11681222915649414,0.14085102081298828,0.14284610748291016,0.11685872077941895,0.14587116241455078,0.11394596099853516,0.14962410926818848,0.12499880790710449,0.14716601371765137,0.12479615211486816,0.21030926704406738,0.12404394149780273,0.13651299476623535,0.1634819507598877,0.12832403182983398,0.11483597755432129,0.11082887649536133,0.11063623428344727,0.1140742301940918,0.11561894416809082,0.11462092399597168,0.10111713409423828
0.10942721366882324,0.12087392807006836,0.11570096015930176,0.1349811553955078,0.1220250129699707,0.13225078582763672,0.12324810028076172,0.12753510475158691,0.13492774963378906,0.14120697975158691,0.1063530445098877,0.1183779239654541,0.10916900634765625,0.11556315422058105,0.12974905967712402,0.12089991569519043,0.13447809219360352,0.13912487030029297,0.1552290916442871,0.13055729866027832,0.16973400115966797,0.10274219512939453,0.14857792854309082,0.12972211837768555,0.11883687973022461,0.10290002822875977,0.09934377670288086,0.11537289619445801,0.11569881439208984,0.10906171798706055,0.11346673965454102,0.11701393127441406
0.1193242073059082,0.11681580543518066,0.10314488410949707,0.11481308937072754,0.12132978439331055,0.14539813995361328,0.1265709400177002,0.13558602333068848,0.1404569149017334,0.1279609203338623,0.11484384536743164,0.10367894172668457,0.10289597511291504,0.1177818775177002,0.10825395584106445,0.13794207572937012,0.1224970817565918,0.13045501708984375,0.1344757080078125,0.13408780097961426,0.21222209930419922,0.12325215339660645,0.1497819423675537,0.13614296913146973,0.13987398147583008,0.11119580268859863,0.11046028137207031,0.13228178024291992,0.11258697509765625,0.11408710479736328,0.11881136894226074,0.11666107177734375
0.1497797966003418,0.12470388412475586,0.11146116256713867,0.10156798362731934,0.09784102439880371,0.15904617309570312,0.12010693550109863,0.11284613609313965,0.15326213836669922,0.14155316352844238,0.10546374320983887,0.11627697944641113,0.11638808250427246,0.1229710578918457,0.1297740936279297,0.11556196212768555,0.13797211647033691,0.12467098236083984,0.14532709121704102,0.11954593658447266,0.19138574600219727,0.12862396240234375,0.1251218318939209,0.1636669635772705,0.12457132339477539,0.11437535285949707,0.10787606239318848,0.11791300773620605,0.12587523460388184,0.11181783676147461,0.12491106986999512,0.11668992042541504
