Number of mismatchs,Time Taken
14,3485.2593376636505
1,668.8999795913696
0,508.8040351867676
3,409.64548659324646
18,2891.863374710083
1,1196.3207550048828
2,1132.8755373954773
0,475.1103768348694
0,491.61918568611145
2,362.89471340179443
