_,Starting chaos monkey,2024-11-19 07:37:43_969
site_5,Changing voltage for 1G0T0PQYBFGXT1KN from site_5 to set_normal_voltage,2024-11-19 07:37:48_126
site_4,Changing voltage for J30MS5BOTKUR35EG from site_4 to set_normal_voltage,2024-11-19 07:37:55_833
site_2,Changing voltage for CABV0XMMVGWREE0O from site_2 to set_normal_voltage,2024-11-19 07:37:57_801
site_3,Changing voltage for ODR2CUR5F4JHO65I from site_3 to set_normal_voltage,2024-11-19 07:38:09_288
site_1,Changing voltage for LNF3PG8ITAYAFSZT from site_1 to set_high_voltage,2024-11-19 07:38:40_001
site_5,Changing board state to Standby_active,2024-11-19 07:38:42_624
site_5,Changing voltage for AJVBCWD9WFX6IRH9 from site_5 to set_normal_voltage,2024-11-19 07:38:50_755
site_2,Changing voltage for VDBZ6V497NRLRKOC from site_2 to set_high_voltage,2024-11-19 07:38:55_020
site_4,Changing voltage for 0HOSOPJYELKXK9R9 from site_4 to set_normal_voltage,2024-11-19 07:38:56_199
site_1,Changing voltage for VW2V0ZOXTO8VD28K from site_1 to set_normal_voltage,2024-11-19 07:39:02_953
site_4,Changing voltage for A7IZHXIWQGVILAJR from site_4 to set_high_voltage,2024-11-19 07:39:06_199
site_1,Changing voltage for 6FEDW3Y3T13E807C from site_1 to set_normal_voltage,2024-11-19 07:39:07_822
site_1,Changing voltage for XN5WNS4BM8UNV1PF from site_1 to set_normal_voltage,2024-11-19 07:39:19_032
site_2,Changing voltage for QCXOU74QLPTMX9OQ from site_2 to set_normal_voltage,2024-11-19 07:39:25_425
site_1,Changing voltage for GKD9PKEU0XIMGXQ2 from site_1 to set_high_voltage,2024-11-19 07:39:29_810
site_5,Changing board state to Standby_failed,2024-11-19 07:39:40_305
site_5,Changing voltage for 7EDC3RCZ7VPUBE2D from site_5 to set_normal_voltage,2024-11-19 07:39:48_541
site_2,Changing voltage for 29BLU4C1SYNFT8TI from site_2 to set_normal_voltage,2024-11-19 07:39:51_331
site_1,Changing voltage for NUMZS2XWKSEPP77C from site_1 to set_high_voltage,2024-11-19 07:39:56_433
site_3,Changing board state to Standby_active,2024-11-19 07:39:56_864
site_1,Changing voltage for YXUE1SWJZY5H8DH3 from site_1 to set_normal_voltage,2024-11-19 07:40:08_045
site_4,Changing voltage for U0MDL7UYM83GN5O4 from site_4 to set_normal_voltage,2024-11-19 07:40:10_652
site_4,Changing board state to Standby_active,2024-11-19 07:40:11_764
site_3,Changing board state to Standby_failed,2024-11-19 07:40:23_814
site_5,Changing board state to Standby_active,2024-11-19 07:40:29_837
site_5,Changing board state to Standby_failed,2024-11-19 07:41:04_360
site_3,Changing board state to Standby_active,2024-11-19 07:41:08_317
site_5,Changing board state to Standby_active,2024-11-19 07:41:08_582
site_4,Changing voltage for YA5N1JXSTQL8QUGY from site_4 to set_low_voltage,2024-11-19 07:41:09_214
site_3,Changing board state to Standby_failed,2024-11-19 07:41:15_458
site_4,Changing board state to Standby_failed,2024-11-19 07:41:24_876
site_1,Changing board state to Standby_active,2024-11-19 07:41:41_358
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 07:41:54_799
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 07:42:03_646
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 07:42:06_703
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 07:42:19_202
site_2,Changing board state to Standby_active,2024-11-19 07:42:21_046
site_2,Changing voltage for 8ZZ5V6Y6O75A5LRV from site_2 to set_high_voltage,2024-11-19 07:42:29_195
