timestamp,uuid,site,fixed_detected,event_type,sn2024-12-15 00:11:03_749,,site_5,error,OLT is down
2024-12-15 00:23:58_252,,site_7,error,Boards: board 4 is Standby_failed
2024-12-15 00:24:00_067,,site_3,error,Boards: board 4 is Standby_active
2024-12-15 00:24:27_075,,site_8,error,ONT BZH8CY15MGBBT58G has low voltage
2024-12-15 00:24:27_075,,site_8,error,ONT UJA28GAVQNG5GDRQ has normal voltage
2024-12-15 00:24:30_443,,site_8,error,Boards: board 4 is Standby_failed
2024-12-15 00:26:19_740,,site_7,error,OLT is down
2024-12-15 00:26:27_180,,site_7,error,OLT is up
2024-12-15 00:26:30_555,,site_7,error,Boards: board 4 is Normal
2024-12-15 00:26:30_580,,site_7,error,OLT is down
2024-12-15 00:26:38_978,,site_7,error,OLT is up
2024-12-15 00:27:02_408,,site_3,error,OLT is down
2024-12-15 00:27:02_711,,site_8,error,ONT 7RIRDBB6RXDNSIIS has high voltage
2024-12-15 00:27:02_713,,site_8,error,ONT 8OC4VNDO7ZD4E8UJ has normal voltage
2024-12-15 00:27:17_758,,site_3,error,OLT is up
2024-12-15 00:27:21_197,,site_3,error,Boards: board 4 is Normal
2024-12-15 00:27:26_634,,site_6,error,OLT is down
2024-12-15 00:27:41_689,,site_6,error,OLT is up
2024-12-15 00:27:45_072,,site_6,error,Boards: board 4 is Normal
2024-12-15 00:28:11_943,,site_4,error,Boards: board 4 is Standby_active
2024-12-15 00:28:17_675,,site_6,error,OLT is down
2024-12-15 00:28:29_972,,site_6,error,OLT is up
2024-12-15 00:28:39_303,,site_7,error,Boards: board 4 is Standby_failed
2024-12-15 00:28:40_158,,site_1,error,Boards: board 4 is Standby_failed
2024-12-15 00:28:56_214,,site_5,error,Boards: board 4 is Standby_failed
2024-12-15 00:29:30_291,,site_8,error,ONT I5FB0F7CGRXCN676 has normal voltage
2024-12-15 00:29:30_292,,site_8,error,ONT 1MM5EV5FKOIWQ9E0 has low voltage
2024-12-15 00:29:30_293,,site_8,error,ONT 1HR46F1E0M0J50H7 has low voltage
2024-12-15 00:29:30_294,,site_8,error,ONT VQDVYSMSSBNLU7K7 has normal voltage
2024-12-15 00:29:33_642,,site_8,error,Boards: board 4 is Standby_active
2024-12-15 00:32:09_599,,site_8,error,Boards: board 4 is Standby_failed
2024-12-15 00:32:15_308,,site_6,error,OLT is down
2024-12-15 00:32:17_936,,site_6,error,OLT is up
2024-12-15 00:32:38_663,,site_7,error,Boards: board 4 is Standby_active
2024-12-15 00:32:56_922,,site_2,error,Boards: board 4 is Standby_failed
2024-12-15 00:33:12_372,,site_4,error,Boards: board 4 is Standby_failed
2024-12-15 00:33:18_682,,site_3,error,Boards: board 4 is Standby_active
