_,Starting chaos monkey,2024-12-15 11:06:06_347
site_6,Changing voltage for TGSAF79UU3LX36R0 from site_6 to set_normal_voltage,2024-12-15 11:06:08_748
site_4,Changing board state to Standby_active,2024-12-15 11:06:11_076
site_7,Changing board state to Standby_active,2024-12-15 11:06:17_966
site_2,Changing board state to Standby_active,2024-12-15 11:06:22_175
site_7,Changing board state to Standby_failed,2024-12-15 11:06:25_447
site_3,Changing voltage for 3EW0CWX46TAPWDZ3 from site_3 to set_high_voltage,2024-12-15 11:06:29_736
site_7,Changing board state to Standby_active,2024-12-15 11:06:30_523
site_6,Changing board state to Standby_active,2024-12-15 11:06:33_876
site_5,Changing voltage for JICDZRAF72U9MZOB from site_5 to set_normal_voltage,2024-12-15 11:06:34_854
site_5,Changing voltage for M4H0CPROCAB15QX6 from site_5 to set_high_voltage,2024-12-15 11:06:37_545
site_1,Changing board state to Standby_active,2024-12-15 11:06:37_718
site_4,Changing voltage for 6I8JLLOR4RORCOWB from site_4 to set_high_voltage,2024-12-15 11:06:39_056
site_5,Changing board state to Standby_active,2024-12-15 11:06:40_529
site_7,Changing board state to Standby_failed,2024-12-15 11:06:41_289
site_5,Changing board state to Standby_failed,2024-12-15 11:06:45_333
site_3,Changing board state to Standby_active,2024-12-15 11:06:47_160
site_5,Changing voltage for 97F6IGWWO077N4B5 from site_5 to set_low_voltage,2024-12-15 11:06:48_355
site_5,Changing voltage for 6EPS6K6TM8X32S6B from site_5 to set_normal_voltage,2024-12-15 11:06:50_181
site_2,Changing voltage for MV3JB3Z9RV6ACC8C from site_2 to set_normal_voltage,2024-12-15 11:06:51_002
site_6,Changing voltage for 0WZBISL40HIMAI3C from site_6 to set_low_voltage,2024-12-15 11:06:55_922
site_5,Changing board state to Standby_active,2024-12-15 11:06:56_165
site_1,Changing board state to Standby_failed,2024-12-15 11:07:01_194
site_1,Changing voltage for XRTUB87HZOQB2TD5 from site_1 to set_normal_voltage,2024-12-15 11:07:03_617
site_2,Changing board state to Standby_failed,2024-12-15 11:07:08_060
site_2,Changing board state to Standby_active,2024-12-15 11:07:09_286
site_1,Changing voltage for EBDFEQGT3FA5B6QG from site_1 to set_low_voltage,2024-12-15 11:07:14_227
site_4,Changing board state to Standby_failed,2024-12-15 11:07:25_472
site_1,Changing voltage for 4XUBU9IGL94A1C5H from site_1 to set_high_voltage,2024-12-15 11:07:27_834
site_7,Changing voltage for QRJP94RG06U8UWSC from site_7 to set_high_voltage,2024-12-15 11:07:31_582
site_3,Changing board state to Standby_failed,2024-12-15 11:07:32_497
site_2,Changing board state to Standby_failed,2024-12-15 11:07:34_371
site_7,Changing voltage for F2GT8ETBMLYU8PC5 from site_7 to set_high_voltage,2024-12-15 11:07:36_054
site_6,Changing board state to Standby_failed,2024-12-15 11:07:39_344
site_2,Changing board state to Standby_active,2024-12-15 11:07:46_123
site_3,Changing voltage for JICDZRAF72U9MZOB from site_3 to set_normal_voltage,2024-12-15 11:07:55_633
site_7,Changing voltage for PMDQG2N9HVR3DORQ from site_7 to set_low_voltage,2024-12-15 11:08:00_360
site_1,Changing voltage for 6342QJX1G8BK3CXO from site_1 to set_normal_voltage,2024-12-15 11:08:00_579
site_6,Changing board state to Standby_active,2024-12-15 11:08:02_026
site_6,Changing voltage for S9QGGZOCYEFMLWHS from site_6 to set_low_voltage,2024-12-15 11:08:04_061
site_7,Changing voltage for LT2EGU9PIFZU91YL from site_7 to set_normal_voltage,2024-12-15 11:08:13_260
site_2,Changing board state to Standby_failed,2024-12-15 11:08:16_552
site_6,Changing voltage for PIRCAAETV6KZSR9R from site_6 to set_low_voltage,2024-12-15 11:08:20_829
site_7,Changing voltage for 3EW0CWX46TAPWDZ3 from site_7 to set_low_voltage,2024-12-15 11:08:21_800
site_5,Changing board state to Standby_failed,2024-12-15 11:08:23_381
site_6,Changing voltage for E2S7R6EO7L5G2H9T from site_6 to set_normal_voltage,2024-12-15 11:08:25_644
site_6,Changing board state to Standby_failed,2024-12-15 11:08:27_543
site_4,Changing voltage for DB2DFWDL1CDZZOF0 from site_4 to set_high_voltage,2024-12-15 11:08:27_895
site_2,Changing voltage for 8E913U7XCVXNUIQJ from site_2 to set_normal_voltage,2024-12-15 11:08:29_049
site_4,Changing voltage for Y7SEZUM3DMK4MSS0 from site_4 to set_low_voltage,2024-12-15 11:08:32_558
site_6,Changing board state to Standby_active,2024-12-15 11:08:32_728
site_1,Changing board state to Standby_active,2024-12-15 11:08:37_042
site_7,Changing board state to Standby_active,2024-12-15 11:08:38_985
site_4,Changing voltage for CDTA129BFJI4ZO04 from site_4 to set_high_voltage,2024-12-15 11:08:50_774
site_3,Changing board state to Standby_active,2024-12-15 11:08:54_090
site_2,Changing voltage for YN5SQ2AXPDO92F6E from site_2 to set_normal_voltage,2024-12-15 11:08:55_751
site_4,Changing board state to Standby_active,2024-12-15 11:09:00_747
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-15 11:09:14_132
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-15 11:09:30_727
site_2,Changing board state to Standby_active,2024-12-15 11:09:32_165
site_3,Changing board state to Standby_active,2024-12-15 11:09:40_878
site_7,Changing board state to Standby_failed,2024-12-15 11:09:42_208
site_1,Changing voltage for 6I8JLLOR4RORCOWB from site_1 to set_low_voltage,2024-12-15 11:09:47_806
site_6,Changing voltage for FR8I24HB0WB7T468 from site_6 to set_low_voltage,2024-12-15 11:09:48_851
