_,Starting chaos monkey,2024-11-12 17:07:48_621
site_2,Changing voltage for 76OHM541X9FH9G4G from site_2 to set_low_voltage,2024-11-12 17:07:54_792
site_2,Changing voltage for JF909M2JOTBZ280Y from site_2 to set_normal_voltage,2024-11-12 17:08:09_984
site_1,Changing board state to Standby_active,2024-11-12 17:08:40_153
site_1,Changing voltage for U57H5FJZHOUQ5E17 from site_1 to set_normal_voltage,2024-11-12 17:08:54_192
site_1,Changing voltage for 4PVDQXMGADM1FQMZ from site_1 to set_normal_voltage,2024-11-12 17:09:01_292
site_2,Changing board state to Standby_active,2024-11-12 17:10:29_425
site_1,Changing voltage for 3FPF70EFU69ASXZ1 from site_1 to set_normal_voltage,2024-11-12 17:10:38_824
site_2,Changing voltage for ASBQJG4B9BRYRZD7 from site_2 to set_high_voltage,2024-11-12 17:10:54_285
site_1,Changing voltage for 2PV0WLH034AC7QVD from site_1 to set_low_voltage,2024-11-12 17:10:59_964
site_2,Changing voltage for RCI9CBZ00MGC1023 from site_2 to set_high_voltage,2024-11-12 17:11:02_722
site_1,Changing board state to Standby_failed,2024-11-12 17:12:16_061
site_1,Changing voltage for 4UMHJMPG6QSUC8UY from site_1 to set_high_voltage,2024-11-12 17:12:22_865
site_1,Changing board state to Standby_active,2024-11-12 17:12:45_590
site_2,Changing board state to Standby_failed,2024-11-12 17:13:05_364
site_2,Changing voltage for TIJGDP6RDE68IZX7 from site_2 to set_normal_voltage,2024-11-12 17:13:13_715
site_2,Changing voltage for EH22MAGLKBPD3S3F from site_2 to set_normal_voltage,2024-11-12 17:13:14_507
site_2,Changing board state to Standby_active,2024-11-12 17:13:20_686
site_1,Changing voltage for AFW8KDW8UK7VJDDQ from site_1 to set_high_voltage,2024-11-12 17:14:11_805
site_2,Changing board state to Standby_failed,2024-11-12 17:14:17_146
site_1,Changing voltage for 61ND32TOUL0LI451 from site_1 to set_normal_voltage,2024-11-12 17:14:22_952
site_2,Changing voltage for GUELBJ5ZKUULRL4F from site_2 to set_low_voltage,2024-11-12 17:14:35_731
site_1,Changing board state to Standby_failed,2024-11-12 17:14:50_027
site_1,Changing board state to Standby_active,2024-11-12 17:15:12_023
site_2,Changing voltage for R0DIXWSNKPZKLJV3 from site_2 to set_high_voltage,2024-11-12 17:15:19_521
site_2,Changing voltage for WQE92KI5S3C4KVQ8 from site_2 to set_high_voltage,2024-11-12 17:15:34_619
site_2,Changing board state to Standby_active,2024-11-12 17:16:26_348
