CPU time, RAM usage, Time taken
1.009233,7480,2.011228084564209
0.9843280000000001,9536,1.994908094406128
0.992373,7320,1.9941401481628418
1.008098,7480,2.008807420730591
1.1007879999999999,9364,2.1028804779052734
1.0530050000000002,7324,2.0543153285980225
0.988357,7320,1.999405860900879
1.0328279999999999,5416,2.0443105697631836
1.013151,7280,2.0150394439697266
0.9874369999999999,5476,1.9909310340881348
0.9959659999999999,7492,1.9979345798492432
1.012725,7488,2.0142085552215576
1.030832,7356,2.032122850418091
1.0651039999999998,5292,2.075652837753296
1.018486,7460,2.0198352336883545
0.9984970000000001,5300,1.9997038841247559
1.055493,5348,2.056612491607666
1.0189489999999999,7492,2.020681142807007
1.0096660000000002,7488,2.0146353244781494
1.065547,5480,2.0654892921447754
1.026217,5364,2.028745651245117
0.9938170000000001,5332,1.996384859085083
1.0513819999999998,5484,2.053384780883789
0.9936889999999999,7324,1.9957823753356934
0.9938499999999999,7484,2.004830837249756
0.984527,7488,1.99603271484375
1.033831,7316,2.0359346866607666
0.9979450000000001,5380,1.99796724319458
0.9988639999999999,7352,2.011197566986084
1.0369140000000001,5416,2.0381765365600586
1.0555979999999998,7488,2.05661940574646
1.013436,5392,2.0155792236328125
0.99182,7476,2.013658046722412
1.001911,7396,2.003538131713867
1.041746,7428,2.0430705547332764
0.999996,5312,2.0016796588897705
1.0028240000000002,5476,2.004802703857422
0.988513,7372,1.9992270469665527
0.97383,5388,1.9934725761413574
1.083957,5476,2.0952699184417725
1.00076,5476,2.0034165382385254
1.000691,5440,2.0127062797546387
0.9963469999999999,7484,2.008545398712158
0.9923209999999999,7324,2.0040507316589355
1.03817,7408,2.0402255058288574
1.026838,7388,2.0297136306762695
0.99019,7480,2.001354455947876
1.001902,9368,2.01393985748291
1.001036,5460,2.0031509399414062
1.021678,5416,2.023270845413208
0.9830090000000001,7324,1.9946262836456299
0.998428,7284,2.0003249645233154
0.9833780000000001,5484,2.0049636363983154
1.000477,7492,2.001971483230591
0.996334,5460,1.9976189136505127
0.991851,5348,2.0140180587768555
1.10429,7352,2.106247663497925
1.009771,5380,2.023167848587036
0.987628,9420,1.9988377094268799
1.0408220000000001,5352,2.0423648357391357
1.002465,5484,2.00531268119812
0.9965160000000001,7316,1.9985687732696533
1.03235,7504,2.0348072052001953
0.9860479999999999,9400,1.9983315467834473
0.9884249999999999,5292,1.989009141921997
1.055379,5456,2.065565347671509
1.076608,7484,2.079310417175293
1.003464,7428,2.015331506729126
1.049219,7428,2.059720277786255
0.9941460000000001,7292,2.0167133808135986
0.9999499999999999,7488,2.0016121864318848
1.018043,7396,2.031764268875122
0.998069,7428,2.000361919403076
0.990515,7484,2.002495288848877
1.011022,7284,2.0129826068878174
1.093173,7488,2.103116273880005
1.053636,5368,2.065943956375122
1.06114,5368,2.0621132850646973
0.9933540000000001,5420,1.9961960315704346
1.040688,7320,2.042844295501709
0.9962449999999999,7448,1.9991695880889893
0.9834740000000001,7324,1.9974966049194336
1.002977,5440,2.01460862159729
1.0768540000000002,5480,2.0754144191741943
1.011284,7388,2.023449659347534
0.979371,5316,1.9919860363006592
1.0059960000000001,7284,2.0156936645507812
1.031465,7476,2.0330328941345215
0.9937579999999999,7412,1.9947764873504639
0.988603,5348,2.0007548332214355
1.006311,7388,2.0099539756774902
0.9814670000000001,7416,1.9942739009857178
1.046151,7492,2.0566775798797607
1.0367719999999998,5484,2.037742853164673
0.9783149999999999,5364,1.998563528060913
0.982843,7476,1.994138240814209
0.9895740000000001,5464,1.990788459777832
1.054139,9468,2.0543324947357178
0.990906,7428,1.9915645122528076
0.9977959999999999,5316,1.9985084533691406
