Time taken
0:00:03.258968
0:00:03.160660
0:00:03.148216
0:00:03.123827
0:00:03.085695
0:00:03.111379
0:00:03.050831
0:00:03.166016
0:00:03.095473
0:00:03.144583
0:00:03.127781
0:00:03.074170
0:00:03.115689
0:00:03.119539
0:00:03.122284
0:00:03.087583
0:00:03.165942
0:00:03.123715
0:00:03.158621
0:00:03.100336
0:00:03.077612
0:00:03.117212
0:00:03.138730
0:00:03.081722
0:00:03.179067
0:00:03.104906
0:00:03.086255
0:00:03.096468
0:00:03.061469
0:00:03.091904
0:00:03.129002
0:00:03.120584
0:00:03.146569
0:00:03.061850
0:00:03.099483
0:00:03.054580
0:00:03.081320
0:00:03.141291
0:00:03.171291
0:00:03.023264
0:00:03.151377
0:00:03.081373
0:00:03.102163
0:00:03.042983
0:00:03.144030
0:00:03.127329
0:00:03.173471
0:00:03.166031
0:00:03.085614
0:00:03.095787
0:00:03.065433
0:00:03.080167
0:00:03.081135
0:00:03.108679
0:00:03.133670
0:00:03.118275
0:00:03.119512
0:00:03.114263
0:00:03.107441
0:00:03.112832
0:00:03.117401
0:00:03.106762
0:00:03.112460
0:00:03.164754
0:00:03.087736
0:00:03.085359
0:00:03.169900
0:00:03.064785
0:00:03.085636
0:00:03.073576
0:00:03.163134
0:00:03.066636
0:00:03.045729
0:00:03.121903
0:00:03.042712
0:00:03.110142
0:00:03.136798
0:00:03.090072
0:00:03.097820
0:00:03.084774
0:00:03.165551
0:00:03.107099
0:00:03.055143
0:00:03.155813
0:00:03.106417
0:00:03.044438
0:00:03.138280
0:00:03.101880
0:00:03.049291
0:00:03.106635
0:00:03.144455
0:00:03.137651
0:00:03.103500
0:00:03.166318
0:00:03.144382
0:00:03.144901
0:00:03.079992
0:00:03.061363
0:00:03.158356
