Number of mismatchs,Time Taken
1,3.1341705322265625
0,3.0427188873291016
1,3.063631296157837
0,3.073518991470337
0,3.0641915798187256
1,3.1081931591033936
0,2.9979567527770996
0,3.069911241531372
0,3.0893914699554443
1,3.125988483428955
