timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-07 09:56:24_299,7089a49a-2f8c-4bce-a4c4-2353a53a083c,site_7,detected,unregistered,GS2FSDE95YY3I2EQ
2024-11-07 09:56:24_319,f132c76e-6a49-4f46-8878-c103c5cf8509,site_7,detected,c_vlan,Y7SEZUM3DMK4MSS0
2024-11-07 09:56:24_329,74896c54-0d21-4e56-ac3c-56e815f81f6a,site_7,detected,s_vlan,97F6IGWWO077N4B5
2024-11-07 09:56:27_723,a422bb2a-d7cf-4e98-952b-d629dd7a88dd,site_7,detected,service changed,dhcp-relay
2024-11-07 09:56:42_002,a422bb2a-d7cf-4e98-952b-d629dd7a88dd,site_7,fixed,service changed,dhcp-relay
2024-11-07 09:56:43_764,86cf146f-9fde-4308-b7a2-ce86bf9db457,site_5,detected,service changed,ntp
2024-11-07 09:56:43_764,65d1a0db-86ee-4ba0-9f4f-11a9287f9abb,site_5,detected,service changed,snmpv6
2024-11-07 09:56:58_081,86cf146f-9fde-4308-b7a2-ce86bf9db457,site_5,fixed,service changed,ntp
2024-11-07 09:56:59_084,65d1a0db-86ee-4ba0-9f4f-11a9287f9abb,site_5,fixed,service changed,snmpv6
2024-11-07 09:57:39_191,7089a49a-2f8c-4bce-a4c4-2353a53a083c,site_7,fixed,unregistered,GS2FSDE95YY3I2EQ
2024-11-07 09:57:52_215,74896c54-0d21-4e56-ac3c-56e815f81f6a,site_7,fixed,s_vlan,97F6IGWWO077N4B5
2024-11-07 09:58:05_794,e5d38deb-1e73-4960-92ed-8788c1438723,site_4,detected,service changed,dhcpv6-relay
2024-11-07 09:58:05_794,b0ba9572-2248-4ab0-a9e7-76f053522b0f,site_4,detected,service changed,ftp-client
2024-11-07 09:58:21_279,e5d38deb-1e73-4960-92ed-8788c1438723,site_4,fixed,service changed,dhcpv6-relay
2024-11-07 09:58:24_285,b0ba9572-2248-4ab0-a9e7-76f053522b0f,site_4,fixed,service changed,ftp-client
2024-11-07 09:58:30_293,f132c76e-6a49-4f46-8878-c103c5cf8509,site_7,fixed,c_vlan,Y7SEZUM3DMK4MSS0
2024-11-07 09:58:51_418,1ec59faf-7cc5-4dfe-afbe-eaf8e2450e02,site_7,detected,vlan_type,LT2EGU9PIFZU91YL
2024-11-07 09:58:51_429,ea086c84-eea7-4b1a-baef-0bd6a2dc49e3,site_7,detected,snmp_profile,M4H0CPROCAB15QX6
2024-11-07 10:00:27_763,b40d4e49-69de-4be5-add4-7a0e5f1482ab,site_3,detected,service changed,trace
2024-11-07 10:00:44_561,b40d4e49-69de-4be5-add4-7a0e5f1482ab,site_3,fixed,service changed,trace
2024-11-07 10:00:51_311,6fcd2126-7f53-4051-b253-ddd5ee0b5fa5,site_5,detected,service changed,dhcp-relay
2024-11-07 10:00:51_311,772ded9e-a3c8-42e6-adac-3ecc07820457,site_5,detected,service changed,ipdr
2024-11-07 10:00:51_311,0fae8f81-ac66-4f72-bd8a-e15a002a9c27,site_5,detected,service changed,snmp
2024-11-07 10:00:51_312,6491c25d-3f58-4827-a0e2-8cd265f09888,site_5,detected,service changed,telnetv6
2024-11-07 10:00:55_609,1ec59faf-7cc5-4dfe-afbe-eaf8e2450e02,site_7,fixed,vlan_type,LT2EGU9PIFZU91YL
2024-11-07 10:01:01_613,c2cbca46-28aa-4278-98ca-88402ca79dfe,site_2,detected,service changed,ntp6
2024-11-07 10:01:01_613,e81d6399-c99d-4a98-a31c-0a7a127fe91d,site_2,detected,service changed,telnetv6
2024-11-07 10:01:02_648,ea086c84-eea7-4b1a-baef-0bd6a2dc49e3,site_7,fixed,snmp_profile,M4H0CPROCAB15QX6
2024-11-07 10:01:05_660,6fcd2126-7f53-4051-b253-ddd5ee0b5fa5,site_5,fixed,service changed,dhcp-relay
2024-11-07 10:01:05_662,0fae8f81-ac66-4f72-bd8a-e15a002a9c27,site_5,fixed,service changed,snmp
2024-11-07 10:01:06_665,772ded9e-a3c8-42e6-adac-3ecc07820457,site_5,fixed,service changed,ipdr
2024-11-07 10:01:07_667,6491c25d-3f58-4827-a0e2-8cd265f09888,site_5,fixed,service changed,telnetv6
2024-11-07 10:01:16_685,c2cbca46-28aa-4278-98ca-88402ca79dfe,site_2,fixed,service changed,ntp6
2024-11-07 10:01:17_687,e81d6399-c99d-4a98-a31c-0a7a127fe91d,site_2,fixed,service changed,telnetv6
2024-11-07 10:01:29_179,f6b9bd24-fdab-4ee1-8702-37999c84815e,site_7,detected,s_vlan,P5MLUDBTRDZTOQ54
2024-11-07 10:01:29_189,7d03f9a4-9c41-4c1d-a932-35b750507022,site_7,detected,vlan_type,L1G2ITV851O5KXWI
2024-11-07 10:01:32_470,1910fc89-39bd-4422-aef4-0782dbb28a49,site_7,detected,service changed,dhcpv6-relay
2024-11-07 10:01:32_470,76a2f553-1888-44a6-a639-79f898657996,site_7,detected,service changed,sshv6
2024-11-07 10:01:46_754,1910fc89-39bd-4422-aef4-0782dbb28a49,site_7,fixed,service changed,dhcpv6-relay
2024-11-07 10:01:47_756,76a2f553-1888-44a6-a639-79f898657996,site_7,fixed,service changed,sshv6
2024-11-07 10:02:50_395,dcb47816-f157-49a5-afb9-33dff9b4834d,site_4,detected,service changed,ftp-client
