timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-06 22:34:11_876,4633691c-78a2-4ff5-b480-e668e4b70ee1,site_5,detected,service changed,trace
2024-11-06 22:34:29_668,4633691c-78a2-4ff5-b480-e668e4b70ee1,site_5,fixed,service changed,trace
2024-11-06 22:34:33_277,7c05a4a8-ad6b-4b9b-ac63-955da1f78e20,site_6,detected,c_vlan,DIRF87KMCDSFK8Y7
2024-11-06 22:34:33_327,cf3cd5ce-c346-4f99-84dc-75c7a0a0977e,site_6,detected,vlan_type,SFA5DFPT09Z8P568
2024-11-06 22:34:33_354,7524956d-8083-4d97-9a9f-4a5de9ac70c0,site_6,detected,snmp_profile,VLDL8R9MLBDXZGFD
2024-11-06 22:34:36_664,bba0eaea-f235-4bf0-8269-b08cf2215d34,site_6,detected,service changed,ntp
2024-11-06 22:34:36_664,b3a705bf-91a9-407b-b6ba-25d67d1d51dd,site_6,detected,service changed,ssh
2024-11-06 22:34:51_730,bba0eaea-f235-4bf0-8269-b08cf2215d34,site_6,fixed,service changed,ntp
2024-11-06 22:34:52_733,b3a705bf-91a9-407b-b6ba-25d67d1d51dd,site_6,fixed,service changed,ssh
2024-11-06 22:35:29_402,10174ace-24d7-4d83-959d-b2b0bf6735f1,site_4,detected,service changed,mqtt
2024-11-06 22:35:44_915,10174ace-24d7-4d83-959d-b2b0bf6735f1,site_4,fixed,service changed,mqtt
2024-11-06 22:37:14_197,8fcad53e-c37e-4886-a9f9-ba6c3307e917,site_1,detected,service changed,telnet
2024-11-06 22:37:25_650,b9b71031-8ccf-4a91-8308-1c3d7158bf07,site_3,detected,service changed,ntp6
2024-11-06 22:37:25_650,532b2358-a673-49ba-a932-83361c500562,site_3,detected,service changed,trace
2024-11-06 22:37:32_247,8fcad53e-c37e-4886-a9f9-ba6c3307e917,site_1,fixed,service changed,telnet
2024-11-06 22:37:42_282,532b2358-a673-49ba-a932-83361c500562,site_3,fixed,service changed,trace
2024-11-06 22:37:43_285,b9b71031-8ccf-4a91-8308-1c3d7158bf07,site_3,fixed,service changed,ntp6
2024-11-06 22:37:51_308,7524956d-8083-4d97-9a9f-4a5de9ac70c0,site_6,fixed,snmp_profile,VLDL8R9MLBDXZGFD
2024-11-06 22:38:12_499,cf3cd5ce-c346-4f99-84dc-75c7a0a0977e,site_6,fixed,vlan_type,SFA5DFPT09Z8P568
2024-11-06 22:38:15_696,b6ba356d-1f8f-4792-a868-9703d9da17f7,site_2,detected,service changed,snmp
2024-11-06 22:38:25_522,7c05a4a8-ad6b-4b9b-ac63-955da1f78e20,site_6,fixed,c_vlan,DIRF87KMCDSFK8Y7
2024-11-06 22:38:34_530,b6ba356d-1f8f-4792-a868-9703d9da17f7,site_2,fixed,service changed,snmp
2024-11-06 22:39:29_002,b966bc5e-3169-426f-856b-9f385a7cfbfd,site_6,detected,unregistered,2ND9Q2V6GK0W46N2
2024-11-06 22:39:29_002,ee709b93-4aec-4b39-9949-6cbcc8a4c623,site_6,detected,unregistered,KR12NS4D1EKKO8QP
2024-11-06 22:39:29_060,da4acf49-40b2-4049-8c0e-c6b5d3a29038,site_6,detected,c_vlan,ID4VMME71DMM1DCM
2024-11-06 22:39:29_082,d7a5e0bf-80ed-416c-95de-0cfdb86f5e43,site_6,detected,s_vlan,1PFU6XVGK9LWB8CD
2024-11-06 22:39:29_108,b2eeff38-f962-4548-99a2-65aab28fcbd1,site_6,detected,vlan_type,KLONOL96UQPP312U
2024-11-06 22:39:32_412,e8d7d8bb-7536-47c0-9490-8dacd647ce42,site_6,detected,service changed,ssh
2024-11-06 22:39:47_641,e8d7d8bb-7536-47c0-9490-8dacd647ce42,site_6,fixed,service changed,ssh
2024-11-06 22:40:02_594,eda0894d-01ba-4818-8efe-38272cc3799d,site_4,detected,service changed,ntp6
2024-11-06 22:40:16_751,eda0894d-01ba-4818-8efe-38272cc3799d,site_4,fixed,service changed,ntp6
2024-11-06 22:41:12_948,d7a5e0bf-80ed-416c-95de-0cfdb86f5e43,site_6,fixed,s_vlan,1PFU6XVGK9LWB8CD
2024-11-06 22:42:11_988,46c741cc-b11a-4843-a339-8e6fbc4b41d5,site_5,detected,service changed,ssh
