_,Starting chaos monkey,2024-11-06 12:05:11_611
site_3,Changing c vlan for 9QXWR9Y9KHW4D3PX from site_3,2024-11-06 12:05:16_821
site_4,Unregistering JW6UEM0P9ICED8TY from site_4,2024-11-06 12:05:18_167
site_4,Changing state of dhcpv6-relay from site_4,2024-11-06 12:05:25_362
site_1,Changing s vlan for 0S3MQIA4UPZCUVN9 from site_1,2024-11-06 12:05:29_761
site_2,Changing gemport for K7XQFUYMRENNGYZU from site_2,2024-11-06 12:05:50_612
site_2,Changing state of portal from site_2,2024-11-06 12:05:57_859
site_1,Changing snmp profile for KY4EUONVUG5QXJOU from site_1,2024-11-06 12:06:08_777
site_2,Changing c vlan for STWDOQM1N5KNSGNS from site_2,2024-11-06 12:06:20_211
site_3,Changing state of snmpv6 from site_3,2024-11-06 12:06:28_321
site_1,Changing s vlan for 8AF2WA2AJ8HK6XKW from site_1,2024-11-06 12:06:39_685
site_3,Changing s vlan for VWRT4HBNQGDE7LC8 from site_3,2024-11-06 12:06:43_965
site_3,Changing c vlan for H5RMZ8FVKIRETCAW from site_3,2024-11-06 12:07:03_348
site_3,Changing snmp profile for 6QFVA4184KO9D9K4 from site_3,2024-11-06 12:07:11_304
site_1,Changing vlan type for 34W4PGB3WZ68WDHQ from site_1,2024-11-06 12:07:16_377
site_2,Changing state of ftp-client from site_2,2024-11-06 12:07:24_333
site_2,Changing s vlan for RFWOXRR2N37GPJ64 from site_2,2024-11-06 12:07:32_966
site_4,Unregistering CU4SJHJKDV0AFK3O from site_4,2024-11-06 12:07:49_633
site_1,Changing snmp profile for WB4O4O0F3XI1GTV8 from site_1,2024-11-06 12:07:56_850
site_4,Changing state of netconf from site_4,2024-11-06 12:08:00_664
site_2,Changing s vlan for DKO5A0U0ZL5UPKEX from site_2,2024-11-06 12:08:10_573
site_2,Unregistering NE5NIHQ5YHTDB5QS from site_2,2024-11-06 12:08:18_424
site_3,Changing vlan type for GZPKQQMX5RSF6VXF from site_3,2024-11-06 12:08:30_492
site_4,Unregistering ET9K202UZA5MVI8L from site_4,2024-11-06 12:08:34_698
site_1,Changing gemport for LMVMQXX4YI1DZUMV from site_1,2024-11-06 12:08:35_674
site_3,Changing vlan type for 7C7UBJLSGGZX6K8I from site_3,2024-11-06 12:08:46_648
site_1,Changing snmp profile for JCWRT1CPOYQRU8Y5 from site_1,2024-11-06 12:08:55_424
site_4,Changing snmp profile for GXR8750VBWKKDBRP from site_4,2024-11-06 12:09:03_234
site_2,Changing c vlan for JCWRT1CPOYQRU8Y5 from site_2,2024-11-06 12:09:06_185
site_1,Changing c vlan for N5J7HC3B7M25UJ74 from site_1,2024-11-06 12:09:24_594
site_3,Changing vlan type for X6BDZU70H4P9ZUIT from site_3,2024-11-06 12:09:32_738
site_1,Changing snmp profile for B8WDT6XTWWNWI0SM from site_1,2024-11-06 12:09:41_934
site_3,Changing snmp profile for F0ZS95FA8FXIM07L from site_3,2024-11-06 12:09:49_152
site_4,Changing s vlan for X6BDZU70H4P9ZUIT from site_4,2024-11-06 12:09:51_444
site_3,Changing s vlan for W0Q5BKV1L3TQ8RZ1 from site_3,2024-11-06 12:09:53_590
site_2,Changing state of sftp-client from site_2,2024-11-06 12:10:17_034
site_1,Changing state of sshv6 from site_1,2024-11-06 12:10:33_729
site_4,Changing s vlan for BEEY968RVM7NN21R from site_4,2024-11-06 12:10:57_405
site_2,Changing state of snmpv6 from site_2,2024-11-06 12:11:05_567
site_1,Unregistering N0P0E20VH9R7SGEV from site_1,2024-11-06 12:11:15_579
site_2,Changing vlan type for WDD3TSRHEQFE6V3I from site_2,2024-11-06 12:11:20_728
site_2,Unregistering PNBC2YHG763IGSHF from site_2,2024-11-06 12:11:25_216
site_3,Changing vlan type for EI5DMWXKVRE5KPVA from site_3,2024-11-06 12:11:30_745
site_3,Changing state of sshv6 from site_3,2024-11-06 12:11:41_785
site_4,Changing s vlan for FDIELV42PWODO0RX from site_4,2024-11-06 12:11:58_951
site_2,Unregistering 0DWZ7CK0V8I6WZ66 from site_2,2024-11-06 12:12:02_895
site_4,Changing gemport for RKJ3AKOGVOTQV8KX from site_4,2024-11-06 12:12:04_576
site_1,Changing state of sftp-client from site_1,2024-11-06 12:12:11_789
site_4,Changing snmp profile for DJPKBHUQKWKEMBWG from site_4,2024-11-06 12:12:19_639
