_,Starting chaos monkey,2024-11-08 12:14:05_447
site_6,Changing gemport for V5R1VBX150VKZ7MY from site_6,2024-11-08 12:14:09_532
site_4,Unregistering PYS9TO24IW0VNN7G from site_4,2024-11-08 12:14:13_052
site_2,Changing vlan type for ARG6IO9SW0AKH47H from site_2,2024-11-08 12:14:14_091
site_2,Changing s vlan for AMVSAFUR96D75KHX from site_2,2024-11-08 12:14:18_561
site_5,Unregistering YV32CC2QMTJBNIDH from site_5,2024-11-08 12:14:36_462
site_5,Unregistering Q64ZY6AZA7P3F9R0 from site_5,2024-11-08 12:14:40_317
site_10,Changing s vlan for JJU8W22XYOCGWB2R from site_10,2024-11-08 12:14:40_670
site_1,Changing s vlan for E4A9LQSZUAMY2968 from site_1,2024-11-08 12:14:44_677
site_1,Changing vlan type for V5R1VBX150VKZ7MY from site_1,2024-11-08 12:14:48_689
site_9,Changing vlan type for PYKVCDFK8KDPOB5U from site_9,2024-11-08 12:14:56_959
site_7,Unregistering SBYFPX4R771CVMPJ from site_7,2024-11-08 12:15:00_712
site_3,Changing gemport for JSB1VKBLUEX6UZOE from site_3,2024-11-08 12:15:05_498
site_3,Changing s vlan for YSRPIRJW44SO22NL from site_3,2024-11-08 12:15:06_232
site_3,Changing state of capwap from site_3,2024-11-08 12:15:07_829
site_7,Changing s vlan for UIYYSLIFOZ6TPCHY from site_7,2024-11-08 12:15:08_738
site_6,Changing gemport for 9MA8OX2UFNOH7WF4 from site_6,2024-11-08 12:15:16_103
site_2,Changing c vlan for 0QVZW1B24Z4C2B0U from site_2,2024-11-08 12:15:26_855
site_10,Unregistering 97HX2K0HCM6ZE07S from site_10,2024-11-08 12:15:27_624
site_4,Changing state of dhcpv6-relay from site_4,2024-11-08 12:15:32_130
site_9,Changing vlan type for 2JL89QJCWDZX3IRN from site_9,2024-11-08 12:15:33_022
site_1,Changing vlan type for UM6DF2EVH9NMJKRV from site_1,2024-11-08 12:15:38_993
site_1,Changing snmp profile for RIGMLFM35R7DYWG0 from site_1,2024-11-08 12:15:44_332
site_6,Changing gemport for ZQYA561615GITY76 from site_6,2024-11-08 12:15:47_354
