_,Starting chaos monkey,2024-11-06 09:56:08_734
site_4,Unregistering J2TB9JQK7YU6VDFK from site_4,2024-11-06 09:56:18_935
site_2,Changing vlan type for ZS5HDRY3Z5Y369SX from site_2,2024-11-06 09:56:21_951
site_4,Changing gemport for BEEY968RVM7NN21R from site_4,2024-11-06 09:56:24_904
site_2,Unregistering SFDUO5ALZJY3JMAA from site_2,2024-11-06 09:56:30_858
site_3,Changing gemport for 38G65R1TEP8QXD3V from site_3,2024-11-06 09:56:40_053
site_2,Changing c vlan for 9QXWR9Y9KHW4D3PX from site_2,2024-11-06 09:56:51_023
site_1,Unregistering IB7880SHNQ8FSUZS from site_1,2024-11-06 09:57:15_887
site_2,Changing gemport for MPVKNNDOWI2106OW from site_2,2024-11-06 09:57:19_173
site_3,Unregistering PO1NQD4ENNL07T3B from site_3,2024-11-06 09:57:31_746
site_2,Changing state of snmp from site_2,2024-11-06 09:57:36_139
site_1,Unregistering J9W24AE0Y8TOD9G7 from site_1,2024-11-06 09:57:45_244
site_1,Changing snmp profile for IPK0A74M4B4D7IKA from site_1,2024-11-06 09:57:48_214
site_3,Changing s vlan for 2NU15NTXTF423UQQ from site_3,2024-11-06 09:57:50_869
site_1,Changing vlan type for 3JYP5J53I5INZ7CM from site_1,2024-11-06 09:58:08_505
site_3,Changing vlan type for P7X9HUQKWAOYRCE8 from site_3,2024-11-06 09:58:49_909
site_4,Unregistering K416ZV9BQV5JFAGN from site_4,2024-11-06 09:58:51_854
site_1,Changing vlan type for P7X9HUQKWAOYRCE8 from site_1,2024-11-06 09:59:14_334
site_4,Changing state of netconf from site_4,2024-11-06 09:59:28_354
site_2,Changing gemport for QXY4UGRYBV99NPNS from site_2,2024-11-06 09:59:58_125
site_2,Changing state of mqtt from site_2,2024-11-06 10:00:06_268
site_4,Changing state of twamp from site_4,2024-11-06 10:00:23_496
site_3,Changing vlan type for CU4SJHJKDV0AFK3O from site_3,2024-11-06 10:00:39_891
site_3,Changing gemport for FDIELV42PWODO0RX from site_3,2024-11-06 10:00:43_163
site_3,Unregistering LMVMQXX4YI1DZUMV from site_3,2024-11-06 10:00:48_186
site_2,Changing snmp profile for 722FC27H71HLVX2P from site_2,2024-11-06 10:01:03_793
site_1,Changing state of ntp6 from site_1,2024-11-06 10:01:13_377
site_2,Changing vlan type for MDYGCQVQFRP59L9U from site_2,2024-11-06 10:01:18_339
site_3,Changing c vlan for FIIJZSPSEQ3DLPHA from site_3,2024-11-06 10:01:25_089
site_3,Changing snmp profile for BFK33M29QXOM6FVY from site_3,2024-11-06 10:01:26_892
