_,Starting chaos monkey,2024-11-06 11:32:55_644
site_4,Unregistering CU4SJHJKDV0AFK3O from site_4,2024-11-06 11:32:57_622
site_2,Changing vlan type for P7X9HUQKWAOYRCE8 from site_2,2024-11-06 11:33:00_325
site_2,Changing state of telnetv6 from site_2,2024-11-06 11:33:15_362
site_2,Changing state of mqtt from site_2,2024-11-06 11:33:27_293
site_1,Unregistering BFK33M29QXOM6FVY from site_1,2024-11-06 11:33:32_597
site_2,Unregistering YI1R6QQUTKSCMXOE from site_2,2024-11-06 11:34:12_882
site_4,Changing gemport for 79OGTENY98L3SGI7 from site_4,2024-11-06 11:34:28_697
site_4,Changing c vlan for R679YT4Y4PSCNLPS from site_4,2024-11-06 11:34:43_745
site_4,Changing snmp profile for P5I2PYOM42RCUY8Z from site_4,2024-11-06 11:34:45_063
site_2,Changing snmp profile for M776VX4BSK0U529O from site_2,2024-11-06 11:34:53_511
site_4,Changing state of snmpv6 from site_4,2024-11-06 11:35:00_191
site_2,Changing vlan type for WNKTWVPJCMMG4DTR from site_2,2024-11-06 11:35:10_093
site_3,Changing snmp profile for 58R5W397XU8HS41V from site_3,2024-11-06 11:35:14_647
site_2,Changing gemport for LMVMQXX4YI1DZUMV from site_2,2024-11-06 11:35:21_667
site_1,Unregistering P7X9HUQKWAOYRCE8 from site_1,2024-11-06 11:35:44_017
site_3,Unregistering WURZXQZWJ9URZQIX from site_3,2024-11-06 11:35:59_333
site_1,Changing gemport for 8QKJO8KTSKN097DG from site_1,2024-11-06 11:36:14_217
site_2,Unregistering E8RD7YNBMRP4VS03 from site_2,2024-11-06 11:36:18_227
site_3,Changing s vlan for BJNT417ND0OEHNT6 from site_3,2024-11-06 11:36:38_703
site_4,Changing vlan type for HM1GHRUKW7AE5Y00 from site_4,2024-11-06 11:36:47_042
site_4,Changing gemport for OZCK8OETD4QMKOY8 from site_4,2024-11-06 11:36:47_955
site_1,Changing state of snmp from site_1,2024-11-06 11:36:57_029
site_2,Unregistering RKJ3AKOGVOTQV8KX from site_2,2024-11-06 11:37:11_352
site_1,Changing vlan type for 6QFVA4184KO9D9K4 from site_1,2024-11-06 11:37:17_929
