timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-07 10:59:24_390,022788b6-7a94-459e-9aa7-a4838efd8d10,site_7,detected,unregistered,ME5GAVCLWZZ8DD09
2024-11-07 10:59:24_391,0ef9be65-b14a-401c-bb5e-0ae733d67cb6,site_7,detected,unregistered,82Z6FQO2RJFGZIGM
2024-11-07 10:59:24_437,54219923-b317-483e-bbfd-2f1a03da4400,site_7,detected,vlan_type,AJ57MVMJ0LCOUNT8
2024-11-07 10:59:27_726,92e7af81-552b-4f14-aa26-2cc2e866b256,site_7,detected,service changed,snmp
2024-11-07 10:59:27_726,9ecd931a-3695-4c94-ba28-d9604d1eb470,site_7,detected,service changed,snmpv6
2024-11-07 10:59:42_641,92e7af81-552b-4f14-aa26-2cc2e866b256,site_7,fixed,service changed,snmp
2024-11-07 10:59:43_648,9ecd931a-3695-4c94-ba28-d9604d1eb470,site_7,fixed,service changed,snmpv6
2024-11-07 10:59:59_204,65f78375-9aa5-460f-84ae-c31d42eee49f,site_2,detected,service changed,ssh
2024-11-07 11:00:13_757,65f78375-9aa5-460f-84ae-c31d42eee49f,site_2,fixed,service changed,ssh
2024-11-07 11:00:25_291,8f830af7-5247-459d-8bf3-b94354d12538,site_6,detected,service changed,mqtt
2024-11-07 11:00:40_853,8f830af7-5247-459d-8bf3-b94354d12538,site_6,fixed,service changed,mqtt
2024-11-07 11:01:30_009,022788b6-7a94-459e-9aa7-a4838efd8d10,site_7,fixed,unregistered,ME5GAVCLWZZ8DD09
2024-11-07 11:01:33_014,0ef9be65-b14a-401c-bb5e-0ae733d67cb6,site_7,fixed,unregistered,82Z6FQO2RJFGZIGM
2024-11-07 11:01:46_034,54219923-b317-483e-bbfd-2f1a03da4400,site_7,fixed,vlan_type,AJ57MVMJ0LCOUNT8
2024-11-07 11:02:08_037,e4493fb9-7e76-49a3-b5f6-ed0fa4e9ac6d,site_7,detected,gemport,WQTLUF0K8JCZ3W4O
2024-11-07 11:02:08_047,dd8dfdef-1407-47dc-9270-4bc3babef9b2,site_7,detected,c_vlan,CC37AG5XN1VLWYST
2024-11-07 11:02:08_059,7975d0f7-ce5b-4382-92da-a79264b5aff9,site_7,detected,s_vlan,YN5SQ2AXPDO92F6E
2024-11-07 11:02:08_069,e4e27e53-b08c-41ed-bdc8-c91d5ba5e501,site_7,detected,vlan_type,2WMGR015ZSEQRWQ4
2024-11-07 11:02:08_077,d7061776-ea23-4e09-af88-bd366cbe6ef3,site_7,detected,snmp_profile,WVOY1VTBNO5NHFCS
2024-11-07 11:02:11_354,c2f6ab50-e45d-46ef-bf8c-7dbb2fb6299c,site_7,detected,service changed,dhcpv6-relay
2024-11-07 11:02:11_354,cc98a1f6-0182-4e4b-ad52-3d55422fb629,site_7,detected,service changed,sshv6
2024-11-07 11:02:26_121,c2f6ab50-e45d-46ef-bf8c-7dbb2fb6299c,site_7,fixed,service changed,dhcpv6-relay
2024-11-07 11:02:27_125,cc98a1f6-0182-4e4b-ad52-3d55422fb629,site_7,fixed,service changed,sshv6
2024-11-07 11:03:37_448,7aa7eb54-8414-4a5b-874e-7993d59a1dd6,site_3,detected,service changed,netconf
2024-11-07 11:03:41_420,7975d0f7-ce5b-4382-92da-a79264b5aff9,site_7,fixed,s_vlan,YN5SQ2AXPDO92F6E
2024-11-07 11:03:55_471,7aa7eb54-8414-4a5b-874e-7993d59a1dd6,site_3,fixed,service changed,netconf
2024-11-07 11:03:56_474,dd8dfdef-1407-47dc-9270-4bc3babef9b2,site_7,fixed,c_vlan,CC37AG5XN1VLWYST
2024-11-07 11:03:57_124,5df540e7-90ff-4cbc-b5b9-7b7dcf210e01,site_5,detected,service changed,dhcp-relay
2024-11-07 11:03:57_124,ea683948-190f-4296-9a77-1ab775d61bfd,site_5,detected,service changed,netconf
2024-11-07 11:03:57_124,cc1c9e7a-b6c6-4a6a-8eb7-e01bdfecaf76,site_5,detected,service changed,ntp
2024-11-07 11:03:57_124,3a915204-3a68-45f4-bfea-3b56964d35d3,site_5,detected,service changed,ssh
2024-11-07 11:04:11_547,013ee089-7d28-44cc-9a0f-3ab286c7b7ca,site_2,detected,service changed,ipdr
2024-11-07 11:04:11_547,4f2511e1-37d5-4626-a02e-c24d8e2752c9,site_2,detected,service changed,ssh
2024-11-07 11:04:11_547,c052d60f-6f4b-4e11-98f6-dc6d2ccdfbb9,site_2,detected,service changed,sshv6
2024-11-07 11:04:12_564,5df540e7-90ff-4cbc-b5b9-7b7dcf210e01,site_5,fixed,service changed,dhcp-relay
2024-11-07 11:04:12_565,cc1c9e7a-b6c6-4a6a-8eb7-e01bdfecaf76,site_5,fixed,service changed,ntp
2024-11-07 11:04:13_570,3a915204-3a68-45f4-bfea-3b56964d35d3,site_5,fixed,service changed,ssh
2024-11-07 11:04:14_574,ea683948-190f-4296-9a77-1ab775d61bfd,site_5,fixed,service changed,netconf
2024-11-07 11:04:25_611,013ee089-7d28-44cc-9a0f-3ab286c7b7ca,site_2,fixed,service changed,ipdr
2024-11-07 11:04:26_614,4f2511e1-37d5-4626-a02e-c24d8e2752c9,site_2,fixed,service changed,ssh
2024-11-07 11:04:27_615,e4493fb9-7e76-49a3-b5f6-ed0fa4e9ac6d,site_7,fixed,gemport,WQTLUF0K8JCZ3W4O
2024-11-07 11:04:27_619,c052d60f-6f4b-4e11-98f6-dc6d2ccdfbb9,site_2,fixed,service changed,sshv6
2024-11-07 11:04:31_627,e4e27e53-b08c-41ed-bdc8-c91d5ba5e501,site_7,fixed,vlan_type,2WMGR015ZSEQRWQ4
2024-11-07 11:04:32_628,d7061776-ea23-4e09-af88-bd366cbe6ef3,site_7,fixed,snmp_profile,WVOY1VTBNO5NHFCS
2024-11-07 11:04:47_776,2abb7f5d-dce6-4792-9af0-3d4cc940fcac,site_6,detected,service changed,trace
2024-11-07 11:04:47_776,3dce7693-2f35-4164-b27b-6bea14c05d02,site_6,detected,service changed,twamp
2024-11-07 11:04:56_685,ad7af57a-3e55-4552-87c1-4ec18646f1ed,site_7,detected,unregistered,STXLDI35LJ29FMEI
2024-11-07 11:04:56_726,7ffeace8-20ca-4499-93be-36cbf97d33b8,site_7,detected,s_vlan,PXUZ4FEV3HNWIA2I
2024-11-07 11:04:56_739,515f001b-1c10-427d-9fec-d1542eb75e3d,site_7,detected,vlan_type,6342QJX1G8BK3CXO
2024-11-07 11:05:00_155,98687d60-38da-4520-b93c-1f22857b5e25,site_7,detected,service changed,snmpv6
2024-11-07 11:05:00_155,5a8df44c-4aee-4b4b-8a83-2b30618a7627,site_7,detected,service changed,sshv6
2024-11-07 11:05:00_155,cee0bad7-4288-4124-bcc5-1c806eca9c32,site_7,detected,service changed,telnet
2024-11-07 11:05:03_681,2abb7f5d-dce6-4792-9af0-3d4cc940fcac,site_6,fixed,service changed,trace
2024-11-07 11:05:04_685,3dce7693-2f35-4164-b27b-6bea14c05d02,site_6,fixed,service changed,twamp
2024-11-07 11:05:14_725,98687d60-38da-4520-b93c-1f22857b5e25,site_7,fixed,service changed,snmpv6
2024-11-07 11:05:14_726,cee0bad7-4288-4124-bcc5-1c806eca9c32,site_7,fixed,service changed,telnet
2024-11-07 11:05:15_729,5a8df44c-4aee-4b4b-8a83-2b30618a7627,site_7,fixed,service changed,sshv6
2024-11-07 11:06:07_435,9d7d2241-5c13-4824-bc7b-9c1ed13f174f,site_4,detected,service changed,ntp
2024-11-07 11:06:21_926,9d7d2241-5c13-4824-bc7b-9c1ed13f174f,site_4,fixed,service changed,ntp
2024-11-07 11:06:32_947,7ffeace8-20ca-4499-93be-36cbf97d33b8,site_7,fixed,s_vlan,PXUZ4FEV3HNWIA2I
2024-11-07 11:06:35_952,ad7af57a-3e55-4552-87c1-4ec18646f1ed,site_7,fixed,unregistered,STXLDI35LJ29FMEI
2024-11-07 11:07:20_016,515f001b-1c10-427d-9fec-d1542eb75e3d,site_7,fixed,vlan_type,6342QJX1G8BK3CXO
2024-11-07 11:07:39_413,5ec2aa1c-07a7-4ba1-9b20-579c0c6cc1bf,site_7,detected,unregistered,0FLW1HTQA4EC2ZEV
2024-11-07 11:07:39_414,58a8127b-fca2-4828-9502-732210faa29f,site_7,detected,unregistered,PIRCAAETV6KZSR9R
