_,Starting chaos monkey,2024-11-06 07:45:13_313
site_4,Changing state of sftp-client from site_4,2024-11-06 07:45:21_274
site_3,Changing snmp profile for PNBC2YHG763IGSHF from site_3,2024-11-06 07:45:40_733
site_1,Unregistering KY4EUONVUG5QXJOU from site_1,2024-11-06 07:45:43_982
site_1,Changing c vlan for M5YRG6Q5EJBHPNCN from site_1,2024-11-06 07:45:49_582
site_4,Changing vlan type for R3BKJVRXLNLFWFBY from site_4,2024-11-06 07:46:13_910
site_4,Changing vlan type for JZ9U6T533OV2MFD8 from site_4,2024-11-06 07:46:52_249
site_1,Changing gemport for 0ACZRCAIUF7KUSTJ from site_1,2024-11-06 07:46:54_452
site_4,Changing c vlan for XBMLL6LNSE7YLKUG from site_4,2024-11-06 07:46:59_728
site_4,Changing vlan type for P5I2PYOM42RCUY8Z from site_4,2024-11-06 07:47:03_215
site_3,Changing c vlan for MPVKNNDOWI2106OW from site_3,2024-11-06 07:47:14_258
site_3,Changing state of ssh from site_3,2024-11-06 07:47:17_892
site_4,Changing vlan type for 0FOH0RWQZ6DWWT6T from site_4,2024-11-06 07:47:18_596
site_2,Changing vlan type for GXR8750VBWKKDBRP from site_2,2024-11-06 07:47:22_335
site_3,Changing gemport for 79OGTENY98L3SGI7 from site_3,2024-11-06 07:47:24_185
site_2,Changing c vlan for J75WRGX9U0N3K88A from site_2,2024-11-06 07:47:24_583
site_2,Changing snmp profile for Q4TSH3DCJZMYDKEK from site_2,2024-11-06 07:47:31_748
site_4,Unregistering AE0XPTM2EM10LFM4 from site_4,2024-11-06 07:47:35_892
site_3,Changing state of mqtt from site_3,2024-11-06 07:47:43_133
site_4,Changing snmp profile for WNKTWVPJCMMG4DTR from site_4,2024-11-06 07:48:06_606
site_2,Changing gemport for H0PJBBUM3R67Z2EY from site_2,2024-11-06 07:48:08_957
site_4,Changing gemport for 78UWBMRR57IUZ5Z5 from site_4,2024-11-06 07:48:30_447
site_3,Unregistering 78UWBMRR57IUZ5Z5 from site_3,2024-11-06 07:48:35_895
site_2,Changing s vlan for 722FC27H71HLVX2P from site_2,2024-11-06 07:48:42_197
site_3,Unregistering K7XQFUYMRENNGYZU from site_3,2024-11-06 07:48:46_193
site_4,Unregistering QXY4UGRYBV99NPNS from site_4,2024-11-06 07:48:48_682
site_2,Changing s vlan for Q0J4XZHAALAZOZ86 from site_2,2024-11-06 07:48:51_799
site_4,Changing state of dhcpv6-relay from site_4,2024-11-06 07:48:56_712
site_4,Changing gemport for H4E51IJR7LY6FS8Z from site_4,2024-11-06 07:48:58_597
site_2,Changing vlan type for DXZ0YQ69L3DNAC91 from site_2,2024-11-06 07:49:13_962
site_3,Changing gemport for T6UBEG25DRE9C9VQ from site_3,2024-11-06 07:49:18_180
site_3,Unregistering H4E51IJR7LY6FS8Z from site_3,2024-11-06 07:49:31_433
site_2,Changing snmp profile for XF4GLU3VEYF5Y09D from site_2,2024-11-06 07:49:32_864
site_3,Changing s vlan for 7KE7ET0BZQTTB8B0 from site_3,2024-11-06 07:49:40_636
site_2,Changing s vlan for 07F0295AI04WE8CR from site_2,2024-11-06 07:49:55_822
site_1,Unregistering 452CISETLYUQHJUW from site_1,2024-11-06 07:49:57_713
site_2,Unregistering ZQDITDXFJZK0TIDW from site_2,2024-11-06 07:50:19_223
site_4,Changing c vlan for HKBV52AD4OMUV0FD from site_4,2024-11-06 07:50:21_230
site_1,Changing vlan type for NJ1EBV43TZW01W1U from site_1,2024-11-06 07:50:52_642
site_1,Changing snmp profile for IB7880SHNQ8FSUZS from site_1,2024-11-06 07:50:55_910
site_1,Changing vlan type for LUWWX9H6IP4KMGOD from site_1,2024-11-06 07:50:59_356
site_3,Unregistering X6BDZU70H4P9ZUIT from site_3,2024-11-06 07:51:12_210
site_3,Changing snmp profile for N5J7HC3B7M25UJ74 from site_3,2024-11-06 07:51:13_096
site_2,Changing gemport for ET9K202UZA5MVI8L from site_2,2024-11-06 07:51:33_698
site_4,Unregistering 8YLSDM6ULN3OAR5G from site_4,2024-11-06 07:51:34_879
site_2,Changing vlan type for 7IT2XIBN7WDOE4RA from site_2,2024-11-06 07:52:06_647
site_2,Changing c vlan for F7861DCMOT8SVA3C from site_2,2024-11-06 07:52:09_760
site_1,Changing state of dhcpv6-relay from site_1,2024-11-06 07:52:20_141
site_3,Changing c vlan for 0S3MQIA4UPZCUVN9 from site_3,2024-11-06 07:52:33_703
site_1,Changing snmp profile for SGZ8C5APNNI321XI from site_1,2024-11-06 07:52:36_742
site_1,Changing gemport for 7C7UBJLSGGZX6K8I from site_1,2024-11-06 07:53:10_766
site_2,Changing s vlan for 3SNUIA8XKWZNOCGU from site_2,2024-11-06 07:53:15_902
site_2,Changing s vlan for EKNR1DQCM06S59E3 from site_2,2024-11-06 07:53:23_123
site_3,Changing s vlan for LMVMQXX4YI1DZUMV from site_3,2024-11-06 07:53:43_690
site_1,Changing vlan type for NJ1EBV43TZW01W1U from site_1,2024-11-06 07:54:08_810
site_1,Changing gemport for NGTIH3M2RVKGA3IU from site_1,2024-11-06 07:54:34_276
site_2,Changing gemport for 2WCJKKO6RPYHHWF9 from site_2,2024-11-06 07:54:42_864
site_1,Unregistering 79OGTENY98L3SGI7 from site_1,2024-11-06 07:54:54_736
site_3,Changing s vlan for DDEJX4TPVYASCE8Q from site_3,2024-11-06 07:54:56_491
site_2,Changing snmp profile for 66M097WLLQ3N0VU7 from site_2,2024-11-06 07:55:05_454
site_1,Changing c vlan for R3BKJVRXLNLFWFBY from site_1,2024-11-06 07:55:08_895
site_3,Changing c vlan for UZGP2KINFE968QXN from site_3,2024-11-06 07:55:11_380
site_3,Unregistering H0PJBBUM3R67Z2EY from site_3,2024-11-06 07:55:22_825
site_4,Changing gemport for K7XQFUYMRENNGYZU from site_4,2024-11-06 07:55:30_836
site_4,Unregistering JCIE44HL96MW9DFW from site_4,2024-11-06 07:55:34_649
site_4,Changing gemport for R679YT4Y4PSCNLPS from site_4,2024-11-06 07:55:36_970
site_4,Unregistering 0ACZRCAIUF7KUSTJ from site_4,2024-11-06 07:55:38_407
site_2,Changing vlan type for CFDSPQZ2W4QKEEF4 from site_2,2024-11-06 07:55:43_176
site_1,Changing c vlan for ZQDITDXFJZK0TIDW from site_1,2024-11-06 07:55:45_739
site_3,Changing s vlan for B42HIJ00WBDOWI34 from site_3,2024-11-06 07:55:54_578
site_4,Changing c vlan for LMVMQXX4YI1DZUMV from site_4,2024-11-06 07:56:06_678
site_3,Changing gemport for TAWXLTTYSUBKDCLO from site_3,2024-11-06 07:56:14_169
site_3,Changing c vlan for U7SLQLYJN9Y2WZ0M from site_3,2024-11-06 07:56:19_995
site_1,Changing s vlan for XKG3LA4BPXVY3KJP from site_1,2024-11-06 07:56:21_295
site_3,Changing gemport for RLEGVKOVJU55CGLV from site_3,2024-11-06 07:56:24_618
site_2,Changing gemport for IB7880SHNQ8FSUZS from site_2,2024-11-06 07:56:27_526
site_3,Changing c vlan for STWDOQM1N5KNSGNS from site_3,2024-11-06 07:56:33_713
site_2,Changing vlan type for E41FYJNMFLBJL0Q1 from site_2,2024-11-06 07:56:42_247
site_3,Changing state of netconf from site_3,2024-11-06 07:57:10_287
site_3,Changing s vlan for PQG0W2PY2QX362O5 from site_3,2024-11-06 07:57:13_319
site_3,Changing s vlan for WDD3TSRHEQFE6V3I from site_3,2024-11-06 07:57:15_597
site_4,Changing vlan type for EKCWZ92R74CDSESV from site_4,2024-11-06 07:57:23_262
site_1,Changing c vlan for EKCWZ92R74CDSESV from site_1,2024-11-06 07:57:33_690
site_4,Changing vlan type for FAJMNXPD1TUISDBI from site_4,2024-11-06 07:57:38_710
site_2,Changing c vlan for WURZXQZWJ9URZQIX from site_2,2024-11-06 07:57:49_157
site_4,Changing c vlan for HB6YCK466R79OUC4 from site_4,2024-11-06 07:57:58_045
site_3,Changing c vlan for FNOMMK20S7K3TQS2 from site_3,2024-11-06 07:58:00_348
site_1,Changing state of dhcpv6-relay from site_1,2024-11-06 07:58:06_048
site_4,Changing c vlan for FG60GQG97T5409X7 from site_4,2024-11-06 07:58:07_896
site_1,Changing state of ntp6 from site_1,2024-11-06 07:58:47_208
site_2,Unregistering MSYAY1KTVVR3VA6C from site_2,2024-11-06 07:58:49_115
site_1,Changing gemport for 8THB46WYPRSB7UNU from site_1,2024-11-06 07:58:51_527
site_1,Changing c vlan for 2RTUVHNF2TIPMSXD from site_1,2024-11-06 07:59:00_532
site_4,Unregistering 7C7UBJLSGGZX6K8I from site_4,2024-11-06 07:59:06_915
site_2,Unregistering IB7880SHNQ8FSUZS from site_2,2024-11-06 07:59:12_505
site_2,Changing vlan type for 7KE7ET0BZQTTB8B0 from site_2,2024-11-06 07:59:23_699
site_1,Changing snmp profile for CH24QOTRI1ZXI1H1 from site_1,2024-11-06 07:59:35_986
site_2,Changing c vlan for 6XR0MDD9E16IMYBP from site_2,2024-11-06 07:59:38_551
site_1,Unregistering ET5TP39GE79I9L57 from site_1,2024-11-06 07:59:44_755
site_4,Changing snmp profile for 43HGQMUAFTHVK0VA from site_4,2024-11-06 07:59:54_716
site_1,Changing gemport for KOFJJ9QVDCMVNG89 from site_1,2024-11-06 08:00:00_577
site_1,Changing vlan type for XJC5VVGPPRJXM6OJ from site_1,2024-11-06 08:00:11_377
site_1,Changing state of ftp-client from site_1,2024-11-06 08:00:15_873
site_1,Changing state of sftp-client from site_1,2024-11-06 08:00:18_045
site_4,Changing state of netconf from site_4,2024-11-06 08:00:19_728
site_3,Changing state of snmpv6 from site_3,2024-11-06 08:00:37_917
site_1,Changing s vlan for BEEY968RVM7NN21R from site_1,2024-11-06 08:00:41_241
site_3,Changing s vlan for XKG3LA4BPXVY3KJP from site_3,2024-11-06 08:00:44_604
site_3,Changing vlan type for ET5TP39GE79I9L57 from site_3,2024-11-06 08:00:47_950
site_3,Unregistering 5535KCS34HYMUOXZ from site_3,2024-11-06 08:01:02_197
site_1,Changing c vlan for J75WRGX9U0N3K88A from site_1,2024-11-06 08:01:06_433
site_4,Changing vlan type for OICB13UBEBSERQA2 from site_4,2024-11-06 08:01:08_600
site_1,Changing snmp profile for 78UWBMRR57IUZ5Z5 from site_1,2024-11-06 08:01:13_296
site_4,Changing snmp profile for WURZXQZWJ9URZQIX from site_4,2024-11-06 08:01:18_773
site_1,Changing c vlan for XBMLL6LNSE7YLKUG from site_1,2024-11-06 08:01:24_678
site_2,Changing c vlan for HFTBW7CKD4D5LC7V from site_2,2024-11-06 08:01:32_367
site_3,Unregistering CU4SJHJKDV0AFK3O from site_3,2024-11-06 08:01:43_242
site_1,Unregistering XSB4ZRBFOR4GLWLV from site_1,2024-11-06 08:01:47_141
site_1,Changing snmp profile for PQG0W2PY2QX362O5 from site_1,2024-11-06 08:01:53_899
site_4,Changing state of dhcp-relay from site_4,2024-11-06 08:01:58_851
site_2,Changing snmp profile for WDD3TSRHEQFE6V3I from site_2,2024-11-06 08:02:16_552
site_1,Unregistering MRTW2D2MRAU0C72U from site_1,2024-11-06 08:02:28_334
site_4,Changing c vlan for ZZTRUTHQLZA89W7G from site_4,2024-11-06 08:02:42_593
site_2,Changing snmp profile for E8RD7YNBMRP4VS03 from site_2,2024-11-06 08:02:45_782
site_1,Changing state of portal from site_1,2024-11-06 08:02:55_347
site_2,Changing gemport for N8JL6ZX80RRSZF9D from site_2,2024-11-06 08:03:04_566
site_2,Changing state of web-proxy from site_2,2024-11-06 08:03:42_176
site_2,Changing vlan type for BXIJ6NCTYKI014O2 from site_2,2024-11-06 08:03:52_530
site_1,Changing s vlan for SGZ8C5APNNI321XI from site_1,2024-11-06 08:03:58_075
site_2,Changing vlan type for DDEJX4TPVYASCE8Q from site_2,2024-11-06 08:03:58_813
site_1,Changing s vlan for R679YT4Y4PSCNLPS from site_1,2024-11-06 08:04:16_593
site_2,Changing state of twamp from site_2,2024-11-06 08:04:18_702
site_3,Changing gemport for 201INMIOCULUTX66 from site_3,2024-11-06 08:04:28_986
site_3,Changing vlan type for FDIELV42PWODO0RX from site_3,2024-11-06 08:04:34_555
site_1,Changing snmp profile for 320ENG13YIMVPGI0 from site_1,2024-11-06 08:04:40_306
site_4,Changing c vlan for 8ZSIEN1QIPDUNDO2 from site_4,2024-11-06 08:05:09_578
site_2,Changing vlan type for AE0XPTM2EM10LFM4 from site_2,2024-11-06 08:05:17_189
site_1,Changing vlan type for MRTW2D2MRAU0C72U from site_1,2024-11-06 08:05:27_723
site_2,Changing c vlan for OZCK8OETD4QMKOY8 from site_2,2024-11-06 08:05:32_232
site_4,Unregistering R3BKJVRXLNLFWFBY from site_4,2024-11-06 08:05:41_846
site_1,Changing state of radius from site_1,2024-11-06 08:05:52_001
site_4,Unregistering 2ZU9XEV34YOQZMK0 from site_4,2024-11-06 08:05:58_725
site_4,Changing s vlan for GXR8750VBWKKDBRP from site_4,2024-11-06 08:06:02_037
site_2,Unregistering I958RU0D26SJF2NX from site_2,2024-11-06 08:06:23_125
site_3,Changing snmp profile for 0ACZRCAIUF7KUSTJ from site_3,2024-11-06 08:06:33_666
site_1,Unregistering HKBV52AD4OMUV0FD from site_1,2024-11-06 08:06:37_560
site_1,Changing vlan type for 452CISETLYUQHJUW from site_1,2024-11-06 08:06:42_006
site_3,Changing vlan type for 7W5MVIUJ4ABMDIUI from site_3,2024-11-06 08:06:48_319
site_3,Changing c vlan for GPD6ZPPCAL3THE3N from site_3,2024-11-06 08:07:19_970
site_2,Changing vlan type for 76869PLE5CZD2H4F from site_2,2024-11-06 08:07:26_641
site_2,Changing vlan type for 5535KCS34HYMUOXZ from site_2,2024-11-06 08:07:35_312
site_4,Changing gemport for EKCWZ92R74CDSESV from site_4,2024-11-06 08:07:48_920
site_4,Changing snmp profile for 320ENG13YIMVPGI0 from site_4,2024-11-06 08:07:50_776
site_4,Changing snmp profile for ZQDITDXFJZK0TIDW from site_4,2024-11-06 08:07:54_430
site_4,Changing vlan type for I958RU0D26SJF2NX from site_4,2024-11-06 08:07:55_473
site_2,Changing c vlan for 1PAB6VGK8V53NU19 from site_2,2024-11-06 08:08:06_433
site_1,Unregistering XYOAXEEISZIBCQ0Q from site_1,2024-11-06 08:08:24_013
site_2,Changing gemport for SBEK2H0CP5WYMVTN from site_2,2024-11-06 08:08:28_872
site_2,Changing c vlan for JJQ9ZJ9I4JVEZIJ6 from site_2,2024-11-06 08:08:31_718
site_2,Changing state of ftp-client from site_2,2024-11-06 08:08:33_325
site_1,Changing snmp profile for 7W5MVIUJ4ABMDIUI from site_1,2024-11-06 08:08:43_229
site_1,Changing state of capwap from site_1,2024-11-06 08:09:00_879
site_3,Changing c vlan for 6XR0MDD9E16IMYBP from site_3,2024-11-06 08:09:04_394
site_4,Changing state of trace from site_4,2024-11-06 08:09:07_177
site_4,Changing gemport for PKR7XYKFP14C7D6M from site_4,2024-11-06 08:09:14_364
site_2,Changing snmp profile for T6UBEG25DRE9C9VQ from site_2,2024-11-06 08:09:26_135
site_4,Changing s vlan for KOFJJ9QVDCMVNG89 from site_4,2024-11-06 08:09:32_853
site_2,Changing vlan type for FGG8LWXKFVAPCG02 from site_2,2024-11-06 08:09:42_612
site_2,Changing gemport for M5YRG6Q5EJBHPNCN from site_2,2024-11-06 08:09:43_770
site_3,Changing snmp profile for AH6XNJ3AA82P3LBU from site_3,2024-11-06 08:09:50_375
site_4,Changing s vlan for 6GA6DE3OO5UBJL45 from site_4,2024-11-06 08:09:58_884
site_1,Changing state of ntp from site_1,2024-11-06 08:10:10_949
site_3,Changing c vlan for KY4EUONVUG5QXJOU from site_3,2024-11-06 08:10:13_624
site_3,Changing snmp profile for PQG0W2PY2QX362O5 from site_3,2024-11-06 08:10:28_938
site_4,Changing vlan type for 8ZSIEN1QIPDUNDO2 from site_4,2024-11-06 08:10:38_384
_,Exiting chaos monkey,2024-11-06 08:11:01_631
