timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-06 20:55:13_300,806444f8-ad4e-49f2-abd0-59f178d0fdb0,site_2,detected,service changed,sftp-client
2024-11-06 20:55:13_300,b39338c9-b8d5-4f75-b246-6ab288b12920,site_2,detected,service changed,web-proxy
2024-11-06 20:55:28_402,806444f8-ad4e-49f2-abd0-59f178d0fdb0,site_2,fixed,service changed,sftp-client
2024-11-06 20:55:29_403,b39338c9-b8d5-4f75-b246-6ab288b12920,site_2,fixed,service changed,web-proxy
2024-11-06 20:55:36_156,c0c9c140-c943-4091-b4f7-3d54c9784e32,site_6,detected,unregistered,DMFR1DXXNH7P5SO1
2024-11-06 20:56:29_064,f02781bf-8a12-4f1b-8ee8-8bc1c9559bb4,site_4,detected,service changed,ntp6
2024-11-06 20:56:29_064,5521ac5f-e46c-4ace-9d99-e22c7be01cf5,site_4,detected,service changed,web-proxy
2024-11-06 20:56:45_519,5521ac5f-e46c-4ace-9d99-e22c7be01cf5,site_4,fixed,service changed,web-proxy
2024-11-06 20:56:46_521,f02781bf-8a12-4f1b-8ee8-8bc1c9559bb4,site_4,fixed,service changed,ntp6
2024-11-06 20:58:34_303,91103816-9de3-41ea-9612-cea39d4eb5a2,site_3,detected,service changed,capwap
2024-11-06 20:58:34_303,e14df449-2dfb-475c-9f2c-7cd9a0a17f00,site_3,detected,service changed,dhcpv6-relay
2024-11-06 20:58:34_303,d18b26ae-8242-4dde-a97a-90cba3c12d8d,site_3,detected,service changed,mqtt
2024-11-06 20:58:48_718,91103816-9de3-41ea-9612-cea39d4eb5a2,site_3,fixed,service changed,capwap
2024-11-06 20:58:48_719,d18b26ae-8242-4dde-a97a-90cba3c12d8d,site_3,fixed,service changed,mqtt
2024-11-06 20:58:49_720,e14df449-2dfb-475c-9f2c-7cd9a0a17f00,site_3,fixed,service changed,dhcpv6-relay
2024-11-06 20:59:14_462,4f741bb2-5f85-4409-906d-4e5d12cc33a3,site_2,detected,service changed,sftp-client
2024-11-06 20:59:14_462,4d493144-08e3-4f86-805d-27a1cc8ec397,site_2,detected,service changed,telnet
2024-11-06 20:59:14_462,f6ba599e-dfab-4b1c-ae91-9adc3d4afedd,site_2,detected,service changed,web-proxy
2024-11-06 20:59:21_770,c0c9c140-c943-4091-b4f7-3d54c9784e32,site_6,fixed,unregistered,DMFR1DXXNH7P5SO1
2024-11-06 20:59:28_784,4f741bb2-5f85-4409-906d-4e5d12cc33a3,site_2,fixed,service changed,sftp-client
2024-11-06 20:59:29_785,4d493144-08e3-4f86-805d-27a1cc8ec397,site_2,fixed,service changed,telnet
2024-11-06 20:59:30_786,f6ba599e-dfab-4b1c-ae91-9adc3d4afedd,site_2,fixed,service changed,web-proxy
2024-11-06 21:00:02_249,b7076aab-6a13-414c-bdb5-3eaaba6dba04,site_6,detected,s_vlan,OUTZXBKRKN02ZVAQ
2024-11-06 21:00:02_329,b9842264-b76d-4411-8236-67da0edd049d,site_6,detected,snmp_profile,L38ZL0YFWY3WJYFM
2024-11-06 21:00:02_329,c3a97217-e7c5-4fde-b963-cb89e024b30e,site_6,detected,snmp_profile,JUHOO0QUU4U90K1B
2024-11-06 21:00:05_517,70c9fe59-2d64-47bf-8fe3-fb8dc5ecbf15,site_6,detected,service changed,sshv6
2024-11-06 21:00:05_517,5703b964-7e5c-4328-88f7-e94ded4ee69e,site_6,detected,service changed,telnet
2024-11-06 21:00:19_864,70c9fe59-2d64-47bf-8fe3-fb8dc5ecbf15,site_6,fixed,service changed,sshv6
2024-11-06 21:00:20_867,5703b964-7e5c-4328-88f7-e94ded4ee69e,site_6,fixed,service changed,telnet
2024-11-06 21:01:01_342,9e7d5f16-94d6-48d5-8362-d8e8e5f90a99,site_4,detected,service changed,web-proxy
2024-11-06 21:01:17_018,9e7d5f16-94d6-48d5-8362-d8e8e5f90a99,site_4,fixed,service changed,web-proxy
