_,Starting chaos monkey,2024-11-08 11:14:34_702
site_4,Changing vlan type for 94ATDGJSE4NI9DG1 from site_4,2024-11-08 11:14:38_621
site_10,Changing snmp profile for RIGMLFM35R7DYWG0 from site_10,2024-11-08 11:14:43_473
site_2,Changing gemport for AMVSAFUR96D75KHX from site_2,2024-11-08 11:14:47_435
site_5,Changing gemport for EKFROIOJMZJXI1SA from site_5,2024-11-08 11:14:49_890
site_2,Changing state of telnetv6 from site_2,2024-11-08 11:14:51_393
site_9,Changing snmp profile for DF209XS18GA2RXNP from site_9,2024-11-08 11:14:53_023
site_7,Changing state of sftp-client from site_7,2024-11-08 11:14:53_633
site_3,Changing gemport for KBAB3OQKVPFWQ1GN from site_3,2024-11-08 11:14:55_133
site_1,Changing s vlan for WLK4T58A7ZPGD3SV from site_1,2024-11-08 11:15:00_635
site_10,Changing c vlan for 3MGAC3SPZAOHXTRH from site_10,2024-11-08 11:15:05_633
site_1,Changing gemport for JEPXB2629RXBPGS9 from site_1,2024-11-08 11:15:06_879
site_8,Changing vlan type for F4XSNTVE1BK4TVMN from site_8,2024-11-08 11:15:10_436
site_7,Changing state of telnetv6 from site_7,2024-11-08 11:15:10_733
site_2,Changing vlan type for 237VA07A6DT6CVAG from site_2,2024-11-08 11:15:12_896
site_2,Changing vlan type for HIHZZJWM68XU3ZKM from site_2,2024-11-08 11:15:18_811
site_6,Changing gemport for KBK7V3N50CVEYKAK from site_6,2024-11-08 11:15:22_629
site_6,Changing snmp profile for 3VRMUZJ0Y1EFQHLD from site_6,2024-11-08 11:15:24_540
site_2,Changing state of mqtt from site_2,2024-11-08 11:15:25_646
site_3,Changing vlan type for IEZ92QYWQGWR3G5C from site_3,2024-11-08 11:15:26_443
site_10,Changing vlan type for JA8CA8RENJVDBSCJ from site_10,2024-11-08 11:15:28_351
site_10,Changing c vlan for PH1D00300ISHZ1J5 from site_10,2024-11-08 11:15:30_450
site_1,Changing s vlan for 49B6J0R3X58NVIT1 from site_1,2024-11-08 11:15:31_725
site_4,Changing c vlan for X8VDLO4L3ODBGI7B from site_4,2024-11-08 11:15:33_434
site_10,Unregistering YV32CC2QMTJBNIDH from site_10,2024-11-08 11:15:36_480
site_5,Changing snmp profile for YP40W8HR6XHMAGRC from site_5,2024-11-08 11:15:41_180
site_10,Changing c vlan for 370EROL6BFLA6XBP from site_10,2024-11-08 11:15:42_783
site_1,Changing vlan type for 1OA4K4Y29MGYJKMO from site_1,2024-11-08 11:15:44_232
site_7,Changing state of ntp from site_7,2024-11-08 11:15:46_021
site_6,Changing snmp profile for I1DKT4TAWEG0XTCI from site_6,2024-11-08 11:15:47_855
site_2,Changing s vlan for PP8V0VIGADM3NU6W from site_2,2024-11-08 11:15:49_809
site_4,Changing state of ssh from site_4,2024-11-08 11:15:52_115
site_9,Unregistering L41STLW6JJ4T9GM2 from site_9,2024-11-08 11:15:55_507
site_1,Changing vlan type for JG9IDARQJ3KGAEAF from site_1,2024-11-08 11:15:57_073
site_7,Changing gemport for 9LNDDPECPAGBPFPV from site_7,2024-11-08 11:16:00_672
site_2,Changing vlan type for O3MR053OAJQUCGM2 from site_2,2024-11-08 11:16:01_675
site_1,Changing s vlan for 9IML9NW45OJSZTN1 from site_1,2024-11-08 11:16:09_345
site_6,Changing snmp profile for JSHMDU0GJ025QUAC from site_6,2024-11-08 11:16:14_975
site_6,Unregistering SEJH5GGN758AIUIX from site_6,2024-11-08 11:16:17_877
