_,Starting chaos monkey,2024-11-07 16:25:51_935
site_5,Changing state of capwap from site_5,2024-11-07 16:25:54_352
site_1,Changing gemport for 184RU0KYYQ42BSF3 from site_1,2024-11-07 16:25:57_697
site_4,Changing gemport for YLJQ7MN32YPIY8IW from site_4,2024-11-07 16:26:01_214
site_4,Changing vlan type for QG6D96MC6LTULLGW from site_4,2024-11-07 16:26:06_661
site_8,Changing state of sshv6 from site_8,2024-11-07 16:26:06_786
site_8,Changing c vlan for JTG8XPF6U77LCXEC from site_8,2024-11-07 16:26:10_872
site_8,Changing s vlan for R5ZLSI92IEQAASPI from site_8,2024-11-07 16:26:12_648
site_3,Changing gemport for P989KH4GB7C6T7E3 from site_3,2024-11-07 16:26:21_091
site_6,Changing s vlan for O4FZKOZ8HVGCPZMB from site_6,2024-11-07 16:26:24_368
site_8,Changing c vlan for MRSRGWZAVG46WZZK from site_8,2024-11-07 16:26:26_176
site_5,Changing gemport for 9SL7C0UGYA642JHP from site_5,2024-11-07 16:26:29_681
site_8,Changing c vlan for O88ZHTDZO7Y3FRRA from site_8,2024-11-07 16:26:31_923
site_2,Changing snmp profile for 1KRMNWL4IX7LFOTE from site_2,2024-11-07 16:26:33_867
site_7,Changing gemport for EQYQAEK7DX1392ZC from site_7,2024-11-07 16:26:41_426
site_1,Changing snmp profile for QG6D96MC6LTULLGW from site_1,2024-11-07 16:26:43_676
site_3,Changing vlan type for 6N4BE3LUC3TXLDRT from site_3,2024-11-07 16:26:46_954
site_1,Changing gemport for 5QEPL5WB2FSCYPT9 from site_1,2024-11-07 16:26:55_752
site_1,Changing state of telnet from site_1,2024-11-07 16:26:56_860
site_5,Changing vlan type for 9GG3DISSVV1BQZZP from site_5,2024-11-07 16:26:58_573
site_1,Unregistering 2VW6E2FKL3R5UC4V from site_1,2024-11-07 16:27:08_696
site_1,Changing state of snmp from site_1,2024-11-07 16:27:09_891
site_3,Changing c vlan for JNIO5HCUNKSPH6RP from site_3,2024-11-07 16:27:11_265
site_1,Unregistering 8FDQG94HLETQ0KVJ from site_1,2024-11-07 16:27:14_346
site_7,Changing gemport for LUL6LGDPJ3PULGW4 from site_7,2024-11-07 16:27:16_634
site_6,Unregistering PFI4ZA6WX9R507NX from site_6,2024-11-07 16:27:17_979
site_7,Changing state of sshv6 from site_7,2024-11-07 16:27:19_207
site_6,Unregistering YLJQ7MN32YPIY8IW from site_6,2024-11-07 16:27:28_277
site_1,Changing vlan type for 32X65CP9PI70XKLQ from site_1,2024-11-07 16:27:37_910
site_7,Changing c vlan for DHUQ23HTMJTNXIW0 from site_7,2024-11-07 16:27:39_850
site_4,Unregistering 6ON8DYUDVC7FYZ92 from site_4,2024-11-07 16:27:43_998
site_2,Changing gemport for ATWCPFXF1NLREALD from site_2,2024-11-07 16:27:46_939
site_5,Changing snmp profile for HY9PVGXHEPODQCP6 from site_5,2024-11-07 16:27:49_332
site_4,Changing vlan type for 9RWZKUK4N9QA6VIE from site_4,2024-11-07 16:27:50_575
site_5,Changing state of twamp from site_5,2024-11-07 16:27:51_434
