_,Starting chaos monkey,2024-12-07 14:48:51_216
site_1,Changing c vlan for HP09XS956N8176NS from site_1,2024-12-07 14:48:56_791
site_5,Changing s vlan for AWG7P12021AIWD9K from site_5,2024-12-07 14:49:02_350
site_2,Changing vlan type for HP09XS956N8176NS from site_2,2024-12-07 14:49:07_009
site_6,Changing c vlan for 28YFP37KA8HZ5E5W from site_6,2024-12-07 14:49:11_350
site_5,Changing vlan type for 26SP1U80ZYQ76NJW from site_5,2024-12-07 14:49:12_401
site_5,Changing s vlan for VDPA8HMYO46FD7P5 from site_5,2024-12-07 14:49:24_285
site_6,Changing c vlan for V8PBMJ4KERI6GZC8 from site_6,2024-12-07 14:49:26_894
site_3,Changing s vlan for 2WD2CHO0FE2NIQI6 from site_3,2024-12-07 14:49:32_093
site_2,Changing snmp profile for 2BGN7T2P52BD4ZCA from site_2,2024-12-07 14:49:38_939
site_2,Changing s vlan for D7F90VXRVQHZGKWI from site_2,2024-12-07 14:49:41_883
site_2,Changing s vlan for PZ8ML6FQCR2D3ZWK from site_2,2024-12-07 14:49:44_288
site_3,Changing c vlan for 2ND9Q2V6GK0W46N2 from site_3,2024-12-07 14:49:46_008
site_6,Changing gemport for DSD6UG28RGB7JUG6 from site_6,2024-12-07 14:49:48_789
site_1,Changing snmp profile for HDCPREU297Y5TL4D from site_1,2024-12-07 14:49:50_730
site_5,Changing snmp profile for 10S9C6N9VCKMSPXC from site_5,2024-12-07 14:49:59_317
site_1,Changing c vlan for PIBM83RJO5AZ00XR from site_1,2024-12-07 14:49:59_878
site_4,Changing vlan type for VDPA8HMYO46FD7P5 from site_4,2024-12-07 14:50:01_986
site_1,Changing gemport for EMCA01DACYP5C6H3 from site_1,2024-12-07 14:50:11_624
site_4,Changing s vlan for 5OGYXKA9WVFAPPJY from site_4,2024-12-07 14:50:16_338
site_6,Changing vlan type for DMFR1DXXNH7P5SO1 from site_6,2024-12-07 14:50:17_151
site_4,Changing c vlan for HDCZXNT04YTP3ZAE from site_4,2024-12-07 14:50:21_514
site_4,Changing state of twamp from site_4,2024-12-07 14:50:25_818
site_4,Changing vlan type for AVNDABE4N2ARRZLG from site_4,2024-12-07 14:50:30_218
site_2,Changing s vlan for 642LYDWPBGETNHQU from site_2,2024-12-07 14:50:32_785
site_2,Changing state of snmp from site_2,2024-12-07 14:50:38_419
site_3,Changing state of sshv6 from site_3,2024-12-07 14:50:42_175
site_2,Unregistering XXL0DU3I83R2LF24 from site_2,2024-12-07 14:50:48_017
site_1,Changing c vlan for 2BGN7T2P52BD4ZCA from site_1,2024-12-07 14:50:55_657
site_6,Changing snmp profile for FSJJQ3U3ONSNW18H from site_6,2024-12-07 14:51:15_299
site_3,Changing c vlan for ON13L543Q0Y9W6EH from site_3,2024-12-07 14:51:17_971
