timestamp,uuid,site,fixed_detected,event_type,sn
2024-12-07 15:51:17_328,7fd66aea-d73e-4864-8d1d-17fe0bae748a,site_2,detected,service changed,snmp
2024-12-07 15:51:32_733,7fd66aea-d73e-4864-8d1d-17fe0bae748a,site_2,fixed,service changed,snmp
2024-12-07 15:52:27_931,5763eede-474e-49c6-9999-fa10ccf553a8,site_4,detected,service changed,capwap
2024-12-07 15:52:27_931,c9f7603a-2955-4c10-8180-ec96b99c42db,site_4,detected,service changed,twamp
2024-12-07 15:52:44_831,5763eede-474e-49c6-9999-fa10ccf553a8,site_4,fixed,service changed,capwap
2024-12-07 15:52:45_832,c9f7603a-2955-4c10-8180-ec96b99c42db,site_4,fixed,service changed,twamp
2024-12-07 15:54:07_969,792ed40e-1eca-40a7-b94a-5fcf3deada9b,site_1,detected,service changed,dhcpv6-relay
2024-12-07 15:54:07_970,3be1e16f-c497-4b12-a846-d3c673260c00,site_1,detected,service changed,ipdr
2024-12-07 15:54:24_907,792ed40e-1eca-40a7-b94a-5fcf3deada9b,site_1,fixed,service changed,dhcpv6-relay
2024-12-07 15:54:25_909,3be1e16f-c497-4b12-a846-d3c673260c00,site_1,fixed,service changed,ipdr
2024-12-07 15:54:33_673,3b6df287-5287-4eab-9775-5ed6d8baca04,site_3,detected,service changed,sshv6
2024-12-07 15:54:48_937,3b6df287-5287-4eab-9775-5ed6d8baca04,site_3,fixed,service changed,sshv6
2024-12-07 15:55:07_448,d24dda20-744d-4d0c-92b4-dc86a70da501,site_5,detected,service changed,netconf
2024-12-07 15:55:18_003,f99e0d62-f280-497b-be40-b408636991b0,site_2,detected,service changed,ntp6
2024-12-07 15:55:18_003,bb66ae3f-c387-4176-a832-755a952f9aba,site_2,detected,service changed,trace
2024-12-07 15:55:22_973,d24dda20-744d-4d0c-92b4-dc86a70da501,site_5,fixed,service changed,netconf
2024-12-07 15:55:33_992,f99e0d62-f280-497b-be40-b408636991b0,site_2,fixed,service changed,ntp6
2024-12-07 15:55:34_994,bb66ae3f-c387-4176-a832-755a952f9aba,site_2,fixed,service changed,trace
2024-12-07 15:55:52_871,7c3f072d-5ad7-4e5e-9691-e32542126772,site_6,detected,unregistered,D7F90VXRVQHZGKWI
2024-12-07 15:55:52_872,23d941b7-5ad4-4ff5-b962-0f6679761643,site_6,detected,unregistered,GBX4HREANADGN8WG
2024-12-07 15:55:52_873,c5b5db8a-6241-44a3-91b8-04dbae2b3a1d,site_6,detected,unregistered,P9XT6XJDNZY72TAO
2024-12-07 15:55:52_904,86403f11-623f-4ade-b320-64f3c11cd04e,site_6,detected,gemport,DSD6UG28RGB7JUG6
2024-12-07 15:55:52_928,b77960d7-4e6a-4b77-8dbd-c8f67a337d6e,site_6,detected,c_vlan,28YFP37KA8HZ5E5W
2024-12-07 15:55:52_929,aac99323-c91e-4e7c-bcc9-3003b8e4f1d0,site_6,detected,c_vlan,V8PBMJ4KERI6GZC8
2024-12-07 15:55:52_957,952f2bf1-cead-43f9-abf0-202b58e99c37,site_6,detected,s_vlan,1JA66YA9RC9YXJM0
2024-12-07 15:55:52_997,ecfd2e5a-9b1f-4f63-a990-0893201535af,site_6,detected,vlan_type,DMFR1DXXNH7P5SO1
2024-12-07 15:55:53_039,ad63465f-9046-43b9-bc20-f625fa3f73d0,site_6,detected,snmp_profile,NOS0O08FRENOELUX
2024-12-07 15:55:53_040,d4415c1e-4cbd-401a-b933-8e1b1ceac604,site_6,detected,snmp_profile,FSJJQ3U3ONSNW18H
2024-12-07 15:55:56_287,eb17a6ef-9493-4211-a6a4-5a63ab453e53,site_6,detected,service changed,ssh
2024-12-07 15:55:56_287,ee24bbea-192a-4aa3-850f-0013acf43ae4,site_6,detected,service changed,twamp
2024-12-07 15:57:01_117,8c3a3cb7-dc44-4328-8cda-5025fd059674,site_4,detected,service changed,telnetv6
2024-12-07 15:57:16_631,8c3a3cb7-dc44-4328-8cda-5025fd059674,site_4,fixed,service changed,telnetv6
2024-12-07 15:59:09_717,71f68793-bf6a-4ea2-8633-9d41b13c3213,site_5,detected,service changed,ssh
2024-12-07 15:59:25_696,71f68793-bf6a-4ea2-8633-9d41b13c3213,site_5,fixed,service changed,ssh
2024-12-07 16:00:18_665,2c258eca-66b1-464d-8da5-b5a50f1bfb88,site_3,detected,service changed,capwap
2024-12-07 16:00:18_665,e3e3e92c-fca4-4687-97e6-157f2f1266f3,site_3,detected,service changed,sshv6
2024-12-07 16:00:18_665,9fd81168-0332-424f-a8ca-ce26708576c9,site_3,detected,service changed,telnet
2024-12-07 16:00:18_666,6ac90196-d2ad-4c58-9c70-a597a9c58a58,site_3,detected,service changed,telnetv6
2024-12-07 16:00:33_314,2c258eca-66b1-464d-8da5-b5a50f1bfb88,site_3,fixed,service changed,capwap
2024-12-07 16:00:35_333,e3e3e92c-fca4-4687-97e6-157f2f1266f3,site_3,fixed,service changed,sshv6
2024-12-07 16:00:35_334,6ac90196-d2ad-4c58-9c70-a597a9c58a58,site_3,fixed,service changed,telnetv6
2024-12-07 16:00:36_340,9fd81168-0332-424f-a8ca-ce26708576c9,site_3,fixed,service changed,telnet
2024-12-07 16:00:41_378,b77960d7-4e6a-4b77-8dbd-c8f67a337d6e,site_6,fixed,c_vlan,28YFP37KA8HZ5E5W
2024-12-07 16:00:42_393,aac99323-c91e-4e7c-bcc9-3003b8e4f1d0,site_6,fixed,c_vlan,V8PBMJ4KERI6GZC8
2024-12-07 16:00:46_412,23d941b7-5ad4-4ff5-b962-0f6679761643,site_6,fixed,unregistered,GBX4HREANADGN8WG
2024-12-07 16:00:47_418,c5b5db8a-6241-44a3-91b8-04dbae2b3a1d,site_6,fixed,unregistered,P9XT6XJDNZY72TAO
2024-12-07 16:01:01_494,eb17a6ef-9493-4211-a6a4-5a63ab453e53,site_6,fixed,service changed,ssh
2024-12-07 16:01:02_498,ee24bbea-192a-4aa3-850f-0013acf43ae4,site_6,fixed,service changed,twamp
2024-12-07 16:01:14_542,7c3f072d-5ad7-4e5e-9691-e32542126772,site_6,fixed,unregistered,D7F90VXRVQHZGKWI
2024-12-07 16:01:45_644,ecfd2e5a-9b1f-4f63-a990-0893201535af,site_6,fixed,vlan_type,DMFR1DXXNH7P5SO1
2024-12-07 16:01:49_654,86403f11-623f-4ade-b320-64f3c11cd04e,site_6,fixed,gemport,DSD6UG28RGB7JUG6
2024-12-07 16:02:14_710,952f2bf1-cead-43f9-abf0-202b58e99c37,site_6,fixed,s_vlan,1JA66YA9RC9YXJM0
