_,Starting chaos monkey,2024-11-07 11:55:46_259
site_5,Changing c vlan for PIRCAAETV6KZSR9R from site_5,2024-11-07 11:55:49_029
site_5,Unregistering CGEW2DOQYGUKGR3S from site_5,2024-11-07 11:55:51_513
site_7,Changing s vlan for 9MHD1Y0DDAEU59FH from site_7,2024-11-07 11:55:55_641
site_5,Changing state of radius from site_5,2024-11-07 11:55:57_062
site_3,Changing s vlan for P3D20LT6DTV7R1RS from site_3,2024-11-07 11:56:03_792
site_2,Changing vlan type for 62JKDTNI1P8XBBXU from site_2,2024-11-07 11:56:09_038
site_4,Unregistering ZKH169X3YHXFGRSG from site_4,2024-11-07 11:56:17_153
site_3,Changing c vlan for 4VZPOFTH7T9K2Q6N from site_3,2024-11-07 11:56:18_843
site_2,Changing snmp profile for XRTUB87HZOQB2TD5 from site_2,2024-11-07 11:56:30_161
site_1,Changing s vlan for LDD0H2AT9VO9KBSU from site_1,2024-11-07 11:56:33_602
site_7,Unregistering 6GXYS78A4UWT7VT1 from site_7,2024-11-07 11:56:37_778
site_6,Changing gemport for Q1NYYSWIT0HLH6S7 from site_6,2024-11-07 11:56:39_980
site_1,Changing s vlan for 41LQF3Y32EW7JW1E from site_1,2024-11-07 11:56:45_153
site_2,Changing vlan type for HDD7216U0MFKYXVJ from site_2,2024-11-07 11:56:46_623
site_4,Changing snmp profile for S9QGGZOCYEFMLWHS from site_4,2024-11-07 11:56:48_521
site_3,Changing c vlan for WVOY1VTBNO5NHFCS from site_3,2024-11-07 11:56:50_002
site_5,Changing c vlan for 2WMGR015ZSEQRWQ4 from site_5,2024-11-07 11:56:56_023
site_3,Changing state of dhcpv6-relay from site_3,2024-11-07 11:57:02_201
site_5,Changing vlan type for ZKH169X3YHXFGRSG from site_5,2024-11-07 11:57:02_625
site_4,Changing state of dhcp-relay from site_4,2024-11-07 11:57:04_338
site_3,Changing state of portal from site_3,2024-11-07 11:57:05_953
site_3,Changing s vlan for CDTA129BFJI4ZO04 from site_3,2024-11-07 11:57:07_932
site_2,Changing vlan type for 8E913U7XCVXNUIQJ from site_2,2024-11-07 11:57:12_331
site_5,Changing vlan type for CC37AG5XN1VLWYST from site_5,2024-11-07 11:57:12_848
site_6,Changing snmp profile for WEDLT70M7OZIMZV5 from site_6,2024-11-07 11:57:15_251
site_2,Changing gemport for L1G2ITV851O5KXWI from site_2,2024-11-07 11:57:23_177
site_6,Changing snmp profile for HDD7216U0MFKYXVJ from site_6,2024-11-07 11:57:26_246
site_5,Unregistering 8E913U7XCVXNUIQJ from site_5,2024-11-07 11:57:28_063
site_2,Changing state of ipdr from site_2,2024-11-07 11:57:31_132
site_1,Unregistering XBHRLS2QBE024EMT from site_1,2024-11-07 11:57:37_264
site_6,Changing gemport for 94ID05IH7SCWT0SW from site_6,2024-11-07 11:57:38_740
site_4,Changing vlan type for XBHRLS2QBE024EMT from site_4,2024-11-07 11:57:42_305
site_4,Changing c vlan for 15FOFS277V2PN76Z from site_4,2024-11-07 11:57:44_538
site_1,Changing gemport for 0BA8DSHOJRTAELSF from site_1,2024-11-07 11:57:46_752
site_7,Changing c vlan for 3EW0CWX46TAPWDZ3 from site_7,2024-11-07 11:57:50_091
site_2,Changing gemport for 0076KR8S77FO53P5 from site_2,2024-11-07 11:57:54_406
site_6,Changing vlan type for 82Z6FQO2RJFGZIGM from site_6,2024-11-07 11:57:56_174
site_5,Changing gemport for HOEQ8O9SUMPE80JN from site_5,2024-11-07 11:57:58_582
site_7,Changing state of mqtt from site_7,2024-11-07 11:58:01_633
site_3,Changing c vlan for M4H0CPROCAB15QX6 from site_3,2024-11-07 11:58:04_613
site_5,Changing s vlan for DB2DFWDL1CDZZOF0 from site_5,2024-11-07 11:58:05_233
site_2,Changing snmp profile for 0BA8DSHOJRTAELSF from site_2,2024-11-07 11:58:06_969
site_5,Changing gemport for 6342QJX1G8BK3CXO from site_5,2024-11-07 11:58:13_527
site_6,Changing gemport for ZKH169X3YHXFGRSG from site_6,2024-11-07 11:58:16_031
site_6,Changing s vlan for GS2FSDE95YY3I2EQ from site_6,2024-11-07 11:58:23_482
site_7,Changing state of ssh from site_7,2024-11-07 11:58:28_175
