_,Starting chaos monkey,2024-11-08 10:13:43_586
site_2,Changing s vlan for 96T2077CBVT7L9ET from site_2,2024-11-08 10:13:44_337
site_7,Changing c vlan for 94ATDGJSE4NI9DG1 from site_7,2024-11-08 10:13:50_159
site_8,Changing gemport for E5VUZYSYZF4HHVV3 from site_8,2024-11-08 10:13:51_520
site_4,Changing s vlan for L6C35WI3G1E8ORSJ from site_4,2024-11-08 10:13:59_470
site_1,Changing vlan type for UKPEIHKRKTJYIJFE from site_1,2024-11-08 10:14:00_260
site_2,Changing c vlan for 3C1VJAH26GAXV1DC from site_2,2024-11-08 10:14:04_333
site_1,Changing gemport for E4A9LQSZUAMY2968 from site_1,2024-11-08 10:14:04_807
site_6,Changing vlan type for 925BAPK5ZC9E7S92 from site_6,2024-11-08 10:14:08_385
site_6,Unregistering 110LZ5QYYNUJLQY5 from site_6,2024-11-08 10:14:14_897
site_4,Changing snmp profile for SAZVXFK258I4W9WV from site_4,2024-11-08 10:14:18_956
site_10,Changing s vlan for SEJH5GGN758AIUIX from site_10,2024-11-08 10:14:28_203
site_8,Unregistering 1L4ICVGBLMI8KTAB from site_8,2024-11-08 10:14:28_750
site_4,Changing s vlan for RGTOR4HB21ND365F from site_4,2024-11-08 10:14:34_144
site_10,Changing vlan type for LRF2F7CFOPGO2ZOF from site_10,2024-11-08 10:14:37_042
site_1,Changing state of ftp-client from site_1,2024-11-08 10:14:40_636
site_1,Changing gemport for 3VRMUZJ0Y1EFQHLD from site_1,2024-11-08 10:14:49_672
site_2,Changing state of mqtt from site_2,2024-11-08 10:14:50_310
site_9,Changing state of ftp-client from site_9,2024-11-08 10:14:57_354
site_7,Changing s vlan for FZUQP5RHLSZ7B894 from site_7,2024-11-08 10:15:01_182
site_8,Changing snmp profile for UKPEIHKRKTJYIJFE from site_8,2024-11-08 10:15:02_548
site_2,Changing vlan type for EVWKCTYTU98SV6QL from site_2,2024-11-08 10:15:04_635
site_8,Unregistering YV32CC2QMTJBNIDH from site_8,2024-11-08 10:15:09_348
site_7,Changing snmp profile for AFUQQJQBSFOOWHHC from site_7,2024-11-08 10:15:10_730
site_10,Changing vlan type for 3TEJG7UA4XVG9I84 from site_10,2024-11-08 10:15:18_652
site_8,Changing snmp profile for 4FMORN1OMCPMEAL4 from site_8,2024-11-08 10:15:20_307
site_4,Changing gemport for 3MGAC3SPZAOHXTRH from site_4,2024-11-08 10:15:22_549
site_4,Changing snmp profile for MTIWDHHQGVUVVAZ2 from site_4,2024-11-08 10:15:27_285
site_9,Changing s vlan for AFUQQJQBSFOOWHHC from site_9,2024-11-08 10:15:32_546
site_2,Unregistering GUI3SDG89BOKFIVK from site_2,2024-11-08 10:15:33_427
site_4,Unregistering SEJH5GGN758AIUIX from site_4,2024-11-08 10:15:36_526
site_4,Changing s vlan for SBYFPX4R771CVMPJ from site_4,2024-11-08 10:15:42_435
site_9,Changing c vlan for M9KTZQ2KPVOK2S36 from site_9,2024-11-08 10:15:43_337
site_5,Changing state of sftp-client from site_5,2024-11-08 10:15:47_287
site_3,Changing snmp profile for AMVSAFUR96D75KHX from site_3,2024-11-08 10:15:49_701
site_10,Changing c vlan for O3MR053OAJQUCGM2 from site_10,2024-11-08 10:15:52_465
site_7,Unregistering RIGMLFM35R7DYWG0 from site_7,2024-11-08 10:15:54_498
site_3,Changing vlan type for LRO2O8BLMYHT1PFE from site_3,2024-11-08 10:15:56_431
site_5,Unregistering WLK4T58A7ZPGD3SV from site_5,2024-11-08 10:15:58_186
site_1,Changing gemport for JEPXB2629RXBPGS9 from site_1,2024-11-08 10:15:59_975
site_7,Changing s vlan for 5OUXL590GNDYTOV6 from site_7,2024-11-08 10:16:01_859
site_2,Unregistering JJU8W22XYOCGWB2R from site_2,2024-11-08 10:16:03_631
site_4,Changing snmp profile for 1Y4LM0SY0UFR2SPS from site_4,2024-11-08 10:16:05_263
site_6,Changing snmp profile for ENP84Q9RGGABROX5 from site_6,2024-11-08 10:16:07_917
site_7,Changing snmp profile for EHBGOYTV49O6SHTQ from site_7,2024-11-08 10:16:10_482
site_2,Changing state of ftp-client from site_2,2024-11-08 10:16:12_424
site_8,Unregistering E4A9LQSZUAMY2968 from site_8,2024-11-08 10:16:15_420
