timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-07 21:15:47_333,b8040091-f11a-4f11-bd42-78378c99041b,site_2,detected,service changed,ntp6
2024-11-07 21:16:02_746,b8040091-f11a-4f11-bd42-78378c99041b,site_2,fixed,service changed,ntp6
2024-11-07 21:16:13_577,b96ae361-0360-4f39-8aaf-17b04c6afba8,site_6,detected,service changed,ssh
2024-11-07 21:16:28_774,b96ae361-0360-4f39-8aaf-17b04c6afba8,site_6,fixed,service changed,ssh
2024-11-07 21:17:08_926,2d73a3ac-94f0-4027-9f30-f4edc6a339a2,site_8,detected,service changed,ntp
2024-11-07 21:17:23_815,2d73a3ac-94f0-4027-9f30-f4edc6a339a2,site_8,fixed,service changed,ntp
2024-11-07 21:17:25_026,9847829f-7c1d-4226-89af-157acab78bf3,site_4,detected,service changed,telnet
2024-11-07 21:17:43_842,9847829f-7c1d-4226-89af-157acab78bf3,site_4,fixed,service changed,telnet
2024-11-07 21:18:54_617,bac7f3f1-abe0-4447-b4a6-b718c6ede0bf,site_7,detected,service changed,ipdr
2024-11-07 21:18:54_617,af953654-23f3-430f-9f32-8fe5e02a3f49,site_7,detected,service changed,snmp
2024-11-07 21:19:08_912,bac7f3f1-abe0-4447-b4a6-b718c6ede0bf,site_7,fixed,service changed,ipdr
2024-11-07 21:19:09_913,af953654-23f3-430f-9f32-8fe5e02a3f49,site_7,fixed,service changed,snmp
2024-11-07 21:19:12_993,32865c4f-dc90-49ba-b186-f51a1d86cbf0,site_9,detected,unregistered,RQS6M4NE0FLRXPGN
2024-11-07 21:19:12_995,6cc332af-41b8-426e-9d6e-f4b796236430,site_9,detected,unregistered,U0D2J2DJ85SWUAWJ
2024-11-07 21:19:12_998,684ff218-e602-4375-87b4-7e1fd9cfefc9,site_9,detected,unregistered,I1NVNT8EW1CKRG85
2024-11-07 21:19:13_029,fecacb44-fb69-41fe-a38d-51876c4dbaf8,site_9,detected,gemport,RUIOHTX3YXPVM1X5
2024-11-07 21:19:13_054,f9af6a7e-57d9-451d-b9c4-f4504a4091a1,site_9,detected,c_vlan,80UCP068ZNFVI70L
2024-11-07 21:19:13_083,04e61267-4f33-453a-83f3-c0f99ccf7430,site_9,detected,s_vlan,VM0HA4B5E4NKG7QB
2024-11-07 21:19:13_129,bcf21449-6e41-4c0c-ab33-9fd69cc629df,site_9,detected,snmp_profile,CYWLYVBP3JZV9LMZ
2024-11-07 21:19:16_604,b062c909-ba39-44cd-b5fb-73565dc61dcc,site_9,detected,service changed,ipdr
2024-11-07 21:19:16_604,be556087-0211-4305-9f26-6b5bec3cf975,site_9,detected,service changed,mqtt
2024-11-07 21:19:32_024,b062c909-ba39-44cd-b5fb-73565dc61dcc,site_9,fixed,service changed,ipdr
2024-11-07 21:19:46_102,be556087-0211-4305-9f26-6b5bec3cf975,site_9,fixed,service changed,mqtt
2024-11-07 21:19:55_464,97f1ad35-75ab-40fd-9767-f1f04c342858,site_3,detected,service changed,snmp
2024-11-07 21:20:12_361,97f1ad35-75ab-40fd-9767-f1f04c342858,site_3,fixed,service changed,snmp
2024-11-07 21:20:14_476,e6faeb02-0647-4e94-b82d-df699cc3e981,site_2,detected,service changed,snmp
2024-11-07 21:20:30_459,e6faeb02-0647-4e94-b82d-df699cc3e981,site_2,fixed,service changed,snmp
2024-11-07 21:20:51_557,1a33fbaa-485a-42d5-bb4d-3d1753ab17e9,site_6,detected,service changed,ssh
2024-11-07 21:20:51_557,e645fe1d-b048-42d3-9b2c-4b64ad56a5e1,site_6,detected,service changed,sshv6
2024-11-07 21:20:53_356,802ad827-ae06-42d4-8c55-677ee3d06f0a,site_7,detected,service changed,dhcpv6-relay
2024-11-07 21:20:53_356,18d4ccde-6b61-4b67-9e19-df477209c9cf,site_7,detected,service changed,mqtt
2024-11-07 21:21:05_855,1a33fbaa-485a-42d5-bb4d-3d1753ab17e9,site_6,fixed,service changed,ssh
2024-11-07 21:21:06_861,e645fe1d-b048-42d3-9b2c-4b64ad56a5e1,site_6,fixed,service changed,sshv6
