timestamp,uuid,site,fixed_detected,event_type,sn
2024-11-07 21:46:33_651,270c280d-df3a-4db8-839a-60cee0fae951,site_7,detected,service changed,dhcpv6-relay
2024-11-07 21:46:47_784,270c280d-df3a-4db8-839a-60cee0fae951,site_7,fixed,service changed,dhcpv6-relay
2024-11-07 21:48:36_236,977a7074-5769-47e9-a1d5-05b96eb2e94b,site_7,detected,service changed,sftp-client
2024-11-07 21:48:50_841,977a7074-5769-47e9-a1d5-05b96eb2e94b,site_7,fixed,service changed,sftp-client
2024-11-07 21:48:54_257,45144a9b-2a88-49f5-a736-6811f0b50b5e,site_9,detected,unregistered,7CB4FJ7NHCE3W62J
2024-11-07 21:48:54_257,0a6f901c-3a98-4b9e-ab3a-e7c038696631,site_9,detected,unregistered,BUR74NO6ZHSMQDSJ
2024-11-07 21:48:54_308,9ddafa31-7de6-4a0d-9ec8-6f10436be5b3,site_9,detected,c_vlan,7QVKIYYN7GOBN06K
2024-11-07 21:48:54_327,c7c4fc8a-4c60-4303-a0c9-3d6cbdcbe948,site_9,detected,s_vlan,HTWB97XDINYOQCKI
2024-11-07 21:48:54_378,f280141c-03b9-40af-8721-e8823402775e,site_9,detected,snmp_profile,U4LIN2WB9M5ION1J
2024-11-07 21:48:57_655,456a56ea-ba57-4a01-b199-e2111032b506,site_9,detected,service changed,capwap
2024-11-07 21:48:57_655,e76e52c8-cede-4f25-9cbf-fa1f3ed55865,site_9,detected,service changed,portal
2024-11-07 21:49:12_929,456a56ea-ba57-4a01-b199-e2111032b506,site_9,fixed,service changed,capwap
2024-11-07 21:49:13_933,e76e52c8-cede-4f25-9cbf-fa1f3ed55865,site_9,fixed,service changed,portal
2024-11-07 21:49:27_945,2d2d8488-afbe-46f8-be52-d6fc53b2de8a,site_8,detected,service changed,twamp
2024-11-07 21:49:42_071,2d2d8488-afbe-46f8-be52-d6fc53b2de8a,site_8,fixed,service changed,twamp
2024-11-07 21:49:42_590,531f4f3c-294b-4401-b51e-eff9d9d5d8e4,site_3,detected,service changed,dhcpv6-relay
2024-11-07 21:49:53_450,48e601d4-ab21-4467-b99f-156784ed3be1,site_5,detected,service changed,netconf
2024-11-07 21:49:53_450,4b296268-f27e-459d-b8a2-1adde0bc02d8,site_5,detected,service changed,portal
2024-11-07 21:50:01_233,531f4f3c-294b-4401-b51e-eff9d9d5d8e4,site_3,fixed,service changed,dhcpv6-relay
2024-11-07 21:50:11_285,48e601d4-ab21-4467-b99f-156784ed3be1,site_5,fixed,service changed,netconf
2024-11-07 21:50:12_290,4b296268-f27e-459d-b8a2-1adde0bc02d8,site_5,fixed,service changed,portal
2024-11-07 21:50:35_315,259529ba-c705-49a2-8b28-6695ac0a2406,site_7,detected,service changed,sftp-client
2024-11-07 21:50:42_570,12ff7fa8-6b8b-4122-92a5-5ae55b4e52db,site_6,detected,service changed,ntp
2024-11-07 21:50:42_570,85d36603-c6b8-45fb-94fb-dedc0f3839e7,site_6,detected,service changed,snmpv6
2024-11-07 21:50:49_461,259529ba-c705-49a2-8b28-6695ac0a2406,site_7,fixed,service changed,sftp-client
2024-11-07 21:51:00_562,12ff7fa8-6b8b-4122-92a5-5ae55b4e52db,site_6,fixed,service changed,ntp
2024-11-07 21:51:01_566,85d36603-c6b8-45fb-94fb-dedc0f3839e7,site_6,fixed,service changed,snmpv6
2024-11-07 21:52:40_980,ec66c81b-f4d2-4ba3-8154-7eea5defcb1e,site_7,detected,service changed,sftp-client
2024-11-07 21:52:40_980,77aea758-81e6-4da6-9ec6-24e2e69bad4d,site_7,detected,service changed,twamp
2024-11-07 21:52:55_087,ec66c81b-f4d2-4ba3-8154-7eea5defcb1e,site_7,fixed,service changed,sftp-client
2024-11-07 21:52:56_091,77aea758-81e6-4da6-9ec6-24e2e69bad4d,site_7,fixed,service changed,twamp
2024-11-07 21:54:01_360,9ddafa31-7de6-4a0d-9ec8-6f10436be5b3,site_9,fixed,c_vlan,7QVKIYYN7GOBN06K
2024-11-07 21:54:05_374,f280141c-03b9-40af-8721-e8823402775e,site_9,fixed,snmp_profile,U4LIN2WB9M5ION1J
2024-11-07 21:54:25_651,01d090f2-b717-429b-ae3b-bf5ddb77d960,site_2,detected,service changed,dhcpv6-relay
2024-11-07 21:54:31_209,e1057c0c-f959-4fcb-bbb0-0e60270e7f66,site_5,detected,service changed,dhcpv6-relay
2024-11-07 21:54:37_513,c7c4fc8a-4c60-4303-a0c9-3d6cbdcbe948,site_9,fixed,s_vlan,HTWB97XDINYOQCKI
2024-11-07 21:54:42_543,01d090f2-b717-429b-ae3b-bf5ddb77d960,site_2,fixed,service changed,dhcpv6-relay
2024-11-07 21:54:43_371,dba1f501-49f6-4178-af7b-84c4e9c00184,site_7,detected,service changed,sftp-client
2024-11-07 21:54:46_556,e1057c0c-f959-4fcb-bbb0-0e60270e7f66,site_5,fixed,service changed,dhcpv6-relay
2024-11-07 21:54:57_594,dba1f501-49f6-4178-af7b-84c4e9c00184,site_7,fixed,service changed,sftp-client
2024-11-07 21:55:07_615,45144a9b-2a88-49f5-a736-6811f0b50b5e,site_9,fixed,unregistered,7CB4FJ7NHCE3W62J
2024-11-07 21:55:31_087,f4738c29-0112-4203-9ae3-7e5c21a63339,site_6,detected,service changed,capwap
2024-11-07 21:55:31_087,adfdb98e-ee02-4e18-ac98-8e2bf347a2be,site_6,detected,service changed,dhcpv6-relay
2024-11-07 21:55:31_087,62ab82b6-4075-4ef6-9666-aec8a891057c,site_6,detected,service changed,twamp
2024-11-07 21:55:31_087,59963af2-2ade-4a6d-8dca-534c7f26e39c,site_6,detected,service changed,web-proxy
2024-11-07 21:55:40_542,060a9061-4bfe-49a0-9a95-643533ebadf2,site_9,detected,gemport,77WYO75IL10Q00WD
2024-11-07 21:55:40_576,86eafea2-1ed7-4e49-a0f6-355d5ecf4958,site_9,detected,c_vlan,X061BSKOZ6V39XX8
2024-11-07 21:55:40_577,1d08ea18-2fc0-4f41-996a-52258913f389,site_9,detected,c_vlan,QPLGQI6U9SCXWVI9
2024-11-07 21:55:40_679,7134f5e0-b060-41e4-9c84-f6321311a9e0,site_9,detected,vlan_type,VNTJYMY6LKC8PPW0
2024-11-07 21:55:40_722,57d890a3-5998-42b6-9831-9b2defdde459,site_9,detected,snmp_profile,54Z6Y10YFM8FRGWQ
2024-11-07 21:55:43_926,a2436f14-4e3e-4c73-a764-85d78345668c,site_9,detected,service changed,dhcpv6-relay
