_,Starting chaos monkey,2024-11-03 22:30:56_734
site_3,Changing vlan type for VZ4L619QAPX55CIU from site_3,2024-11-03 22:31:11_615
site_3,Changing c vlan for 5HX753WV40TDNA8Q from site_3,2024-11-03 22:31:15_307
site_1,Changing s vlan for 6OS0LSFUYZJ6HXGH from site_1,2024-11-03 22:31:16_354
site_3,Changing gemport for 9FSPEELL4RQC9576 from site_3,2024-11-03 22:31:17_193
site_2,Changing c vlan for SHSCDNLTFPYMWOYT from site_2,2024-11-03 22:31:19_867
site_2,Unregistering 9Y3JYTSDDCGI43I7 from site_2,2024-11-03 22:31:29_666
site_2,Changing snmp profile for FMTYAG86R4VQLB17 from site_2,2024-11-03 22:31:40_911
site_1,Unregistering OER4G3K6SO6RTMW6 from site_1,2024-11-03 22:31:42_811
site_3,Changing vlan type for LO3KVIM41FP55D3J from site_3,2024-11-03 22:31:49_752
site_2,Changing c vlan for NCS8QXIOTCG67XGA from site_2,2024-11-03 22:31:52_220
site_3,Unregistering DS4RETILYFFPFDFL from site_3,2024-11-03 22:31:53_768
site_2,Changing state of sftp-client from site_2,2024-11-03 22:32:04_031
site_1,Changing c vlan for LJCTLG3NKNY0TGBE from site_1,2024-11-03 22:32:06_752
site_3,Changing c vlan for 2JZXGB2VUYN3WIHK from site_3,2024-11-03 22:32:08_958
site_1,Changing gemport for YA6W11LDM71JLHKP from site_1,2024-11-03 22:32:36_689
site_2,Changing vlan type for BMLNGP9ZKY5TQJQ2 from site_2,2024-11-03 22:32:41_393
site_2,Changing c vlan for BDNRQT6YZ9E9GGJV from site_2,2024-11-03 22:32:47_388
site_2,Unregistering MGRQOO34TSEOCCHT from site_2,2024-11-03 22:33:09_531
site_3,Changing c vlan for RAWCH1QBYMCEKA26 from site_3,2024-11-03 22:33:11_899
site_2,Changing c vlan for A8NVUCC419LE6DAP from site_2,2024-11-03 22:33:28_852
site_2,Changing gemport for DQ4AMSFD4XZ7FEZM from site_2,2024-11-03 22:33:43_786
site_1,Changing state of snmpv6 from site_1,2024-11-03 22:34:00_151
site_3,Changing state of dhcp-relay from site_3,2024-11-03 22:34:24_890
