_,Starting chaos monkey,2024-12-07 13:17:39_399
site_7,Changing state of snmp from site_7,2024-12-07 13:17:42_968
site_7,Changing gemport for XBHRLS2QBE024EMT from site_7,2024-12-07 13:17:44_647
site_6,Changing c vlan for 6EPS6K6TM8X32S6B from site_6,2024-12-07 13:17:49_651
site_3,Changing s vlan for 3EW0CWX46TAPWDZ3 from site_3,2024-12-07 13:17:52_236
site_3,Changing c vlan for LT2EGU9PIFZU91YL from site_3,2024-12-07 13:17:53_510
site_6,Unregistering TZYLQST2LFN7A7IG from site_6,2024-12-07 13:17:55_130
site_1,Changing snmp profile for 6342QJX1G8BK3CXO from site_1,2024-12-07 13:17:58_568
site_2,Changing vlan type for GS2FSDE95YY3I2EQ from site_2,2024-12-07 13:18:02_002
site_6,Changing c vlan for TGSAF79UU3LX36R0 from site_6,2024-12-07 13:18:03_405
site_4,Changing state of snmp from site_4,2024-12-07 13:18:07_543
site_6,Changing c vlan for 62JKDTNI1P8XBBXU from site_6,2024-12-07 13:18:10_735
site_5,Changing gemport for HOEQ8O9SUMPE80JN from site_5,2024-12-07 13:18:12_883
site_1,Changing state of portal from site_1,2024-12-07 13:18:14_949
site_7,Changing vlan type for 4VZPOFTH7T9K2Q6N from site_7,2024-12-07 13:18:15_425
site_3,Changing snmp profile for 0BA8DSHOJRTAELSF from site_3,2024-12-07 13:18:22_123
site_3,Changing vlan type for P5MLUDBTRDZTOQ54 from site_3,2024-12-07 13:18:36_575
site_2,Changing state of mqtt from site_2,2024-12-07 13:18:37_512
site_7,Changing gemport for 15FOFS277V2PN76Z from site_7,2024-12-07 13:18:39_902
site_5,Changing gemport for LT2EGU9PIFZU91YL from site_5,2024-12-07 13:18:41_878
site_6,Changing state of netconf from site_6,2024-12-07 13:18:43_975
site_4,Changing gemport for Y7SEZUM3DMK4MSS0 from site_4,2024-12-07 13:18:47_480
site_2,Changing c vlan for ZKH169X3YHXFGRSG from site_2,2024-12-07 13:19:00_332
site_4,Changing s vlan for W9DRQARTHT44P08K from site_4,2024-12-07 13:19:02_282
site_7,Changing state of ssh from site_7,2024-12-07 13:19:02_535
site_6,Changing c vlan for AJ57MVMJ0LCOUNT8 from site_6,2024-12-07 13:19:04_591
