Real Number of ONTs, Detected Number of ONTs, Difference162,0,162
148,0,148
0,0,0
231,0,231
184,0,184
85,0,85
254,8,246
284,6,278
213,17,196
99,12,87
313,17,296
232,0,232
162,0,162
304,0,304
232,0,232
264,0,264
89,0,89
123,6,117
26,0,26
60,0,60
287,0,287
109,109,0
