min_connection,max_connection,avg_connection,min_send_command,max_send_command,avg_send_command,min_disconnect,max_disconnect,avg_disconnect
0.07585479999943345,0.10694000000148662,0.08514579999973648,0.017687499999738066,0.029661100001248997,0.02285820000042804,0.0005011000012018485,0.0013383000004978385,0.0008009000002857647
0.06503820000034466,0.1166226999994251,0.0899848000003658,0.014997700000094483,0.026670899998862296,0.022987874999671476,0.000523599999723956,0.001051200000802055,0.000737450000087847
0.06268670000099519,0.102797000999999,0.0776220752500194,0.016301801000736305,0.02733090100082336,0.022065200750603253,0.0003930000002583256,0.0010235999998258194,0.0007195250000222586
0.07001060000038706,0.114518099999259,0.10272647500005405,0.019052800000281422,0.025430299998333794,0.022310649999326415,0.0005227000001468696,0.0007986000000528293,0.0006791999999222753
0.06673899899942626,0.1160295989993756,0.09030524899935699,0.015236900000672904,0.024933999999120715,0.021067225000024337,0.0004429000000527594,0.0016675999995641178,0.000764749999234482
0.06899399999929301,0.11775699999998324,0.10290737500008618,0.016338100000211853,0.027366000000256463,0.023162600000432576,0.00043850000110978726,0.0007033000001683831,0.0005709500001103152
0.06292109999958484,0.11490559999947436,0.09810555000012755,0.017085499999666354,0.027373300001272582,0.021281650000673835,0.000442000000475673,0.0011445999989518896,0.0006740499998159066
0.0765969000003679,0.10865879999983008,0.09110227500013934,0.0221772000004421,0.02528630000051635,0.023779574999934994,0.0008828999998513609,0.0013507000003301073,0.001136549999955605
0.06971489999887126,0.13775410000016564,0.08998614999973142,0.02018569999927422,0.029632199999468867,0.024317949999840494,0.000677799998811679,0.0012088000003132038,0.0008362749999832886
0.07535960000132036,0.124740801000371,0.10420625075039425,0.012714799999230308,0.023233700001583202,0.01829415025031267,0.000842499999635038,0.0015789999997650739,0.001180575000034878
0.07111149999946065,0.11722349999945436,0.09417049999956362,0.01687110000057146,0.02233650000016496,0.020901750000120956,0.00045820000013918616,0.0019432000008237083,0.0009621750000405882
0.06892770000013115,0.11193199999979697,0.09310370000002877,0.01511440000103903,0.026504299999942305,0.02156222500025251,0.0005629999996017432,0.001244600000063656,0.0008623250000709959
0.0662949010002194,0.11685370099985448,0.10357730099985929,0.01644250000026659,0.029608100001496496,0.02209480000055919,0.00046909999946365133,0.0006696000000374625,0.0005993999998281652
0.06930979900062084,0.12072819900095055,0.0921475489999466,0.01464510000005248,0.025158299999020528,0.021224449998953787,0.0004910999996354803,0.0014772000013181241,0.0009369500003231224
0.06977729900063423,0.11091949900037434,0.08976362400017024,0.016886499999600346,0.025970199998482713,0.023229299999911746,0.0011178000004292699,0.0021452999990287935,0.0016174750003301597
0.06651219999912428,0.1259656990005169,0.08642844975020125,0.020721799999591894,0.030740899999727844,0.024341925000044284,0.0004253999995853519,0.0007040000000415603,0.0005426999996416271
0.05877289899945026,0.13227859900143812,0.09934839900051884,0.015411300000778283,0.02549919999910344,0.021422700000130135,0.0005104000010760501,0.0010020999998232583,0.0007908500001576613
0.07070630000089295,0.13022369899954356,0.11135512425016714,0.015048399000079371,0.026983900001141592,0.01995964975003517,0.0007405999986076495,0.0014735000004293397,0.001041599999553
0.06510680100109312,0.12365380200026266,0.10086832625029274,0.02222070099924167,0.024142600001141545,0.02326137550016938,0.0007402999999612803,0.0018772000003082212,0.001218700000208628
0.07340389999990293,0.14044549999925948,0.09114512499991179,0.02170769999975164,0.03344939999988128,0.026978949999829638,0.00042750000102387276,0.0006110000012995442,0.0005223750008553907
0.06757360100164078,0.08712200099944312,0.07873207600050591,0.018539099999543396,0.027036999999836553,0.02267954999979338,0.000501599999552127,0.0028454000002966495,0.0011682750000545639
0.07844769999974233,0.08144410000022617,0.0804970249996586,0.021454199999425327,0.032809500000439584,0.029098575000261917,0.0004460000000108266,0.001612399999430636,0.0008651499997540668
0.0669616010000027,0.10411710100015625,0.0786539509999784,0.022109999999884167,0.025828899999396526,0.023688899999797286,0.0005516000001080101,0.0008247999994637212,0.0007310249998226936
0.0680926000004547,0.12605849999999919,0.09374717500031693,0.016636300000755,0.02275550000013027,0.020613200000298093,0.00042409999878145754,0.001142200000685989,0.0008123749998958374
0.0654897999993409,0.10779920000095444,0.08780277500045486,0.016185200000109035,0.02589850000003935,0.021600975000183098,0.0005395999996835599,0.0011219999996683327,0.000787949999448756
0.06755519999933313,0.10758809999970254,0.0873943749998034,0.016443200000139768,0.027073299999756273,0.019354075000137527,0.0008899000004021218,0.0020138999989285367,0.00122972499957541
0.07372059999943303,0.11247259999981907,0.09303287500006263,0.022055199999158503,0.022342400001434726,0.022200649999831512,0.0009363999997731298,0.0017810999997891486,0.0012833750001846056
0.06748798600165173,0.11190887699922314,0.08322428300016327,0.02187479600070219,0.024649295999552123,0.02270619599994461,0.000431800001024385,0.0015212999987852527,0.0008310997500302619
0.06986350000079256,0.07912439999927301,0.0741968000002089,0.016191999999136897,0.02660950000063167,0.023173524999492656,0.0005022000004828442,0.0011038000011467375,0.0007274500003404683
0.06443039999976463,0.11040200000024925,0.09546957500015196,0.016976499999145744,0.025991499998781364,0.022852224999496684,0.0006491000003734371,0.0010294999992765952,0.0008468500000162749
0.06126390000099491,0.11987770000087039,0.09607747500103869,0.01583580000078655,0.022026299999197363,0.019367249999504565,0.0006598999989364529,0.002638099998875987,0.0013100499991196557
0.05789849999928265,0.12995989999944868,0.11167279999972379,0.018006800000875955,0.026520999999775086,0.02101512500030367,0.0005593999994744081,0.0010036999992735218,0.0008443249998890678
0.06146939999962342,0.10787139999956707,0.09322389949966237,0.0220394000007218,0.02575539999998,0.02440725000042221,0.0003416999988985481,0.0011006999993696809,0.0007046249993436504
0.06707759999881091,0.10865660000126809,0.09521420000010039,0.022008300000379677,0.02491599999848404,0.023268074999577948,0.0005657000001519918,0.000969600001553772,0.0007657750006728747
0.06258690000140632,0.10890650000146707,0.08824195000079271,0.022015399999872898,0.026482799999939743,0.023366274999716552,0.00040859999899112154,0.0016739999991841614,0.0009192249990519485
0.06947290000061912,0.12824539999928675,0.08433282500027417,0.01917689999936556,0.029511599999750615,0.024383550000038667,0.0004841999998461688,0.0009356999998999527,0.0007194999998318963
0.06607269999949494,0.11734679999972286,0.09374112499972398,0.01678180000089924,0.02284030000009807,0.02004772500049512,0.000720500000170432,0.00127519999841752,0.0009045499991771067
0.06725360000018554,0.10240770000018529,0.07933130000037636,0.014575600000171107,0.024403899999015266,0.020800799999960873,0.0005840000012540258,0.0013429000009637093,0.0008895750006558956
0.06798630000048433,0.1219559000001027,0.10541369999964445,0.01690020000023651,0.03012759999910486,0.02470739999989746,0.0005152000012458302,0.0008871999998518731,0.0006587000002582499
0.06665750100000878,0.10925090099954105,0.08694067600026756,0.015167100000326172,0.026182100000369246,0.020926624999901833,0.00041430000055697747,0.0011293000006844522,0.0007811500004208938
0.07032400000025518,0.10906939999949827,0.08761102499966,0.022169199999552802,0.026163599999563303,0.02402989999973215,0.0005492000000231201,0.000881199999639648,0.0007718499996371975
0.06463009999970382,0.1368594010000379,0.0966879505003817,0.022129700000732555,0.0335514010002953,0.025620725500630215,0.0004352999985712813,0.0015425999990839045,0.0008075749997260573
