min_connection,max_connection,avg_connection,min_send_command,max_send_command,avg_send_command,min_disconnect,max_disconnect,avg_disconnect
0.6313604009992559,0.6956877009979507,0.6718385759995726,0.0858079000026919,0.08583290000024135,0.08582222499990166,0.050844099998357706,0.05141430000003311,0.05102574999909848
0.6268652020007721,0.680797002001782,0.6546619020000435,0.0858855010010302,0.08592720099841245,0.0859150509995743,0.0507949999991979,0.0610359000020253,0.0559865000013815
0.6430204999996931,0.7014449999987846,0.6794294749997789,0.0858280000029481,0.08604320000085863,0.08595262500148237,0.05072600000130478,0.060858299999381416,0.05327260000012757
0.6386142009978357,0.6813752009984455,0.6607096009993256,0.08581889999913983,0.08586470000227564,0.08584582500043325,0.050747100001899526,0.06096570000227075,0.055827350000981824
0.6512627080010134,0.7029626079965965,0.6716088829998625,0.08581530100127566,0.08583800099950167,0.08582687600028294,0.05073810000249068,0.06084099999861792,0.05330705024971394
0.6704548009984137,0.7023675010022998,0.6858362259990827,0.08583569999973406,0.08600179999848478,0.08588664999933826,0.05073170000105165,0.05079480000131298,0.050753250001434935
0.637417298003129,0.708619898003235,0.671869523002897,0.08581010000125389,0.08618239899806213,0.08597394975004136,0.050756199001625646,0.0610975999989023,0.053357324501121184
0.6595454030029941,0.7069884029988316,0.6888670530006493,0.08587429999897722,0.0860006999973848,0.08592592499826424,0.0508482000004733,0.060858100001496496,0.05339050000111456
0.6471625010017306,0.6900864009985526,0.6603644259994326,0.08580970000184607,0.08644120000099065,0.08598912500019651,0.05072269999800483,0.06092269999862765,0.05331134999960341
0.6474184010003228,0.7016040009984863,0.6657706509995478,0.08579090000057477,0.08599080000203685,0.08585827500064624,0.05072859999927459,0.05109409999931813,0.05085684999994555
0.6451917980011785,0.6966176979985903,0.6768000480005867,0.08582509999905596,0.08600269999806187,0.08587104999878648,0.05072669999935897,0.060819499998615356,0.055786899998565787
0.6411595979989215,0.708444297000824,0.6741536469999119,0.08583469900258933,0.08621479999783332,0.08603014950040233,0.05071200000020326,0.05105170000024373,0.05090852499961329
0.644971000001533,0.7024802990017633,0.6756248495012187,0.08578420000048936,0.08595339900057297,0.08587252449979133,0.05104429999846616,0.06083740000030957,0.05836277499929565
0.6364741010002035,0.6986311010005011,0.676018450999436,0.08578839999972843,0.08582600000227103,0.08580652500040742,0.05071700000189594,0.05086650000157533,0.050806225000997074
0.6489403990017308,0.677931598998839,0.6608492989998922,0.08579269999972894,0.08581760000015493,0.08580627499941329,0.05072250000011991,0.051136900001438335,0.050900675000775664
0.6457435029988119,0.6973889040018548,0.6722555784999713,0.08579379999719094,0.08600230099909822,0.0858864754991373,0.05071870000028866,0.05106579999846872,0.05081902499932767
0.64601620099711,0.6737121010010014,0.6616987509996761,0.08577839999998105,0.08581889999913983,0.08579435000046942,0.050713300002826145,0.06084289999853354,0.053289900000891066
0.6428685009959736,0.6969905010046205,0.6707498010000563,0.08578680000209715,0.08619090099819005,0.08601975050078181,0.050863800999650266,0.061112499999580905,0.05592675049774698
0.65232709999691,0.6584371999997529,0.6558044999965205,0.0857938999979524,0.08584970000083558,0.08582132499941508,0.05071589900035178,0.06079199899977539,0.053266323999196175
0.6269277000028524,0.686362200001895,0.6649111250007991,0.0857966999974451,0.0861226000051829,0.08589905000189901,0.050711000003502704,0.05089639999641804,0.05076965000080236
0.6414254020055523,0.6894471019986668,0.6629264270013664,0.08582940000633243,0.08599489900370827,0.08588002450414933,0.050674000005528796,0.051208898999902885,0.05084372450073715
0.648276400002942,0.6981621999948402,0.6694879499991657,0.08579460000328254,0.08596000000397908,0.08585950000269804,0.05072309999377467,0.05093679999845335,0.050821049997466616
0.695373604001361,0.7162992049998138,0.7060533545009093,0.08577380100177834,0.085920501005603,0.08583385050224024,0.041032700006326195,0.05100190000666771,0.048400725005194545
0.6488035100046545,0.6953675100012333,0.6730813600024703,0.08577220200095326,0.08587100099975942,0.08581082650198368,0.050711401003354695,0.05087390100379707,0.05078447600135405
0.6280999959999463,0.6815426959947217,0.6598253209995164,0.08577649899962125,0.08582299899717327,0.08579942399956053,0.05069559999537887,0.06085929999971995,0.05830212499859044
0.6523703979983111,0.7041912979984772,0.6750736229987524,0.08592119999957504,0.08628229999885662,0.08604287499838392,0.05100669999956153,0.06099949999770615,0.053569924748444464
0.6774981019989355,0.6923541020005359,0.6833594770014315,0.08579320100398036,0.08623320100014098,0.08593562600071891,0.050708899994788226,0.0507318000018131,0.05072029999791994
0.6444556799979182,0.6916983789997175,0.670228579749164,0.0858077980010421,0.08596369899896672,0.08588637375032704,0.05073409999749856,0.0608427990009659,0.05331309924986272
0.6625860599961015,0.7170548569993116,0.6947411582477798,0.08582029500394128,0.08595679499558173,0.08589512000071409,0.05070849700132385,0.050861996998719405,0.05078694700023334
0.6384461999987252,0.7091701999961515,0.6834964249992481,0.08591819999855943,0.08607530000153929,0.08598815000004834,0.0509267989982618,0.06126629999926081,0.05359999975007668
0.6831687119993148,0.7341213129984681,0.715650412499599,0.08584040099958656,0.08603709999442799,0.08593847574775282,0.05077539999911096,0.06140310099726776,0.05345087575005891
0.6365895999988425,0.6969487999958801,0.6632337499977439,0.08582039999600966,0.08619879999605473,0.08591864999834797,0.050713999997242354,0.05097390000446467,0.05081462500129419
0.6578071999974782,0.7209893010003725,0.6881747254992661,0.08578830099577317,0.085972100001527,0.08584602549854026,0.05072929999732878,0.06107170000177575,0.05343845000061265
